MDTU,link
1,1.01332
2,1.12428
3,1.11709
4,1.11953
5,1.11734
6,1.11685
7,1.116
8,1.11594
9,1.1135
10,1.1119
11,1.11066
12,1.11028
13,1.10856
14,1.10851
15,1.10535
16,1.10245
17,1.09733
18,1.09733
19,1.10015
20,1.09655
21,1.09488
22,1.09453
23,1.09282
24,1.09139
25,1.0919
26,1.09139
27,1.08827
28,1.08847
29,1.09079
30,1.08929
31,1.08796
32,1.08663
33,1.0861
34,1.0839
35,1.08173
36,1.08391
37,1.08196
38,1.08048
39,1.08111
40,1.08145
41,1.08145
42,1.07957
43,1.07896
44,1.07651
45,1.07787
46,1.07787
47,1.0756
48,1.0749
49,1.0755
50,1.0772
51,1.07778
52,1.07816
53,1.07751
54,1.07901
55,1.07622
56,1.07523
57,1.0728
58,1.07255
59,1.07255
60,1.07026
61,1.06873
62,1.06732
63,1.06732
64,1.06732
65,1.06845
66,1.06678
67,1.06403
68,1.06281
69,1.06076
70,1.06029
71,1.06035
72,1.05794
73,1.05703
74,1.05647
75,1.05647
76,1.05521
77,1.05521
78,1.05732
79,1.05714
80,1.0573
81,1.05512
82,1.05661
83,1.05632
84,1.0556
85,1.0556
86,1.05405
87,1.05405
88,1.05613
89,1.05385
90,1.05385
91,1.05396
92,1.05296
93,1.05397
94,1.05397
95,1.05354
96,1.05545
97,1.05428
98,1.05381
99,1.05359
100,1.05283
101,1.05283
102,1.04991
103,1.04945
104,1.04905
105,1.04998
106,1.04998
107,1.05132
108,1.04935
109,1.04935
110,1.04862
111,1.04551
112,1.04551
113,1.04393
114,1.04508
115,1.0462
116,1.04475
117,1.04475
118,1.04804
119,1.04733
120,1.04965
121,1.04965
122,1.04837
123,1.04837
124,1.04837
125,1.04837
126,1.04616
127,1.04636
128,1.04245
129,1.04226
130,1.04309
131,1.0424
132,1.04402
133,1.04325
134,1.04392
135,1.04283
136,1.04137
137,1.04137
138,1.04337
139,1.04119
140,1.0417
141,1.0417
142,1.0417
143,1.04139
144,1.04139
145,1.04286
146,1.04277
147,1.04183
148,1.04183
149,1.04133
150,1.04116
151,1.04051
152,1.04051
153,1.04051
154,1.03917
155,1.03973
156,1.04005
157,1.03991
158,1.0388
159,1.03749
160,1.03713
161,1.03565
162,1.03683
163,1.03449
164,1.03449
165,1.03568
166,1.03201
167,1.03201
168,1.03201
169,1.03399
170,1.034
171,1.03397
172,1.03468
173,1.03466
174,1.03633
175,1.03526
176,1.03448
177,1.03185
178,1.03386
179,1.03256
180,1.03256
181,1.03225
182,1.03195
183,1.03451
184,1.03451
185,1.03598
186,1.03598
187,1.03492
188,1.03429
189,1.03376
190,1.03376
191,1.03376
192,1.03527
193,1.03527
194,1.03338
195,1.03326
196,1.03326
197,1.03308
198,1.03308
199,1.03579
200,1.03097
201,1.03243
202,1.03097
203,1.03097
204,1.03037
205,1.03037
206,1.02769
207,1.02769
208,1.02576
209,1.02405
210,1.02405
211,1.02421
212,1.02421
213,1.02421
214,1.0242
215,1.02329
216,1.02469
217,1.02469
218,1.02387
219,1.02415
220,1.02415
221,1.02415
222,1.02484
223,1.0251
224,1.02598
225,1.02497
226,1.02497
227,1.02408
228,1.02408
229,1.02408
230,1.02466
231,1.02466
232,1.02466
233,1.02466
234,1.02466
235,1.02587
236,1.02587
237,1.02256
238,1.02565
239,1.02726
240,1.02728
241,1.02781
242,1.02766
243,1.02658
244,1.02645
245,1.02645
246,1.0278
247,1.0278
248,1.0302
249,1.02702
250,1.02671
251,1.02671
252,1.02713
253,1.02766
254,1.0289
255,1.02948
256,1.02988
257,1.03027
258,1.03194
259,1.03123
260,1.03123
261,1.03297
262,1.02946
263,1.02862
264,1.02862
265,1.02874
266,1.02728
267,1.02709
268,1.03027
269,1.02929
270,1.03034
271,1.03034
272,1.03017
