ReTr(L),ImTr(L)
0.564605,-0.736993
0.574699,-0.742689
0.585013,-0.736579
0.56655,-0.743939
0.559518,-0.752349
0.56503,-0.746501
0.566096,-0.746174
0.54091,-0.764777
0.545114,-0.75905
0.521719,-0.776646
0.492812,-0.791115
0.496827,-0.788159
0.49991,-0.783523
0.513746,-0.776444
0.513312,-0.773394
0.495591,-0.783034
0.490904,-0.788315
0.490904,-0.788315
0.487865,-0.789308
0.477297,-0.79955
0.460436,-0.812255
0.449962,-0.816425
0.42637,-0.828426
0.459435,-0.813431
0.43869,-0.82252
0.438006,-0.824556
0.446504,-0.811131
0.406094,-0.834291
0.379761,-0.842886
0.354868,-0.852434
0.343907,-0.860603
0.341288,-0.85983
0.337278,-0.863025
0.357001,-0.857783
0.338626,-0.863489
0.331253,-0.866038
0.348721,-0.859534
0.37764,-0.847243
0.360121,-0.853491
0.354527,-0.858316
0.354527,-0.858316
0.35985,-0.858291
0.347888,-0.863895
0.330417,-0.870035
0.334637,-0.864167
0.334637,-0.864167
0.350574,-0.854255
0.399974,-0.82886
0.395782,-0.838448
0.378063,-0.839184
0.390307,-0.835976
0.409556,-0.828465
0.385651,-0.844313
0.370503,-0.844302
0.381817,-0.84804
0.365274,-0.852175
0.35116,-0.854759
0.348204,-0.856638
0.348204,-0.856638
0.378611,-0.846696
0.357711,-0.855356
0.347644,-0.860959
0.347644,-0.860959
0.347644,-0.860959
0.380167,-0.844044
0.398286,-0.836654
0.387987,-0.842339
0.384225,-0.840919
0.370271,-0.850651
0.38639,-0.839414
0.392937,-0.833891
0.386852,-0.84421
0.366059,-0.850982
0.357331,-0.852966
0.357331,-0.852966
0.370555,-0.846046
0.370555,-0.846046
0.35389,-0.853286
0.345494,-0.859505
0.344477,-0.858749
0.357102,-0.853711
0.386495,-0.841996
0.399749,-0.831701
0.392705,-0.837573
0.392705,-0.837573
0.384899,-0.841249
0.384899,-0.841249
0.409888,-0.829503
0.40264,-0.829699
0.40264,-0.829699
0.400168,-0.834165
0.395402,-0.837209
0.406432,-0.827641
0.406432,-0.827641
0.442414,-0.814415
0.476801,-0.794229
0.480708,-0.789554
0.484814,-0.789646
0.499241,-0.784364
0.453468,-0.811218
0.453468,-0.811218
0.437206,-0.81722
0.481299,-0.791447
0.470513,-0.802092
0.477453,-0.791784
0.477453,-0.791784
0.46388,-0.804133
0.446019,-0.811946
0.446019,-0.811946
0.43099,-0.824065
0.419029,-0.819249
0.419029,-0.819249
0.412056,-0.822684
0.416932,-0.820183
0.399074,-0.834856
0.398794,-0.837689
0.398794,-0.837689
0.41699,-0.827673
0.422379,-0.818965
0.460614,-0.803085
0.460614,-0.803085
0.441856,-0.810078
0.441856,-0.810078
0.441856,-0.810078
0.441856,-0.810078
0.453136,-0.802963
0.447977,-0.807955
0.46054,-0.796694
0.461711,-0.79805
0.49462,-0.780183
0.508664,-0.76807
0.468475,-0.7938
0.493611,-0.780784
0.495378,-0.779528
0.478315,-0.781743
0.479769,-0.784802
0.479769,-0.784802
0.456345,-0.801662
0.423071,-0.81612
0.42756,-0.819353
0.42756,-0.819353
0.42756,-0.819353
0.409407,-0.827307
0.409407,-0.827307
0.415542,-0.830588
0.411151,-0.825535
0.417309,-0.825682
0.417309,-0.825682
0.40924,-0.82561
0.441763,-0.812644
0.417712,-0.826505
0.417712,-0.826505
0.417712,-0.826505
0.422695,-0.818681
0.411724,-0.816404
0.425959,-0.81802
0.425812,-0.813963
0.428584,-0.816771
0.406156,-0.828949
0.414253,-0.824314
0.432654,-0.815011
0.444729,-0.803621
0.474322,-0.787306
0.474322,-0.787306
0.488315,-0.780735
0.491601,-0.77724
0.491601,-0.77724
0.491601,-0.77724
0.47823,-0.788085
0.470687,-0.79264
0.479714,-0.785999
0.486057,-0.783471
0.488088,-0.78068
0.485959,-0.784173
0.498651,-0.775295
0.534426,-0.748263
0.511382,-0.765726
0.487187,-0.780465
0.524771,-0.758648
0.524771,-0.758648
0.5534,-0.735396
0.567426,-0.726831
0.581386,-0.716105
0.581386,-0.716105
0.587506,-0.71553
0.587506,-0.71553
0.623755,-0.677591
0.65306,-0.652374
0.667001,-0.636593
0.667001,-0.636593
0.667001,-0.636593
0.671056,-0.635111
0.671056,-0.635111
0.643907,-0.660069
0.636973,-0.665395
0.636973,-0.665395
0.635347,-0.667192
0.635347,-0.667192
0.627041,-0.674814
0.608094,-0.69175
0.617809,-0.679808
0.611196,-0.690781
0.611196,-0.690781
0.608662,-0.69087
0.608662,-0.69087
0.615639,-0.683356
0.615639,-0.683356
0.628068,-0.67187
0.637796,-0.665427
0.637796,-0.665427
0.628001,-0.672525
0.628001,-0.672525
0.647595,-0.656563
0.654575,-0.651281
0.631284,-0.669787
0.606385,-0.687303
0.606385,-0.687303
0.602402,-0.696466
0.62046,-0.680651
0.62046,-0.680651
0.62046,-0.680651
0.608876,-0.685536
0.631769,-0.670275
0.61229,-0.685835
0.615681,-0.684544
0.615681,-0.684544
0.620672,-0.674389
0.620672,-0.674389
0.620672,-0.674389
0.619609,-0.67104
0.619609,-0.67104
0.619609,-0.67104
0.619609,-0.67104
0.619609,-0.67104
0.606631,-0.683697
0.606631,-0.683697
0.616505,-0.677855
0.604491,-0.69172
0.585659,-0.709779
0.59657,-0.698703
0.597944,-0.696601
0.635217,-0.661874
0.668661,-0.629365
0.679951,-0.619245
0.679951,-0.619245
0.668099,-0.632528
0.668099,-0.632528
0.678157,-0.622085
0.659168,-0.645196
0.625138,-0.680855
0.625138,-0.680855
0.661532,-0.637726
0.680682,-0.622753
0.670899,-0.627821
0.668544,-0.632351
0.667656,-0.633989
0.67176,-0.631648
0.683558,-0.619645
0.673684,-0.631334
0.673684,-0.631334
0.679009,-0.625171
0.661941,-0.631971
0.676424,-0.61884
0.68719,-0.612278
0.673549,-0.625119
0.697357,-0.606472
0.713179,-0.578236
0.674159,-0.620675
0.695538,-0.603061
0.688617,-0.618604
0.688617,-0.618604
0.68635,-0.623185
0.673346,-0.634006
0.694116,-0.606406
0.694116,-0.606406
0.699476,-0.597801
0.698621,-0.597489
0.70688,-0.590006
0.70688,-0.590006
0.709279,-0.584797
0.70391,-0.58953
0.70164,-0.590469
0.710521,-0.58473
0.705899,-0.584677
0.700608,-0.587795
0.704001,-0.590126
0.704001,-0.590126
0.704001,-0.590126
0.704001,-0.590126
0.704001,-0.590126
0.684046,-0.612319
0.66733,-0.636702
0.68513,-0.617191
0.68513,-0.617191
0.68808,-0.612112
0.68808,-0.612112
0.675647,-0.627154
0.675647,-0.627154
0.675647,-0.627154
0.70378,-0.598261
0.70378,-0.598261
0.715047,-0.585668
0.715047,-0.585668
0.721579,-0.572225
0.71702,-0.577773
0.744014,-0.541482
0.744014,-0.541482
0.749959,-0.540486
0.729461,-0.562974
0.715655,-0.575074
0.699788,-0.593111
0.7067,-0.589975
0.7067,-0.589975
0.673068,-0.629029
0.679351,-0.621753
0.681941,-0.620152
0.681462,-0.619046
0.69347,-0.604961
0.67419,-0.62937
0.67419,-0.62937
0.668678,-0.629516
0.672459,-0.629401
0.694556,-0.603283
0.70205,-0.589507
0.689099,-0.604067
0.694821,-0.602768
0.693403,-0.600004
0.69328,-0.600691
0.721539,-0.57068
0.716206,-0.582137
0.716206,-0.582137
0.696481,-0.607289
0.696481,-0.607289
0.701307,-0.597485
0.743197,-0.550181
0.743197,-0.550181
0.743197,-0.550181
0.743197,-0.550181
0.743197,-0.550181
0.725465,-0.567001
0.725465,-0.567001
0.715539,-0.577194
0.703604,-0.591054
0.703604,-0.591054
0.703604,-0.591054
0.703604,-0.591054
0.703604,-0.591054
0.703604,-0.591054
0.69618,-0.597584
0.701994,-0.596498
0.701834,-0.598299
0.701834,-0.598299
0.701834,-0.598299
0.691828,-0.612705
0.691828,-0.612705
0.693425,-0.607356
0.681711,-0.619393
0.670136,-0.627448
0.649021,-0.651914
0.674675,-0.62501
0.671637,-0.62726
0.67469,-0.629315
0.659482,-0.64346
0.659482,-0.64346
0.660184,-0.641217
0.631129,-0.672087
0.63264,-0.672619
0.641111,-0.657326
0.622581,-0.682195
0.601386,-0.702925
0.601386,-0.702925
0.624255,-0.683699
0.604399,-0.692231
0.620961,-0.684394
0.610479,-0.688275
0.616552,-0.681131
0.616552,-0.681131
0.624249,-0.671521
0.621884,-0.675196
0.621884,-0.675196
0.633077,-0.664886
0.623239,-0.675395
0.642056,-0.659824
0.642056,-0.659824
0.642056,-0.659824
0.64439,-0.655868
0.67323,-0.627884
0.652088,-0.646581
0.658895,-0.6381
0.658895,-0.6381
0.658895,-0.6381
0.671188,-0.6343
0.650455,-0.651306
0.650455,-0.651306
0.648576,-0.654444
0.626965,-0.677501
0.647938,-0.654208
0.661934,-0.641696
0.661934,-0.641696
0.661934,-0.641696
0.661197,-0.63303
0.660312,-0.641646
0.662565,-0.639768
0.691015,-0.607651
0.678234,-0.615961
0.683822,-0.616819
0.683822,-0.616819
0.693702,-0.605304
0.675554,-0.624877
0.707692,-0.593134
0.707692,-0.593134
0.707692,-0.593134
