t,N_f,N_g
10,152,2432
20,152,2432
30,76,1216
40,76,1216
50,40,640
60,40,640
70,40,640
80,40,640
90,40,640
100,40,640
110,38,608
120,38,608
130,38,608
140,38,608
150,38,608
160,36,576
170,36,576
180,36,576
190,36,576
200,36,576
210,36,576
220,36,576
230,36,576
240,36,576
250,36,576
260,36,576
270,36,576
280,36,576
290,36,576
300,36,576
310,36,576
320,36,576
330,36,576
340,36,576
350,36,576
360,36,576
370,36,576
380,36,576
390,36,576
400,36,576
410,36,576
420,36,576
430,36,576
440,36,576
450,36,576
460,36,576
470,36,576
480,36,576
490,36,576
500,36,576
510,36,576
520,36,576
530,36,576
540,36,576
550,36,576
560,36,576
570,36,576
580,36,576
590,36,576
600,36,576
610,36,576
620,36,576
630,36,576
640,36,576
650,36,576
660,36,576
670,36,576
680,36,576
690,36,576
700,36,576
710,36,576
720,36,576
730,36,576
740,36,576
750,36,576
760,36,576
770,36,576
780,36,576
790,36,576
800,36,576
810,36,576
820,36,576
830,36,576
840,36,576
850,36,576
860,36,576
870,36,576
880,36,576
890,36,576
900,36,576
910,36,576
920,36,576
930,36,576
940,36,576
950,36,576
960,36,576
970,36,576
980,36,576
990,36,576
1000,36,576
1010,36,576
1020,36,576
1030,36,576
1040,36,576
1050,36,576
1060,36,576
1070,36,576
1080,36,576
1090,36,576
1100,36,576
1110,36,576
1120,36,576
1130,36,576
1140,36,576
1150,36,576
1160,36,576
1170,36,576
1180,36,576
1190,36,576
1200,36,576
1210,36,576
