MDTU,susyTrans,Im(bilin)
10,0.00265789,0.00159997
20,7.50792e-05,-0.000746376
30,0.00100772,0.00151812
40,0.00240586,-0.0016877
50,-0.00162061,0.000396643
60,-0.00102177,0.00150218
70,0.00163344,7.77762e-05
80,0.000596236,0.000338993
90,0.00360996,0.000547099
100,-0.00193407,-0.00117058
110,-0.00322524,0.000701027
120,0.00168277,-0.000100641
130,0.00380399,-0.00151229
140,0.00536211,-0.000255957
150,0.00181375,0.00225534
160,-0.00124366,-0.000586796
170,-0.00143388,-0.000199883
180,0.00165802,0.000962527
190,0.000371308,-0.000601291
200,0.00333463,-0.00119056
210,-0.00155289,0.000442018
220,-0.00264711,0.000255729
230,0.000106093,0.000925897
240,0.00078738,-0.00118364
250,0.00115217,-0.00110344
260,-0.000242956,0.00116168
270,0.000128119,0.00112959
280,-0.00108839,0.000843089
290,-0.00206093,0.000192435
300,-0.00309087,0.00113789
310,0.00118889,-0.00120568
320,-0.00185783,-0.00105773
330,-0.000867317,0.000247884
340,-0.00116768,-0.000198297
350,-0.00125471,0.000209244
360,0.00137028,-0.000261604
370,0.00129859,-0.00148945
380,-0.00062711,-0.000256094
390,-0.0035932,0.00126474
400,-0.00135335,0.00103373
410,-0.00295509,-0.00137297
420,0.00266574,-0.000734426
430,-7.07868e-05,-0.00145218
440,-0.0019461,-0.0004724
450,-0.00216232,0.00128182
460,-0.00526962,0.000376872
470,0.000886931,-0.000902325
480,-0.00157896,0.000514605
490,-0.000252008,-0.00134802
500,0.000137097,0.000257761
510,0.00150388,-0.000344528
520,0.00221496,-0.000579828
530,0.00122801,0.000153887
540,0.00226599,0.0011036
550,-0.00341678,-0.00048269
560,0.00201607,0.00122704
570,-0.00171759,0.000292104
580,-0.00485744,-2.18461e-05
590,-0.000371127,0.000487399
600,-0.00269697,0.002098
610,-0.000366781,0.000535365
620,-0.000322629,-0.000156476
630,0.00293227,-0.000434379
640,-0.00270404,0.000267565
650,0.000468186,-0.00109505
660,0.00023391,7.53838e-05
670,0.00179372,0.000225461
680,-0.00119928,-0.0012324
690,-0.00129514,0.000671436
700,-0.00408651,0.000778537
710,-0.0024829,0.00020712
720,-0.00324943,-0.000810345
730,-0.0026954,0.00122919
740,-0.00168543,0.000555431
750,0.00404586,-0.000774435
760,-0.00436224,7.38817e-05
770,-0.00432701,-0.00123326
780,-0.00327706,-0.000753078
790,-0.000843579,-0.00116431
800,-0.00445523,-0.0011213
810,-0.00288376,0.000426535
820,0.00151891,7.47589e-05
830,-0.00242359,0.000639277
840,-0.000278386,-0.0001466
850,0.00211084,0.000218398
860,-0.00111756,-0.000378211
870,0.000724309,5.53729e-05
880,0.000358182,-0.000635151
890,0.00367744,-0.000591197
900,-0.00242724,0.000795037
910,-0.00198586,-0.000913643
920,-0.00270794,0.000923987
930,0.00166918,0.000157096
940,-0.000362617,-0.000144246
950,-0.000561475,0.00109236
960,-0.000296011,-0.000190958
970,0.00141737,0.00204487
980,-0.00157872,-0.000649078
990,-0.000814068,-0.000777021
1000,-0.00293749,-0.00123344
1010,0.00231977,-0.000758561
1020,0.00149703,-0.000412366
1030,-0.00409565,0.0010554
1040,0.000808311,-0.000496347
1050,-0.00152371,0.000467571
1060,-0.00116687,7.33093e-06
1070,0.00194242,-0.000699595
1080,-0.00163225,0.000208654
1090,-0.000889801,0.00120881
1100,0.000699085,-1.20421e-05
1110,-0.000920562,-0.000587823
1120,-0.00296919,0.000932757
1130,0.00188789,0.00144526
1140,0.00271771,0.000446238
1150,-0.000732561,-0.000660931
1160,-0.000132894,-0.0014641
1170,-7.93437e-05,0.000255973
1180,-0.00232095,0.000210515
1190,-0.00402212,-0.00016448
1200,0.00209361,0.00206833
1210,0.00285765,-0.000103606
1220,0.00215262,-0.000417829
1230,-0.00269416,0.000647902
1240,-0.000575384,0.000517404
1250,0.00121455,-0.000891036
1260,-0.00183842,-0.00152563
