t,G,F1,F2,F3
1,0.003401,0.003619,null,null
2,0.002932,0.003415,null,null
3,0.002933,0.003412,null,null
4,0.002935,0.003407,null,null
5,0.002936,0.003404,null,null
6,0.002942,0.003403,null,null
7,0.002944,0.003396,null,null
8,0.002944,0.003388,null,null
9,0.002948,0.00339,null,null
10,0.002949,0.003386,null,null
11,0.005903,0.006761,null,null
12,0.005906,0.006765,null,null
13,0.005918,0.006757,null,null
14,0.005905,0.006762,null,null
15,0.005908,0.006755,null,null
16,0.005916,0.006753,null,null
17,0.005913,0.006748,null,null
18,0.005919,0.006747,null,null
19,0.00593,0.006737,null,null
20,0.005924,0.006733,null,null
21,0.01187,0.01348,null,null
22,0.01185,0.01348,null,null
23,0.01186,0.01347,null,null
24,0.01186,0.01347,null,null
25,0.01187,0.01347,null,null
26,0.01186,0.01346,null,null
27,0.01188,0.01345,null,null
28,0.01188,0.01344,null,null
29,0.01189,0.01344,null,null
30,0.0119,0.01344,null,null
31,0.01189,0.01344,null,null
32,0.01189,0.01343,null,null
33,0.01188,0.01344,null,null
34,0.0119,0.01344,null,null
35,0.01187,0.01344,null,null
36,0.01189,0.01345,null,null
37,0.01188,0.01343,null,null
38,0.01189,0.01344,null,null
39,0.0119,0.01344,null,null
40,0.01188,0.01344,null,null
41,0.01188,0.01342,null,null
42,0.01192,0.01342,null,null
43,0.01191,0.01342,null,null
44,0.01189,0.01341,null,null
45,0.0119,0.01342,null,null
46,0.01189,0.01341,null,null
47,0.01192,0.01342,null,null
48,0.01191,0.01341,null,null
49,0.01191,0.0134,null,null
50,0.01191,0.01339,null,null
51,0.0119,0.01341,null,null
52,0.01192,0.01339,null,null
53,0.01192,0.0134,null,null
54,0.01194,0.0134,null,null
55,0.01193,0.01336,null,null
56,0.01194,0.01336,null,null
57,0.01194,0.01336,null,null
58,0.01194,0.01336,null,null
59,0.01198,0.01336,null,null
60,0.01196,0.01335,null,null
61,0.01196,0.01335,null,null
62,0.01197,0.01334,null,null
63,0.01196,0.01333,null,null
64,0.01197,0.01334,null,null
65,0.01198,0.01333,null,null
66,0.01196,0.01332,null,null
67,0.01198,0.01331,null,null
68,0.01197,0.01331,null,null
69,0.01197,0.0133,null,null
70,0.01198,0.01331,null,null
71,0.01199,0.0133,null,null
72,0.01199,0.0133,null,null
73,0.01199,0.0133,null,null
74,0.012,0.01329,null,null
75,0.01201,0.01329,null,null
76,0.01199,0.01329,null,null
77,0.01201,0.01329,null,null
78,0.012,0.01329,null,null
79,0.012,0.0133,null,null
80,0.01201,0.01329,null,null
81,0.01199,0.01328,null,null
82,0.012,0.01328,null,null
83,0.012,0.01328,null,null
84,0.01201,0.01326,null,null
85,0.01202,0.01327,null,null
86,0.01201,0.01326,null,null
87,0.01202,0.01328,null,null
88,0.01201,0.01328,null,null
89,0.01204,0.01328,null,null
90,0.01203,0.01324,null,null
91,0.01204,0.01324,null,null
92,0.01203,0.01323,null,null
93,0.01205,0.01324,null,null
94,0.01204,0.01322,null,null
95,0.01204,0.01323,null,null
96,0.01205,0.01323,null,null
97,0.01206,0.01322,null,null
98,0.01205,0.01323,null,null
99,0.01205,0.01323,null,null
100,0.01206,0.01321,null,null
101,0.01206,0.01322,null,null
102,0.01205,0.01321,null,null
103,0.01207,0.01321,null,null
104,0.01204,0.01321,null,null
105,0.01205,0.01321,null,null
