t,deltaS
1,-1.74
2,0.04913
3,0.07494
4,0.04346
5,0.1497
6,0.1199
7,0.1398
8,0.003752
9,0.05411
10,0.1113
11,0.122
12,0.4799
13,0.3183
14,-0.07286
15,0.05877
16,0.184
17,0.07732
18,0.2602
19,0.4065
20,0.06717
21,2.391
22,0.7165
23,1.739
24,2.275
25,1.651
26,0.3847
27,0.4354
28,1.606
29,1.765
30,1.648
31,2.461
32,1.19
33,1.385
34,1.927
35,0.7129
36,2.342
37,0.6543
38,2.273
39,1.789
40,0.2863
41,1.277
42,2.531
43,2.029
44,0.2197
45,1.462
46,-0.2186
47,1.011
48,1.069
49,1.135
50,0.4686
51,0.9401
52,2.063
53,2.064
54,2.32
55,-0.2032
56,0.2906
57,1.658
58,0.455
59,1.976
60,0.5728
61,0.8746
62,1.296
63,1.335
64,1.668
65,1.386
66,0.7635
67,-0.2081
68,-0.04606
69,0.1601
70,0.6003
71,0.6501
72,1.561
73,0.7003
74,1.257
75,0.9747
76,1.858
77,1.438
78,2.117
79,0.5767
80,0.1664
81,-0.2772
82,0.3415
83,-0.5482
84,1.167
85,0.9388
86,0.2507
87,0.6093
88,0.9084
89,2.1
90,0.507
91,1.184
92,0.9698
93,0.9929
94,0.6184
95,0.203
96,0.2326
97,0.5437
98,1.319
99,0.4374
100,0.1829
101,0.6512
102,0.3567
103,1.598
104,0.2667
105,0.694
106,0.2331
107,0.1192
108,0.2294
109,-0.3534
110,-0.195
111,1.549
112,0.04904
113,-0.2667
114,0.3413
115,-0.6395
116,1.091
117,0.2764
118,2.388
119,1.451
120,2.346
121,0.2427
122,-0.5722
123,0.4103
124,0.988
125,-0.0837
126,0.53
127,1.059
128,1.57
129,2.341
130,1.686
131,0.3861
132,1.836
133,1.71
134,-0.2219
135,1.396
136,2.053
137,0.8056
138,0.686
139,-0.05816
140,-0.3666
141,0.1119
142,0.2444
143,0.9367
144,0.7015
145,1.379
146,1.94
147,0.4797
148,-0.001051
149,1.854
150,0.9238
151,0.8649
152,0.524
153,0.6453
154,0.2715
155,0.5464
156,1.361
157,0.8493
158,-0.3917
159,0.9469
160,0.8351
161,0.6587
162,0.5703
163,0.6643
164,0.3356
165,1.303
166,1.345
167,0.8226
168,1.72
169,1.267
170,0.6519
171,0.9242
172,1.182
173,1.469
174,1.875
175,2.489
176,0.4064
177,0.6302
178,0.5192
179,1.225
180,1.387
181,1.792
182,1.197
183,-0.0941
184,-0.4491
185,-0.1038
186,1.794
187,0.8585
188,1.622
189,0.2997
190,1.766
191,0.4615
192,-0.5006
193,1.107
194,1.189
195,1.717
196,-0.7089
197,2.316
198,-0.2242
199,-0.1087
200,-0.5065
201,-0.4624
202,0.7398
203,0.7167
204,1.115
205,-0.587
206,0.5233
207,2.117
208,1.173
209,0.4156
210,0.09393
211,-0.04567
212,0.5092
213,0.249
214,0.4966
215,-0.1915
216,1.101
217,0.2939
218,1.723
219,0.3049
220,2.036
221,-0.5371
222,0.7591
223,1.764
224,0.9385
225,0.04696
226,0.09972
227,-1.57
228,-0.1781
229,-0.28
230,-0.4514
231,0.5409
232,-0.1508
233,0.4132
234,1.217
235,0.9294
236,0.8247
237,-0.03629
238,1.282
239,0.3992
240,0.654
241,-0.06379
242,0.3091
243,0.1819
244,0.8158
245,-0.85
246,0.7955
247,0.05273
248,0.8546
249,0.5997
250,1.062
251,0.6466
252,-0.872
253,0.5853
254,2.639
255,0.05196
256,0.8111
257,1.078
258,0.5162
259,1.035
260,1.971
261,0.05749
262,0.1489
263,0.4902
264,0.6637
265,1.667
266,-0.3841
267,1.247
268,0.8041
269,0.5837
270,-0.6581
271,0.8965
272,0.04425
273,-1.201
274,0.8274
275,0.4757
276,-0.07813
277,0.6991
278,0.6709
279,1.205
280,-1.077
281,0.3172
282,0.02535
283,-0.189
284,-0.01118
285,0.5854
286,1.462
287,-0.2723
288,0.8646
289,1.545
290,0.4011
291,2.219
292,1.257
293,1.561
294,0.492
295,0.4286
296,0.8967
297,0.05003
298,0.8068
299,1.353
300,0.1342
301,-0.2489
302,-0.067
303,-0.5839
304,0.81
305,1.372
306,1.313
307,0.3896
308,0.1149
309,0.6356
310,1.431
311,0.3458
312,-0.1599
313,1.21
314,0.04328
315,0.1854
316,-0.484
317,-0.3781
318,0.6274
319,0.4642
320,0.07034
321,0.7323
322,0.9008
323,0.3786
324,-0.2985
325,1.093
326,-0.4895
327,1.978
328,0.4061
329,-0.2288
330,0.8481
331,-1.315
332,0.6067
333,-0.1765
334,0.002674
335,-0.1974
336,1.373
337,1.214
338,0.0903
339,-0.3405
340,0.9131
341,1.025
342,1.248
343,1.441
344,1.815
345,0.935
346,1.356
347,-0.3726
348,1.626
349,1.496
350,0.2663
351,0.5668
352,0.4312
353,0.2382
354,1.25
355,1.178
356,-0.103
357,1.777
358,0.9103
359,0.4184
360,-0.1761
361,0.6804
362,1.012
363,-0.3104
364,-0.5838
365,0.7369
366,0.6839
367,-0.6668
368,0.458
369,-0.08726
370,1.532
371,0.6201
372,0.6535
373,0.7169
374,0.4512
375,0.716
376,0.3255
377,0.9377
378,1.259
379,0.4061
380,1.326
381,-0.1025
382,-0.4988
383,-0.3381
384,-0.1577
385,0.6056
386,0.9214
387,0.244
388,-0.03738
389,-0.03928
390,1.179
391,1.053
392,-0.8516
393,0.395
394,0.3905
395,-0.4504
396,0.8007
397,0.9355
398,0.9323
399,0.4204
400,0.3732
401,0.701
402,2.122
403,0.06649
404,0.6448
405,0.7888
406,0.1388
407,-0.0104
408,0.5417
409,-0.3816
410,1.105
411,0.4245
412,0.8058
413,-0.1395
414,-0.3902
415,0.002909
416,0.9801
417,-0.6699
418,-1.81
419,-0.02299
420,-0.6444
421,1.241
422,-0.07495
423,1.473
424,0.7698
425,0.5506
426,0.6978
427,0.6482
428,-0.9009
429,-0.1357
430,-0.511
431,0.8561
432,0.7735
433,0.07751
434,1.043
435,0.5008
436,0.03476
437,-0.2785
438,0.3091
439,0.2892
440,0.04169
441,-0.5783
442,1.083
443,0.557
444,-0.4836
445,1.27
446,-0.02164
447,0.1172
448,1.592
449,0.923
450,1.85
451,0.8244
452,-0.6358
453,0.6002
454,0.9211
455,0.05388
456,0.07557
457,-0.124
458,0.9292
459,-0.5221
460,0.7406
461,0.7576
462,0.2261
463,0.5634
464,-0.2045
465,0.5912
466,-0.2318
467,-0.8497
468,0.3819
469,1.433
470,0.03703
471,0.2744
472,-0.4151
473,1.783
474,1.109
475,-0.1461
476,0.7966
477,1.475
478,-0.4498
479,1.395
480,1.557
481,-0.462
482,0.07099
483,1.058
484,0.4481
485,0.5042
486,0.6927
487,0.3731
488,0.842
489,-1.035
490,0.2525
491,-0.601
492,0.4168
493,0.6891
494,0.2111
495,2.623
496,-0.1641
497,1.161
498,1.128
499,1.071
500,-1.889
501,-0.1579
502,-0.3388
503,-0.3726
504,0.9556
505,-0.4441
506,1.18
507,0.138
508,-0.08234
509,0.488
510,0.5662
511,0.3791
512,0.176
513,2.533
514,0.5695
515,0.4881
516,0.4893
517,1.725
518,-0.2509
519,-0.881
520,0.0907
521,0.7833
522,0.5047
523,-0.1415
524,0.4408
525,-0.1157
526,0.04069
527,0.9488
528,0.2723
529,0.1983
530,0.6591
531,0.9354
532,0.2423
533,0.3879
534,0.5924
535,0.09375
536,-0.005401
537,-0.3534
538,1.081
539,-0.2358
540,0.7858
541,-0.9902
542,0.4539
543,0.8049
544,0.5986
545,0.5436
546,-0.8308
547,0.3497
548,0.6766
549,1.438
550,0.1462
551,0.2864
552,1.037
553,0.165
554,0.1332
555,0.7415
556,0.02092
557,-0.2476
558,-0.1492
559,1.036
560,0.4141
561,0.3382
562,-1.098
563,1.474
564,-0.7824
565,-0.2668
566,-0.03066
567,0.5882
568,-0.1736
569,1.262
570,0.2553
571,0.7934
572,0.064
573,-0.2157
574,0.9291
575,1.726
576,1.415
577,-0.3361
578,-0.05667
579,0.3093
580,0.3064
581,0.3864
582,-0.865
583,-0.01362
584,-0.9898
585,0.5138
586,1.895
587,-0.6393
588,0.4069
589,1.353
590,1.947
591,0.453
592,0.3309
593,1.443
594,0.3047
595,0.05453
596,-0.3617
597,0.9912
598,-0.09884
599,1.124
600,0.3371
601,-0.02939
602,-0.1458
603,-0.237
604,-0.5495
605,1.312
606,1.123
607,-0.2217
608,-1.211
609,0.4916
610,0.6911
611,0.7825
612,1.658
613,0.4336
614,1.067
615,0.5878
616,0.5054
617,-0.7924
618,0.5333
619,-0.03799
620,-0.5629
621,0.7599
622,-0.01265
623,-0.4296
624,0.331
625,-0.9954
626,0.3756
627,0.1286
628,0.3649
629,1.202
630,-1.061
631,1.365
632,0.974
633,-0.07373
634,0.421
635,0.01154
636,1.355
637,-0.5687
638,-0.7629
639,-0.258
640,1.222
641,0.4446
642,0.8547
643,0.1774
644,0.2587
645,0.01596
646,-1.424
647,-0.6271
648,0.4286
649,0.9578
650,-0.2273
651,1.58
652,0.2376
653,-0.005079
654,0.7429
655,0.4952
656,-0.5774
657,-0.08827
658,0.08601
659,0.3068
660,-0.5405
661,-0.5792
662,0.4628
663,1.137
664,0.5488
665,-0.6432
666,0.4774
667,-0.2231
668,1.005
669,0.9061
670,0.4536
671,-0.4904
672,1.444
673,-0.3003
674,0.7356
675,-0.1848
676,0.1777
677,0.1573
678,1.141
679,0.2696
680,1.542
681,-0.1451
682,1.177
683,0.7026
684,0.856
685,-0.2587
686,0.2859
687,-0.4524
688,0.1847
689,0.4232
690,-0.124
691,-0.2312
692,0.07653
693,0.412
694,0.3249
695,-0.2964
696,0.03707
697,0.8105
698,-0.5928
699,0.9536
700,0.9251
701,0.3746
702,-1.263
703,1.731
704,-1.455
705,1.104
706,1.133
707,0.9064
708,0.1326
709,-0.6419
710,0.1793
711,-0.3449
712,-0.1832
713,0.09568
714,-1.326
715,0.6543
716,-0.1401
717,1.933
718,0.5583
719,-0.5072
720,0.2699
721,1.044
722,-0.7707
723,-0.05974
724,0.05091
725,0.07271
726,0.1718
727,-0.6091
728,0.1216
729,0.2836
730,0.3947
731,-1.087
732,0.3892
733,0.8428
734,-0.01039
735,0.2136
736,1.155
737,1.424
738,0.2635
739,0.8873
740,0.1864
741,0.5462
742,-0.1328
743,1.173
744,0.2871
745,0.4181
746,-0.3186
747,-0.6499
748,-0.4944
749,-0.291
750,1.097
751,0.1622
752,0.5107
753,0.2558
754,0.1106
755,-0.6167
756,-0.4152
757,-0.242
758,-0.8986
759,1.289
760,-0.7645
761,0.0602
762,-1.173
763,-0.08324
764,0.3286
765,0.9875
766,0.461
767,-0.1964
768,0.114
769,1.014
770,0.761
771,-0.4509
772,0.4541
773,-0.6258
774,-0.5001
775,0.9043
776,0.7532
777,0.9139
778,0.3073
779,0.3375
780,0.3115
781,0.497
782,-0.7228
783,0.3192
784,0.5193
785,0.3727
786,0.8008
787,-0.4868
788,0.1456
789,0.6708
790,0.7323
791,0.1066
792,-0.03407
793,-1.274
794,0.2605
795,0.233
796,0.345
797,-0.796
798,-0.1029
799,0.4907
800,0.7253
801,0.4194
802,0.9491
803,0.4602
804,1.43
805,-0.09827
806,0.2309
807,1.038
808,0.08732
809,0.6724
810,0.8749
811,0.4511
812,0.07084
813,0.2326
814,-1.97
815,0.092
816,-0.7614
817,-1.036
818,-0.3714
819,0.4857
820,1.434
821,0.07691
822,0.5691
823,0.2283
824,0.5456
825,0.5739
826,-0.09882
827,0.3666
828,0.559
829,0.4286
830,0.7189
831,1.613
832,-0.01526
833,-0.8826
834,1.264
835,-0.1566
836,0.3126
837,0.4373
838,0.6654
839,-0.6922
840,0.1832
841,0.2346
842,0.3516
843,0.5639
844,0.1037
845,-0.538
846,-0.6299
847,1.277
848,0.04432
849,-0.5336
850,0.02295
851,1.056
852,-0.08565
853,-0.03541
854,-0.09068
855,0.4376
856,-0.5774
857,1.806
858,-0.2989
859,0.1171
860,0.1421
861,-0.06406
862,0.5851
863,0.08708
864,1.642
865,0.055
866,-0.01332
867,-0.173
868,0.1958
869,0.3521
870,-0.5187
871,0.3247
872,-0.3215
873,0.2199
874,-0.03988
875,0.789
876,0.8009
877,-0.3399
878,-0.1983
879,0.5818
880,0.7805
881,-0.5149
882,1.203
883,0.8918
884,0.3258
885,-1.045
886,2.39
887,-0.06145
888,1.146
889,0.3155
890,-0.2233
891,0.672
892,0.2234
893,1.972
894,-0.2172
895,0.5252
896,0.3101
897,0.2151
898,1.487
899,-1.605
900,0.3385
901,0.2173
902,-1.029
903,0.145
904,1.114
905,-0.03705
906,-0.6692
907,0.2093
908,-1.287
909,0.4561
910,-0.4792
911,1.689
912,0.04408
913,-0.6285
914,-0.1773
915,0.751
916,0.3071
917,-0.6751
918,0.6163
919,-0.2113
920,0.3574
921,-0.03181
922,0.9083
923,0.1445
924,1.19
925,-0.6799
926,-0.9573
927,-0.1869
928,1.821
929,0.6777
930,0.3531
931,0.02718
932,-0.3647
933,1.505
934,0.1906
935,0.4563
936,-0.1257
937,0.9963
938,0.7598
939,1.729
940,-0.2223
941,0.2936
942,0.455
943,1.004
944,-0.1934
945,0.9782
946,0.5695
947,0.2733
948,0.7198
949,-0.2866
950,0.05314
951,0.5436
952,1.983
953,2.157
954,1.078
955,0.4721
956,-1.631
957,-0.2739
958,-0.5453
959,-0.3288
960,-0.2979
961,0.4317
962,0.5399
963,-0.9515
964,0.5224
965,0.8352
966,0.7263
967,-0.4565
968,-0.2768
969,0.605
970,0.02147
971,-0.04473
972,0.1324
973,0.5164
974,1.458
975,-0.4329
976,-0.06087
977,1.012
978,-0.5603
979,-0.0008906
980,-0.3919
981,0.3566
982,-0.1958
983,0.6748
984,0.6276
985,0.6459
986,1.139
987,1.19
988,-0.2819
989,0.9687
990,-0.02604
991,0.3068
992,0.6102
993,-0.6116
994,-1.302
995,0.5336
996,0.222
997,0.9226
998,-0.1111
999,1.676
1000,0.3853
1001,0.8897
1002,1.56
1003,-1.215
1004,-1.477
1005,0.1141
1006,0.5106
1007,1.455
1008,0.8734
1009,0.712
1010,0.5758
1011,-0.05829
1012,-0.3853
1013,0.8147
1014,-0.1616
1015,-1.198
1016,0.5106
1017,0.7908
1018,0.5575
1019,0.705
1020,0.9088
1021,0.2608
1022,-0.1264
1023,-0.362
1024,-0.4183
1025,0.8137
1026,0.0407
1027,1.184
1028,1.349
1029,-0.6154
1030,-0.029
1031,0.1622
1032,-0.9537
1033,-0.504
1034,-0.1693
1035,0.1062
1036,0.07238
1037,0.5929
1038,-0.2136
1039,-0.02524
1040,-1.194
1041,0.2228
1042,0.7122
1043,-0.1981
1044,-1.154
