t,G,F1,F2,F3
1,0.00477,0.006389,null,null
2,0.004318,0.006154,null,null
3,0.004319,0.006148,null,null
4,0.004326,0.006152,null,null
5,0.004317,0.006149,null,null
6,0.004323,0.006151,null,null
7,0.004326,0.006133,null,null
8,0.004326,0.006129,null,null
9,0.004336,0.006127,null,null
10,0.004334,0.006117,null,null
11,0.004346,0.006118,null,null
12,0.004341,0.006106,null,null
13,0.004348,0.00611,null,null
14,0.004353,0.006096,null,null
15,0.004354,0.006087,null,null
16,0.004363,0.006087,null,null
17,0.00436,0.006074,null,null
18,0.004365,0.006078,null,null
19,0.004363,0.006062,null,null
20,0.004362,0.006066,null,null
21,0.009725,0.01349,null,null
22,0.009719,0.01347,null,null
23,0.009726,0.01348,null,null
24,0.009719,0.01347,null,null
25,0.009702,0.01346,null,null
26,0.009742,0.01347,null,null
27,0.00973,0.01347,null,null
28,0.009736,0.01347,null,null
29,0.009734,0.01347,null,null
30,0.009728,0.01346,null,null
31,0.009747,0.01345,null,null
32,0.009739,0.01343,null,null
33,0.009749,0.01342,null,null
34,0.009752,0.01341,null,null
35,0.009747,0.01342,null,null
36,0.009754,0.01341,null,null
37,0.009755,0.0134,null,null
38,0.009759,0.0134,null,null
39,0.009767,0.01339,null,null
40,0.009764,0.01339,null,null
41,0.009763,0.01338,null,null
42,0.009772,0.01339,null,null
43,0.009763,0.01339,null,null
44,0.009771,0.01339,null,null
45,0.009788,0.01337,null,null
46,0.009794,0.01335,null,null
47,0.00978,0.01337,null,null
48,0.009795,0.01336,null,null
49,0.009786,0.01335,null,null
50,0.009803,0.01335,null,null
51,0.009794,0.01332,null,null
52,0.009823,0.01332,null,null
53,0.009803,0.01331,null,null
54,0.009821,0.01331,null,null
55,0.009825,0.0133,null,null
56,0.009827,0.01329,null,null
57,0.009825,0.01329,null,null
58,0.009836,0.01327,null,null
59,0.009825,0.01329,null,null
60,0.009823,0.01329,null,null
61,0.009832,0.01329,null,null
62,0.009831,0.01328,null,null
63,0.009825,0.01329,null,null
64,0.009826,0.01328,null,null
65,0.009845,0.01328,null,null
66,0.009855,0.01328,null,null
67,0.009863,0.01324,null,null
68,0.00987,0.01322,null,null
69,0.009871,0.01323,null,null
70,0.009881,0.01323,null,null
71,0.009876,0.01323,null,null
72,0.00987,0.01322,null,null
73,0.009882,0.0132,null,null
74,0.009868,0.0132,null,null
75,0.009894,0.01321,null,null
76,0.009901,0.01321,null,null
77,0.009901,0.01318,null,null
78,0.009908,0.01317,null,null
79,0.009915,0.01317,null,null
80,0.009925,0.01316,null,null
81,0.00993,0.01315,null,null
82,0.009923,0.01315,null,null
83,0.00992,0.01314,null,null
84,0.009925,0.01314,null,null
85,0.009929,0.01313,null,null
86,0.009933,0.01313,null,null
87,0.009955,0.01313,null,null
88,0.009926,0.01312,null,null
89,0.009933,0.01312,null,null
90,0.009927,0.01312,null,null
91,0.009934,0.01311,null,null
92,0.009947,0.01313,null,null
93,0.009942,0.0131,null,null
94,0.009941,0.01311,null,null
95,0.009962,0.0131,null,null
96,0.009941,0.01311,null,null
97,0.009948,0.0131,null,null
98,0.009959,0.01309,null,null
99,0.009959,0.01309,null,null
100,0.009954,0.01309,null,null
101,0.009954,0.01308,null,null
102,0.009959,0.01309,null,null
103,0.00996,0.0131,null,null
104,0.009972,0.01308,null,null
105,0.009961,0.01308,null,null
106,0.009968,0.01307,null,null
107,0.009966,0.01307,null,null
108,0.009977,0.01308,null,null
109,0.009977,0.01308,null,null
110,0.009974,0.01309,null,null
111,0.009961,0.01309,null,null
112,0.00996,0.01308,null,null
113,0.009965,0.01308,null,null
