MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.82046,0.617073,0.540717
2,0.82581,0.642575,0.518709
3,0.829891,0.634441,0.53498
4,0.829891,0.634441,0.53498
5,0.827316,0.631906,0.533991
6,0.835518,0.650554,0.52428
7,0.824821,0.66924,0.482129
8,0.830355,0.66176,0.50156
9,0.82922,0.640321,0.526872
10,0.831552,0.616121,0.558456
11,0.832678,0.621607,0.554036
12,0.829364,0.607476,0.564639
13,0.832647,0.602025,0.57521
14,0.839737,0.58241,0.604944
15,0.836651,0.602055,0.58096
16,0.839357,0.59884,0.588141
17,0.840287,0.596471,0.591865
18,0.843584,0.607221,0.58559
19,0.84187,0.592463,0.598109
20,0.840243,0.617049,0.570315
21,0.844069,0.603958,0.58965
22,0.838427,0.614196,0.570721
23,0.838427,0.614196,0.570721
24,0.838427,0.614196,0.570721
25,0.832954,0.627415,0.547871
26,0.832954,0.627415,0.547871
27,0.832954,0.627415,0.547871
28,0.832954,0.627415,0.547871
29,0.832954,0.627415,0.547871
30,0.842878,0.642214,0.545899
31,0.842098,0.647004,0.538995
32,0.842029,0.63548,0.552429
33,0.840473,0.649839,0.533014
34,0.840473,0.649839,0.533014
35,0.840473,0.649839,0.533014
36,0.839594,0.632031,0.55268
37,0.839594,0.632031,0.55268
38,0.838395,0.612514,0.57248
39,0.838395,0.612514,0.57248
40,0.836927,0.641654,0.537334
41,0.843582,0.661645,0.523312
42,0.843582,0.661645,0.523312
43,0.843582,0.661645,0.523312
44,0.84449,0.637896,0.5534
45,0.845309,0.640659,0.551456
46,0.845309,0.640659,0.551456
47,0.842997,0.629058,0.561187
48,0.842997,0.629058,0.561187
49,0.83824,0.645351,0.534948
50,0.846469,0.637574,0.556785
51,0.840918,0.631724,0.555039
52,0.840918,0.631724,0.555039
53,0.842292,0.606519,0.584457
54,0.846436,0.596285,0.600747
55,0.842521,0.599521,0.591959
56,0.844145,0.621862,0.570849
57,0.842451,0.63012,0.559171
58,0.842451,0.63012,0.559171
59,0.845988,0.637363,0.556296
60,0.844737,0.653513,0.535259
61,0.844737,0.653513,0.535259
62,0.844737,0.653513,0.535259
63,0.849732,0.66626,0.527393
64,0.847376,0.664106,0.526316
65,0.842437,0.616167,0.574489
66,0.838753,0.656285,0.522299
67,0.848331,0.674013,0.515142
68,0.852804,0.67897,0.516018
69,0.844593,0.671223,0.512639
70,0.844593,0.671223,0.512639
71,0.843867,0.673562,0.508355
72,0.843867,0.673562,0.508355
73,0.843867,0.673562,0.508355
74,0.849831,0.685839,0.501835
75,0.848015,0.682459,0.503367
76,0.850478,0.688511,0.499264
77,0.847585,0.682029,0.503228
78,0.855391,0.672481,0.528643
79,0.849949,0.660852,0.534497
80,0.854977,0.678181,0.52063
81,0.854977,0.678181,0.52063
82,0.851251,0.669514,0.525719
83,0.859041,0.672538,0.534458
84,0.854341,0.670055,0.530024
85,0.85063,0.646802,0.552465
86,0.850442,0.631901,0.569168
87,0.850442,0.631901,0.569168
88,0.849448,0.649655,0.547275
89,0.852344,0.626513,0.577904
90,0.852344,0.626513,0.577904
91,0.852344,0.626513,0.577904
92,0.849962,0.649411,0.548361
93,0.850967,0.674784,0.518471
94,0.852913,0.684055,0.50944
95,0.850791,0.695564,0.489935
96,0.852422,0.690109,0.500372
97,0.860187,0.689435,0.514394
98,0.860187,0.689435,0.514394
99,0.860187,0.689435,0.514394
100,0.85077,0.688254,0.500116
101,0.855413,0.686429,0.510437
102,0.848511,0.66503,0.526979
103,0.852647,0.654666,0.546277
104,0.852647,0.654666,0.546277
105,0.852647,0.654666,0.546277
106,0.852647,0.654666,0.546277
107,0.853154,0.616298,0.589958
108,0.853154,0.616298,0.589958
109,0.847686,0.621569,0.576389
110,0.846673,0.648083,0.544834
111,0.851366,0.651235,0.548376
112,0.851366,0.651235,0.548376
113,0.84952,0.656204,0.539519
114,0.853579,0.665956,0.533948
115,0.853579,0.665956,0.533948
116,0.853579,0.665956,0.533948
117,0.853579,0.665956,0.533948
118,0.853579,0.665956,0.533948
119,0.85265,0.6529,0.548391
120,0.851119,0.63786,0.563505
121,0.855031,0.631458,0.576489
122,0.851925,0.612496,0.592135
123,0.854643,0.599747,0.608866
124,0.853693,0.590891,0.616149
125,0.851038,0.590817,0.612536
126,0.851038,0.590817,0.612536
127,0.860144,0.581835,0.633495
128,0.858139,0.581514,0.631066
129,0.85303,0.563191,0.640684
