t,walltime
10,756
20,747.1
30,348.7
40,345.7
50,345.4
60,343.8
70,338.5
80,338
90,338.1
100,337.9
110,339.8
120,340.1
130,342.4
140,343.5
150,340.9
160,340.4
170,340.1
180,341.9
190,342.2
200,338.8
210,340.4
220,346
230,577.5
240,581.5
250,580.9
260,592.1
270,592.5
280,575.6
290,572.8
300,576.6
310,572.4
320,582.1
330,574.3
340,566.5
350,564.3
360,569.2
370,574.6
380,573
390,577.1
400,567
410,577
420,576.6
430,572.5
440,574.4
450,575.5
460,573.5
470,571.3
480,592.2
490,570.3
500,581.5
510,570.1
520,576.4
530,572.4
540,565.9
550,569.6
560,581.4
570,568.9
580,563.3
590,574.1
600,574.9
610,568.6
620,572.1
630,550.4
640,534.9
650,545.9
660,533
670,544.2
680,540.3
690,541.2
700,534
710,535.8
720,539.2
730,545.1
740,542.9
750,545.7
760,544.1
770,536.2
780,541.2
790,549.8
800,538.5
810,547.3
820,540.6
830,541.9
840,537.7
850,550
860,536.2
870,535.3
880,533.2
890,540.6
900,534
910,534.1
920,536.5
930,549.7
940,545
950,542.7
960,535
970,542.5
980,542.8
990,551.4
1000,541
1010,542.7
1020,534.3
1030,554
1040,540.2
1050,551.6
1060,540
1070,547.1
1080,541.3
1090,542.1
1100,547.9
1110,551.2
1120,552.9
1130,555.3
1140,546.1
1150,550.8
1160,542.1
1170,550
1180,547.1
1190,545.7
1200,543.2
1210,548.4
1220,542.5
1230,560.2
1240,558.5
1250,567.1
1260,561.4
1270,564.1
1280,565.4
1290,568.4
1300,566.9
1310,573.4
1320,565.3
1330,536.2
1340,547.4
1350,546
1360,548
1370,532.9
1380,542.2
1390,538.2
1400,544.1
1410,535.1
1420,539.4
1430,540.5
1440,544.9
1450,542.5
1460,545.9
1470,540.1
1480,544.4
1490,540.4
1500,550
1510,546.5
1520,548
1530,540.2
1540,551.7
1550,542.5
1560,544.2
1570,544.1
1580,544.1
1590,535
1600,544.4
1610,547.3
1620,538.9
1630,534.6
1640,544.6
1650,539.7
1660,536
1670,546.7
1680,539
1690,541.6
1700,546.4
1710,543.8
1720,542.1
1730,537.9
1740,545.9
1750,540.2
1760,542.5
1770,546.2
1780,533.9
1790,531.3
1800,545.6
1810,539.4
1820,536.9
1830,537
1840,548.4
1850,540.3
1860,550.4
1870,538.5
1880,542.1
1890,542.6
1900,532.5
1910,535.6
1920,532.9
1930,537.6
1940,546.6
1950,544.2
1960,540.4
1970,535.8
1980,543.5
1990,547
2000,550.1
2010,538.3
2020,555.2
2030,383
2040,383.2
2050,380.6
2060,378
2070,379.8
2080,381.2
2090,380
2100,378.9
2110,382.1
2120,377.3
2130,380.5
2140,382.3
2150,382.3
2160,378.9
2170,380.4
2180,381.9
2190,380.7
2200,382
2210,384.4
2220,388
2230,386.2
2240,387.4
