MDTU,plaq,Re(det),Im(det),link
1,0.535329,0.606584,0.197456,0.0570934
2,1.19723,9.73858,2.35874,0.108772
3,1.10226,7.2742,1.85452,0.101895
4,1.11303,7.60577,1.91517,0.102597
5,1.093,7.26378,1.8484,0.101187
6,1.04505,6.38287,1.64647,0.0976071
7,0.982875,5.70182,1.53797,0.0923896
8,0.968077,5.41321,1.45983,0.091529
9,0.989484,5.52319,1.47507,0.0934886
10,1.00038,5.44845,1.43086,0.0947024
11,0.987571,4.94505,1.3508,0.0934875
12,0.992924,4.80566,1.297,0.0944272
13,0.963359,4.68063,1.28884,0.0916553
14,0.934641,4.29418,1.18983,0.0893603
15,0.908631,4.16955,1.16374,0.0871427
16,0.870846,3.80596,1.09152,0.0839561
17,0.85979,3.66565,1.0645,0.0830451
18,0.860302,3.42329,1.00009,0.0834311
19,0.858366,3.45341,0.990021,0.0835827
20,0.87466,3.51721,0.995279,0.0850497
21,0.832085,3.17479,0.919744,0.0814935
22,0.793866,2.99484,0.897223,0.0781495
23,0.78059,2.92214,0.884273,0.0768657
24,0.792845,2.83289,0.84439,0.0783627
25,0.776966,2.7355,0.828231,0.076739
26,0.771052,2.70223,0.820818,0.0762029
27,0.777651,2.55752,0.771572,0.0772464
28,0.748749,2.33301,0.726321,0.0747489
29,0.744678,2.38766,0.741939,0.0742971
30,0.691374,2.05765,0.666126,0.0695235
31,0.647202,1.87901,0.63771,0.0656181
32,0.660901,1.89731,0.631571,0.0670853
33,0.618526,1.71878,0.593212,0.0632394
34,0.648348,1.7565,0.585714,0.0660852
35,0.631315,1.69695,0.580333,0.0647075
36,0.635278,1.7058,0.571495,0.0650822
37,0.618812,1.5966,0.54705,0.0635669
38,0.599846,1.57513,0.542633,0.0617745
39,0.603585,1.52962,0.530071,0.0620695
40,0.586195,1.44908,0.510901,0.0605841
41,0.586195,1.44908,0.510901,0.0605841
42,0.588046,1.41926,0.500478,0.0607654
43,0.600885,1.45639,0.50504,0.0622621
44,0.600885,1.45639,0.50504,0.0622621
45,0.600885,1.45639,0.50504,0.0622621
46,0.568153,1.33804,0.472838,0.0591348
47,0.568153,1.33804,0.472838,0.0591348
48,0.574167,1.34787,0.475187,0.0596028
49,0.563728,1.2981,0.461737,0.0585802
50,0.54599,1.24635,0.448764,0.056556
