t,G,F1,F2,F3
1,0.002398,0.00257,null,null
2,0.002399,0.002572,null,null
3,0.002381,0.002397,null,null
4,0.002357,0.002389,null,null
5,0.002358,0.002392,null,null
6,0.002355,0.002399,null,null
7,0.002346,0.0024,null,null
8,0.002341,0.002405,null,null
9,0.002337,0.002406,null,null
10,0.002337,0.002408,null,null
11,0.002336,0.002411,null,null
12,0.002331,0.002415,null,null
13,0.002331,0.002415,null,null
14,0.002329,0.002419,null,null
15,0.002324,0.002422,null,null
16,0.002324,0.002427,null,null
17,0.00232,0.00243,null,null
18,0.002318,0.002433,null,null
19,0.002314,0.002436,null,null
20,0.00231,0.002437,null,null
21,0.004624,0.004882,null,null
22,0.004616,0.004883,null,null
23,0.004609,0.004894,null,null
24,0.004607,0.0049,null,null
25,0.004597,0.004896,null,null
26,0.004595,0.004903,null,null
27,0.004597,0.00491,null,null
28,0.004589,0.004918,null,null
29,0.004582,0.004916,null,null
30,0.004584,0.004933,null,null
31,0.00732,0.0079,null,null
32,0.007305,0.0079,null,null
33,0.007298,0.007916,null,null
34,0.007288,0.007917,null,null
35,0.007283,0.007927,null,null
36,0.007281,0.007939,null,null
37,0.00727,0.007944,null,null
38,0.007265,0.007946,null,null
39,0.007265,0.00795,null,null
40,0.007257,0.007962,null,null
41,0.008525,0.009363,null,null
42,0.008533,0.009373,null,null
43,0.008528,0.009378,null,null
44,0.008523,0.009373,null,null
45,0.008523,0.009378,null,null
46,0.008523,0.00939,null,null
47,0.008513,0.009398,null,null
48,0.008511,0.009393,null,null
49,0.008514,0.009413,null,null
50,0.008499,0.009416,null,null
51,0.008012,0.008907,null,null
52,0.00801,0.008911,null,null
53,0.008009,0.008911,null,null
54,0.008,0.008907,null,null
55,0.008002,0.008908,null,null
56,0.008003,0.008908,null,null
57,0.008004,0.008919,null,null
58,0.008006,0.008908,null,null
59,0.008,0.008919,null,null
60,0.008001,0.008921,null,null
61,0.008005,0.008921,null,null
62,0.007996,0.008919,null,null
63,0.00799,0.00892,null,null
64,0.007999,0.008931,null,null
65,0.007988,0.008933,null,null
66,0.007979,0.008932,null,null
67,0.007987,0.008931,null,null
68,0.007989,0.008946,null,null
69,0.007979,0.008945,null,null
70,0.007984,0.00895,null,null
71,0.007979,0.008954,null,null
72,0.007966,0.008959,null,null
73,0.007964,0.008962,null,null
74,0.007962,0.008965,null,null
75,0.007959,0.008974,null,null
76,0.007957,0.008974,null,null
77,0.007957,0.008981,null,null
78,0.007945,0.008982,null,null
79,0.007942,0.008991,null,null
80,0.007939,0.008983,null,null
81,0.007942,0.008996,null,null
82,0.007939,0.008987,null,null
83,0.007935,0.008984,null,null
84,0.007939,0.008993,null,null
85,0.007941,0.00899,null,null
86,0.007942,0.00899,null,null
87,0.007941,0.008991,null,null
88,0.007938,0.008984,null,null
89,0.007938,0.008997,null,null
90,0.007939,0.009004,null,null
91,0.007933,0.009012,null,null
92,0.007928,0.009007,null,null
93,0.007931,0.009021,null,null
94,0.007913,0.009016,null,null
95,0.007917,0.009017,null,null
96,0.00792,0.009005,null,null
97,0.007916,0.009018,null,null
98,0.007922,0.009012,null,null
99,0.007922,0.009027,null,null
100,0.007906,0.009022,null,null
