t,cost
10,4194
20,4257
30,2181.3
40,1334.4
50,1152.6
60,1180.5
70,1152.9
80,1156.5
90,1139.1
100,1137.3
110,1127.7
120,1137
130,1133.4
140,1149
150,1143.3
160,1088.4
170,1098.9
180,1099.2
190,1094.1
200,1094.1
210,3693
220,3864
230,3834
240,3693
250,3336
260,3705
270,3597
280,1035.9
290,1020.9
300,1009.8
310,1009.2
320,1009.5
330,1013.4
340,1004.4
350,1049.7
360,1077
370,1065
380,1071.3
390,1103.7
400,1076.1
410,1082.1
420,1085.4
430,1069.2
440,1065.9
450,1061.7
460,1016.7
470,1014.9
480,1020.6
490,1019.4
500,1031.1
510,1022.7
520,1028.7
530,1073.1
540,1116.9
550,1104.3
560,1121.7
570,1113
580,1101.6
590,1116.3
600,1122.6
610,1122.3
620,1113.6
630,1094.4
640,1116.6
650,1097.4
660,1121.4
670,1100.4
680,1053.9
690,1032.6
700,1044.6
710,1042.2
720,1043.1
730,1051.5
740,1038.9
750,1046.7
760,1043.7
770,1052.1
780,1067.4
790,1049.7
800,1053
810,1044
820,1053.6
830,1054.8
840,1056.3
850,1058.1
860,1053.3
870,1056.3
880,1125.9
890,1134
900,1140.6
910,1159.2
920,1157.7
930,1154.4
940,1166.4
950,1199.7
960,1265.4
970,1251.9
980,1250.1
990,1237.2
1000,1156.5
1010,1148.4
1020,1147.5
1030,1149
1040,1149.3
1050,1149.9
1060,1156.2
1070,1157.1
1080,1157.1
1090,1149.6
1100,1173.3
1110,1204.2
1120,1193.4
1130,1161.3
1140,1163.4
1150,1160.7
1160,1161
1170,1176.3
1180,1193.1
1190,1170.9
1200,1147.2
1210,1149.9
1220,1137.9
1230,1119.9
1240,1103.7
1250,1108.5
1260,1106.1
1270,1105.2
1280,1110.6
1290,1109.4
1300,1111.2
1310,1104.9
1320,1099.5
1330,1112.1
1340,1105.8
1350,1176
1360,1176
1370,1151.7
1380,1149
1390,1149.6
1400,1151.1
1410,1149.3
1420,1139.1
1430,1153.8
1440,1167.6
1450,1160.4
1460,1170.3
1470,1179
1480,1170.9
1490,1139.1
1500,1143.6
1510,1143.9
1520,1143
1530,1141.2
1540,1146.9
1550,1145.7
1560,1138.2
1570,1149.9
1580,1150.8
1590,1149.6
1600,1123.5
1610,1130.1
1620,1137.6
1630,1158.6
1640,1149.6
1650,1154.7
