t,|deltaS|
1,1.308
2,1.332
3,0.1805
4,0.02643
5,0.1443
6,0.1333
7,0.1255
8,0.1259
9,0.03028
10,0.02819
11,0.09481
12,0.009732
13,0.06022
14,0.1153
15,0.1198
16,0.1272
17,0.04913
18,0.09978
19,0.08008
20,0.02137
21,0.3949
22,0.4864
23,0.03587
24,0.6661
25,0.08301
26,0.07358
27,0.6879
28,0.4076
29,0.1591
30,0.2638
31,0.2472
32,0.3697
33,0.9199
34,0.455
35,0.02014
36,1.336
37,0.8268
38,0.3281
39,1.023
40,0.03859
41,0.3632
42,1.54
43,0.4432
44,0.6103
45,0.7858
46,0.7004
47,0.7806
48,0.7182
49,2.538
50,1.024
51,0.4622
52,0.5731
53,0.3417
54,0.7362
55,0.05718
56,0.02727
57,0.4761
58,0.336
59,0.2031
60,0.1592
61,0.9272
62,0.5354
63,0.8739
64,0.8003
65,0.05859
66,0.8651
67,0.2109
68,0.5521
69,1.108
70,0.9467
71,1.08
72,1.044
73,0.3279
74,0.7248
75,0.7678
76,0.2883
77,1.495
78,0.1033
79,0.08014
80,0.1753
81,0.994
82,0.02123
83,0.9394
84,0.2819
85,0.8732
86,1.694
87,0.3019
88,0.1444
89,1.209
90,0.967
91,1.072
92,0.4654
93,0.3834
94,0.7823
95,0.562
96,0.7373
97,0.216
98,0.9793
99,1.138
100,0.7982
101,0.1386
102,0.9889
103,0.4694
104,0.2406
105,0.8672
106,0.4326
107,1.416
108,0.3519
109,0.2782
110,0.9094
111,0.6592
112,0.405
113,1.882
114,0.5716
115,0.8121
116,0.6966
117,0.2326
118,0.1036
119,0.4158
120,0.3747
121,0.3785
122,0.02571
123,1.042
124,0.9371
125,0.1613
126,1.633
127,0.3639
128,0.7406
129,1.47
130,0.1368
131,0.9911
132,1.264
133,0.1754
134,2.163
135,0.2263
136,0.4626
137,0.2109
138,0.1894
139,1.423
140,0.7275
141,0.3931
142,0.5595
143,0.1807
144,0.3856
145,0.877
146,1.245
147,0.1713
148,0.8535
149,0.05469
150,0.3172
151,0.6174
152,2.367
153,0.3944
154,1.468
155,1.82
156,0.8917
157,1.082
158,0.2787
159,0.7803
160,0.1155
161,0.4679
162,0.4555
163,1.055
164,0.654
165,0.7347
166,1.072
167,0.1797
168,0.5279
169,0.05384
170,0.9827
171,0.839
172,0.1473
173,0.2611
174,0.7385
175,1.163
176,1.562
177,1.039
178,0.1012
179,0.1544
180,0.007511
181,0.828
182,0.3219
183,0.07921
184,0.1183
185,1.762
186,1.001
187,1.772
188,1.797
189,0.639
190,0.1201
191,1.748
192,0.8689
193,1.007
194,0.3518
195,0.764
196,0.02946
197,0.5127
198,1.317
199,1.181
200,0.9275
201,0.1918
202,0.6781
203,0.3569
204,0.649
205,0.1625
206,1.489
207,0.3355
208,1.029
209,0.2569
210,0.2308
211,0.4885
212,1.185
213,0.2096
214,0.2476
215,0.25
216,0.003582
217,0.5736
218,0.1536
219,0.7273
220,1.232
221,1.833
222,0.2419
223,0.8011
224,1.071
225,0.3131
226,1.793
227,1.472
228,1.614
229,0.7165
230,0.6718
231,0.6377
232,2.334
233,0.3269
234,1.058
235,0.7066
236,1.404
237,0.2324
238,1.322
239,0.1008
240,0.0495
241,0.7468
242,0.2473
243,2.258
244,0.4667
245,0.761
246,0.9826
247,1.273
248,0.03624
249,1.356
250,2.006
251,0.03741
252,0.1295
253,1.431
254,1.316
255,0.02442
256,2.39
257,1.075
258,1.101
259,0.9
260,0.1886
261,1.196
262,0.8116
263,1.115
264,0.5071
265,0.826
266,0.2746
267,0.1215
268,1.385
269,1.267
270,0.2061
271,1.215
272,1.635
273,0.6983
274,1.45
275,0.6509
276,0.5331
277,1.68
278,0.4364
279,0.9938
280,0.1243
281,1.008
282,0.09448
283,1.609
284,1.208
285,0.7515
286,0.8346
287,0.4064
288,1.498
289,1.566
290,0.3213
291,1.467
292,1.467
293,0.7648
294,0.6654
295,0.1104
296,0.1605
297,1.433
298,0.8526
299,0.2148
300,0.2366
301,0.2508
302,0.1276
303,1.548
304,1.044
305,0.26
306,1.299
307,0.0824
308,1.387
309,1.312
310,1.044
311,0.5082
312,0.261
313,0.1527
314,0.1083
315,0.05524
316,0.07194
317,0.474
318,0.4793
319,0.2853
320,1.185
321,0.1485
322,0.3396
323,0.666
324,0.4321
325,2.179
326,0.4831
327,1.266
328,0.4483
329,0.7505
330,2.217
331,0.8821
332,0.148
333,1.459
334,0.8541
335,1.004
336,1.732
337,0.2971
338,0.4967
339,0.01491
340,0.2151
341,0.3765
342,0.1604
343,1.888
344,1.268
345,0.9184
346,0.6598
347,0.142
348,1.123
349,0.128
350,0.3031
351,1.468
352,1.219
353,0.6517
354,0.4481
355,1.822
356,0.1233
357,0.104
358,0.45
359,0.1572
360,0.04188
361,1.08
362,0.06803
363,0.8476
364,1.333
365,0.1408
366,1.645
367,0.5779
368,0.4337
369,0.1283
370,0.7118
371,0.6238
372,1.424
373,0.1448
374,0.4285
375,0.2246
376,0.131
377,1.242
378,0.7639
379,0.1495
380,0.281
381,0.686
382,1.416
383,0.5172
384,1.141
385,1.811
386,0.1218
387,0.53
388,0.1508
389,0.4786
390,0.4862
391,0.2135
392,0.2998
393,0.7547
394,2.216
395,0.4533
396,1.228
397,2.514
398,0.697
399,1.173
400,0.6537
401,0.8406
402,1.3
403,0.7169
404,0.5826
405,0.7173
406,0.0251
407,0.177
408,1.471
409,0.03055
410,0.1805
411,0.1494
412,0.9217
413,0.7589
414,0.1269
415,0.9276
416,0.4972
417,0.0967
418,0.08576
419,0.7102
420,0.4949
421,1.505
422,0.3811
423,0.6739
424,1.601
425,1.011
426,0.03001
427,1.059
428,2.152
429,1.914
430,0.7735
431,1.033
432,0.3132
433,1.453
434,0.6309
435,0.3034
436,1.357
437,1.158
438,0.7167
439,1.089
440,0.1286
441,0.4817
442,1.681
443,0.3183
444,1.819
445,0.7525
446,0.6225
447,1.505
448,1.937
449,0.2006
450,1.821
451,0.3579
452,0.1674
453,0.279
454,0.9962
455,0.1414
456,0.555
457,0.2753
458,1.221
459,0.9027
460,2.11
461,0.7809
462,1.074
463,1.081
464,1.228
465,0.3508
466,0.4749
467,0.1501
468,0.7241
469,0.5455
470,0.2679
471,0.7644
472,2.3
473,0.7863
474,0.3082
475,0.475
476,1.356
477,0.2689
478,0.6759
479,0.2905
480,0.5112
481,0.4853
482,1.939
483,0.9237
484,0.8726
485,0.9088
486,0.3349
487,0.2119
488,1.198
489,0.6459
490,1.28
491,0.3598
492,1.791
493,0.6653
494,2.733
495,0.5725
496,1.378
497,1.306
498,1.324
499,0.201
500,0.3658
501,0.3571
502,0.03433
503,0.9533
504,1.433
505,0.2474
506,0.3788
507,0.526
508,0.5333
509,1.185
510,0.5262
511,0.6002
512,0.9143
513,0.176
514,0.001542
515,0.2046
516,1.233
517,0.1031
518,2.074
519,0.9824
520,0.1624
521,1.357
522,1.392
523,0.2453
524,0.5982
525,1.766
526,0.2424
527,1.156
528,0.2555
529,0.8752
530,1.05
531,0.6399
532,1.219
533,0.22
534,0.8815
535,0.7729
536,0.2594
537,0.2135
538,0.1049
539,0.3936
540,0.1785
541,1.509
542,0.1219
543,0.3703
544,0.3123
545,0.8008
546,0.424
547,1.057
548,0.7736
549,0.1289
550,1.463
551,0.6562
552,1.359
553,0.8922
554,0.6477
555,1.789
556,1.004
557,0.3431
558,0.7274
559,0.9708
560,0.7522
561,1.433
562,0.07172
563,0.6336
564,0.3179
565,1.035
566,0.9241
567,0.09846
568,0.8458
569,1.608
570,0.2424
571,0.3302
572,0.9159
573,1.588
574,0.1693
575,0.6666
576,0.7885
577,0.004366
578,0.729
579,0.9434
580,0.2641
581,0.029
582,0.6637
583,0.8095
584,0.8182
585,0.1391
586,2.899
587,0.4627
588,2.285
589,0.3165
590,0.1488
591,0.3627
592,1.895
593,1.696
594,0.5081
595,0.8885
596,0.801
597,0.8713
598,0.3859
599,0.1979
600,0.1669
601,0.2622
602,1.851
603,0.3228
604,0.3906
605,0.1995
606,1.646
607,1.495
608,0.1774
609,0.5758
610,0.2504
611,1.33
612,0.2187
613,0.9047
614,0.8482
615,0.2973
616,0.2351
617,1.214
618,0.4133
619,0.5223
620,0.4567
621,0.03091
622,0.193
623,1.204
624,0.4626
625,0.04001
626,0.3614
627,1.446
628,0.1515
629,0.03503
630,0.8689
631,0.7925
632,0.4051
633,0.2644
634,0.8624
635,1.554
636,1.086
637,1.321
638,0.1475
639,0.456
640,0.8621
641,0.4719
642,1.811
643,1.875
644,0.1308
645,1.749
646,0.5411
647,1.172
648,1.28
649,0.5197
650,1.053
651,0.2917
652,0.4043
653,0.129
654,1.274
655,0.3082
656,2.407
657,0.2553
658,1.52
659,1.521
660,0.2926
661,0.001268
662,0.1715
663,0.3662
664,1.099
665,0.456
666,0.7608
667,0.3139
668,0.8527
669,1.69
670,0.6482
671,0.6668
672,1.087
673,0.1986
674,1.64
675,0.3876
676,0.09837
677,0.7329
678,0.3981
679,0.6576
680,1.61
681,1.212
682,0.08938
683,1.832
684,0.348
685,0.03977
686,1.575
687,1.139
688,0.4178
689,0.101
690,0.04815
691,0.17
692,0.7876
693,0.2813
694,1.586
695,0.1776
696,0.9798
697,1.745
698,0.7549
699,0.05346
700,0.8662
701,0.1066
702,1.468
703,0.318
704,1.773
705,0.1242
706,1.026
707,0.6578
708,0.2174
709,0.9027
710,0.6671
711,0.5681
712,0.3392
713,0.8374
714,0.9276
715,0.687
716,0.7433
717,0.5207
718,0.8533
719,0.1607
720,1.013
721,0.4672
722,0.6962
723,0.0773
724,1.373
725,0.5336
726,0.8895
727,0.1409
728,0.6183
729,0.4929
730,0.1389
731,0.2644
732,0.5607
733,0.1021
734,0.5869
735,1.186
736,1.32
737,2.46
738,1.864
739,0.431
740,0.5468
741,1.252
742,0.5667
743,0.2881
744,0.6918
745,1.115
746,0.3996
747,1.077
748,0.286
749,0.3172
750,0.892
751,0.09774
752,0.8115
753,0.03046
754,1.385
755,1.482
756,0.3812
757,0.1433
758,0.2722
759,0.4846
760,0.3787
761,0.5104
762,1.049
763,0.4702
764,1.497
765,0.3893
766,1.459
767,0.6697
768,0.5412
769,0.3225
770,1.722
771,0.4747
772,1.264
773,0.07292
774,0.8129
775,1.24
776,0.5678
777,1.025
778,2.579
779,0.05117
780,0.4869
781,0.9726
782,1.424
783,0.917
784,1.252
785,0.6724
786,0.4251
787,1.062
788,0.624
789,0.4565
790,0.2847
791,0.005409
792,0.1909
793,0.02394
794,1.52
795,0.8745
796,0.139
797,1.155
798,0.9776
799,0.9011
800,0.2642
801,0.6595
802,1.617
803,0.04395
804,0.1281
805,0.745
806,0.6551
807,0.3595
808,2.022
809,0.4183
810,1.395
811,0.3562
812,0.9233
813,0.1593
814,1.521
815,1.52
816,1.589
817,1.101
818,1.142
819,1.734
820,1.039
821,0.5248
822,0.5585
823,1.514
824,1.062
825,0.4653
826,1.05
827,0.9871
828,1.318
829,0.7845
830,1
831,0.4301
832,1.078
833,0.1534
834,0.06142
835,0.3648
836,1.185
837,0.351
838,1.398
839,0.1051
840,0.3589
841,0.6721
842,0.2422
843,0.1798
844,1.284
845,1.511
846,0.6942
847,0.7284
848,0.7044
849,2.342
850,0.4711
851,0.6853
852,0.2031
853,1.357
854,0.6727
855,0.2988
856,2.527
857,0.5768
858,1.232
859,1.846
860,0.4803
861,1.354
862,0.3335
863,0.03427
864,0.4002
