ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.994501,-0.007264,null,null,null
0.170238,null,-0.0386685,null,null
-0.174344,null,null,-0.0553193,null
0.0019826,null,null,null,-0.00157399
0.994509,-0.00759589,null,null,null
0.21724,null,-0.00175375,null,null
-0.191302,null,null,-0.0100309,null
-0.00120437,null,null,null,-0.00414106
0.994579,-0.00573749,null,null,null
0.215584,null,0.0129596,null,null
-0.150144,null,null,-0.0939087,null
-0.00345541,null,null,null,-0.00568465
0.994546,-0.00562015,null,null,null
0.25676,null,-0.0408465,null,null
-0.160403,null,null,-0.136804,null
0.00400294,null,null,null,-0.0025829
0.994637,-0.00691736,null,null,null
0.262876,null,0.036136,null,null
-0.185639,null,null,-0.0844385,null
-0.000991849,null,null,null,-0.00297906
0.994533,-0.00866898,null,null,null
0.264174,null,0.0341681,null,null
-0.161241,null,null,-0.113207,null
0.00274532,null,null,null,-0.00955821
0.994466,-0.0109047,null,null,null
0.297249,null,-0.0322384,null,null
-0.178881,null,null,-0.0840271,null
-0.00185821,null,null,null,-0.00598967
0.99436,-0.0117755,null,null,null
0.320251,null,-0.0293897,null,null
-0.200621,null,null,-0.0671777,null
0.0016457,null,null,null,-0.002167
0.994394,-0.0106675,null,null,null
0.2972,null,-0.0430541,null,null
-0.129562,null,null,-0.0587013,null
-0.00235145,null,null,null,-0.000876962
0.994366,-0.00951295,null,null,null
0.268865,null,0.0373822,null,null
-0.047132,null,null,-0.13074,null
-0.00349773,null,null,null,-0.00120425
0.994405,-0.0111039,null,null,null
0.265966,null,0.0627121,null,null
-0.0594592,null,null,-0.162779,null
0.00184702,null,null,null,-0.00564258
0.994336,-0.00970768,null,null,null
0.197543,null,0.0692207,null,null
-0.0740298,null,null,-0.140376,null
0.00119545,null,null,null,-0.00308194
0.994302,-0.014605,null,null,null
0.152839,null,0.0281076,null,null
-0.0905151,null,null,-0.168824,null
0.000838101,null,null,null,0.00175613
0.994219,-0.0149112,null,null,null
0.0945226,null,0.0056451,null,null
-0.142971,null,null,-0.130494,null
0.00197639,null,null,null,0.00463131
