t,N_f,N_g
10,128,1792
20,128,1792
30,64,896
40,40,560
50,34,476
60,36,504
70,36,504
80,36,504
90,36,504
100,36,504
110,34,476
120,34,476
130,34,476
140,34,476
150,34,476
160,32,448
170,32,448
180,32,448
190,32,448
200,32,448
210,32,448
220,32,448
230,32,448
240,32,448
250,32,448
260,32,448
270,32,448
280,32,448
290,32,448
300,32,448
310,32,448
320,32,448
330,32,448
340,32,448
350,32,448
360,32,448
370,32,448
380,32,448
390,32,448
400,32,448
410,32,448
420,32,448
430,32,448
440,32,448
450,32,448
460,32,448
470,32,448
480,32,448
490,32,448
500,32,448
510,32,448
520,32,448
530,32,448
540,32,448
550,32,448
560,32,448
570,32,448
580,32,448
590,32,448
600,32,448
610,32,448
620,32,448
630,32,448
640,32,448
650,32,448
660,32,448
670,32,448
680,32,448
690,32,448
700,32,448
710,32,448
720,32,448
730,32,448
740,32,448
750,32,448
760,32,448
770,32,448
780,32,448
790,32,448
800,32,448
810,32,448
820,32,448
830,32,448
840,32,448
850,32,448
860,32,448
870,32,448
880,32,448
890,32,448
900,32,448
910,32,448
920,32,448
930,32,448
940,32,448
950,32,448
960,32,448
970,32,448
980,32,448
990,32,448
1000,32,448
1010,32,448
1020,32,448
1030,32,448
1040,32,448
1050,32,448
1060,32,448
1070,32,448
1080,32,448
1090,32,448
1100,32,448
1110,32,448
1120,32,448
1130,32,448
1140,32,448
1150,32,448
1160,32,448
1170,32,448
1180,32,448
1190,32,448
1200,32,448
1210,32,448
1220,32,448
1230,32,448
1240,32,448
1250,32,448
1260,32,448
1270,32,448
1280,32,448
1290,32,448
1300,32,448
1310,32,448
1320,32,448
1330,32,448
1340,32,448
1350,32,448
1360,32,448
1370,32,448
1380,32,448
1390,32,448
1400,32,448
1410,32,448
1420,32,448
1430,32,448
1440,32,448
1450,32,448
1460,32,448
1470,32,448
1480,32,448
1490,32,448
1500,32,448
1510,32,448
1520,32,448
1530,32,448
1540,32,448
1550,32,448
1560,32,448
1570,32,448
1580,32,448
1590,32,448
1600,32,448
1610,32,448
1620,32,448
1630,32,448
1640,32,448
1650,32,448
1660,32,448
1670,32,448
1680,32,448
1690,32,448
1700,32,448
1710,32,448
1720,32,448
1730,32,448
1740,32,448
1750,32,448
1760,32,448
1770,32,448
1780,32,448
1790,32,448
1800,32,448
1810,32,448
1820,32,448
1830,32,448
1840,32,448
1850,32,448
1860,32,448
1870,32,448
1880,32,448
1890,32,448
1900,32,448
1910,32,448
1920,32,448
1930,32,448
1940,32,448
1950,32,448
1960,32,448
1970,32,448
1980,32,448
1990,32,448
2000,32,448
2010,32,448
2020,32,448
2030,32,448
2040,32,448
2050,32,448
2060,32,448
2070,32,448
2080,32,448
2090,32,448
2100,32,448
2110,32,448
2120,32,448
2130,32,448
2140,32,448
2150,32,448
2160,32,448
2170,32,448
2180,32,448
2190,32,448
2200,32,448
2210,32,448
2220,32,448
2230,32,448
2240,32,448
2250,32,448
2260,32,448
2270,32,448
2280,32,448
2290,32,448
2300,32,448
2310,32,448
2320,32,448
2330,32,448
2340,32,448
2350,32,448
2360,32,448
2370,32,448
2380,32,448
2390,32,448
2400,32,448
2410,32,448
2420,32,448
2430,32,448
2440,32,448
2450,32,448
2460,32,448
2470,32,448
2480,32,448
2490,32,448
2500,32,448
2510,32,448
2520,32,448
2530,32,448
2540,32,448
2550,32,448
2560,32,448
2570,32,448
2580,32,448
2590,32,448
2600,32,448
2610,32,448
2620,32,448
2630,32,448
2640,32,448
2650,32,448
2660,32,448
2670,32,448
2680,32,448
2690,32,448
2700,32,448
2710,32,448
2720,32,448
2730,32,448
