t,cond_num
10,6.49986
20,6.44401
30,6.4988
40,6.49986
50,6.48013
60,6.51648
70,6.4722
80,6.48713
90,6.55223
100,6.52463
110,6.49189
120,6.53166
130,6.46306
140,6.50739
150,6.51123
160,6.56122
170,6.54177
180,6.53666
190,6.50412
200,6.53622
210,6.50025
220,6.51526
230,6.46678
240,6.50035
250,6.52384
260,6.49211
270,6.56578
280,6.50394
290,6.50455
300,6.49952
310,6.50007
320,6.50402
330,6.51505
340,6.50633
350,6.52198
360,6.47666
370,6.48991
380,6.50904
390,6.46574
400,6.53556
410,6.4968
420,6.52679
430,6.5088
440,6.48139
450,6.50757
460,6.49807
470,6.48904
480,6.47358
490,6.5058
500,6.53964
510,6.53085
520,6.48539
530,6.56595
540,6.50621
550,6.58545
560,6.53522
570,6.5108
580,6.57312
590,6.55252
600,6.48774
610,6.52952
620,6.52562
630,6.55135
640,6.51784
650,6.50653
660,6.52712
670,6.56802
680,6.53853
690,6.54008
700,6.52514
710,6.51523
720,6.52341
730,6.56171
740,6.49326
750,6.55659
760,6.5367
770,6.47823
780,6.51615
790,6.52323
800,6.49803
810,6.49515
820,6.49456
830,6.48933
840,6.54499
850,6.50896
860,6.50474
870,6.52935
880,6.48515
890,6.54416
900,6.4501
910,6.52474
920,6.48549
930,6.52319
940,6.53873
950,6.54
960,6.54473
970,6.47257
980,6.46298
990,6.49872
1000,6.50209
1010,6.46924
1020,6.48798
1030,6.49291
1040,6.47884
1050,6.49826
1060,6.49863
1070,6.54261
1080,6.54131
1090,6.49391
1100,6.49584
1110,6.49286
1120,6.52889
1130,6.47873
1140,6.49493
1150,6.51145
1160,6.54274
1170,6.53196
1180,6.52997
1190,6.45043
1200,6.46829
1210,6.4924
1220,6.50361
1230,6.50411
1240,6.53252
1250,6.48813
1260,6.49918
1270,6.52134
1280,6.51007
1290,6.50477
1300,6.58609
1310,6.49
1320,6.52763
1330,6.48345
1340,6.54483
1350,6.50474
1360,6.56019
1370,6.51602
1380,6.53734
1390,6.52221
1400,6.48036
1410,6.52155
1420,6.5364
1430,6.50517
1440,6.50182
1450,6.49988
1460,6.52206
1470,6.50614
1480,6.50015
1490,6.50279
1500,6.52435
1510,6.50579
1520,6.54637
1530,6.46228
1540,6.49801
1550,6.49213
1560,6.46908
1570,6.49009
1580,6.53491
1590,6.46881
1600,6.52731
1610,6.5273
1620,6.48932
1630,6.50508
1640,6.50973
1650,6.50082
1660,6.52593
1670,6.49615
1680,6.44082
1690,6.51946
1700,6.49772
1710,6.5138
1720,6.48734
1730,6.58349
1740,6.52018
1750,6.46206
1760,6.51921
1770,6.48764
1780,6.5191
1790,6.59955
1800,6.54616
1810,6.567
1820,6.56646
1830,6.52895
1840,6.51022
1850,6.52161
1860,6.50854
1870,6.49643
1880,6.53465
1890,6.52358
1900,6.55188
1910,6.49591
1920,6.52886
1930,6.48463
1940,6.5118
1950,6.52613
1960,6.45553
1970,6.51454
1980,6.48645
1990,6.5119
2000,6.51823
2010,6.48935
2020,6.5053
2030,6.48368
2040,6.48394
2050,6.53439
2060,6.54763
2070,6.51424
2080,6.53627
2090,6.48259
2100,6.53789
2110,6.51934
2120,6.51995
2130,6.53523
2140,6.50838
2150,6.48592
2160,6.44074
2170,6.53793
2180,6.48595
2190,6.52038
2200,6.51617
2210,6.52967
2220,6.50014
2230,6.53558
2240,6.53592
2250,6.47776
2260,6.54046
2270,6.51069
2280,6.45624
2290,6.47493
2300,6.49465
2310,6.48142
2320,6.48689
2330,6.58158
2340,6.48446
2350,6.47272
2360,6.50339
2370,6.50422
2380,6.51897
2390,6.487
2400,6.509
2410,6.51942
2420,6.5156
2430,6.51893
2440,6.46852
2450,6.48861
2460,6.48902
2470,6.51599
2480,6.48615
2490,6.49908
2500,6.46036
2510,6.53937
2520,6.50887
2530,6.5248
2540,6.51773
2550,6.46447
2560,6.49504
2570,6.49626
2580,6.5162
2590,6.46572
2600,6.50943
2610,6.51971
2620,6.48926
2630,6.51813
2640,6.51695
2650,6.52407
2660,6.55335
2670,6.51758
2680,6.52384
2690,6.55784
2700,6.49223
2710,6.56324
2720,6.50946
2730,6.53093
2740,6.48304
2750,6.51262
2760,6.45645
2770,6.51236
2780,6.48549
2790,6.49024
2800,6.52186
2810,6.51394
2820,6.52236
2830,6.53589
2840,6.47815
2850,6.49787
2860,6.54136
2870,6.4725
2880,6.51307
2890,6.50468
2900,6.52749
2910,6.55266
2920,6.48516
2930,6.49314
2940,6.5266
2950,6.54693
2960,6.55293
2970,6.51213
2980,6.50005
2990,6.53355
3000,6.51107
3010,6.52682
3020,6.5099
3030,6.52652
3040,6.53723
3050,6.51486
3060,6.55549
3070,6.4889
3080,6.56145
3090,6.48127
3100,6.50541
3110,6.48965
3120,6.49924
3130,6.51492
3140,6.4936
3150,6.51795
3160,6.49839
3170,6.5577
3180,6.51363
3190,6.50267
3200,6.46999
3210,6.55601
3220,6.50912
3230,6.48911
3240,6.54781
3250,6.54147
3260,6.55045
3270,6.48062
3280,6.54044
3290,6.54819
3300,6.50429
3310,6.57605
3320,6.48524
3330,6.52979
3340,6.52394
3350,6.58483
3360,6.47927
3370,6.51635
3380,6.50778
3390,6.51824
3400,6.50166
3410,6.53149
3420,6.52347
3430,6.53588
3440,6.50895
3450,6.52296
3460,6.49361
3470,6.5423
3480,6.47126
3490,6.49733
3500,6.47106
3510,6.51334
3520,6.53529
3530,6.50107
3540,6.5673
3550,6.52045
3560,6.49509
3570,6.48429
3580,6.50634
3590,6.60502
3600,6.60567
3610,6.51825
3620,6.57806
3630,6.53436
3640,6.48232
3650,6.48083
3660,6.52005
3670,6.50459
3680,6.49049
3690,6.57281
3700,6.48865
3710,6.54882
3720,6.53404
3730,6.54924
3740,6.49752
3750,6.49177
3760,6.5246
3770,6.49589
3780,6.54017
3790,6.53977
3800,6.53959
3810,6.50898
3820,6.50326
3830,6.47139
3840,6.47748
3850,6.50523
3860,6.49413
3870,6.51329
3880,6.47238
3890,6.50023
3900,6.55349
3910,6.51519
3920,6.49088
3930,6.47502
3940,6.51231
3950,6.54922
3960,6.55732
3970,6.51846
3980,6.52113
3990,6.48923
