t,|deltaS|
1,0.5419
2,0.0244
3,0.005522
4,0.02101
5,0.008167
6,0.01155
7,0.08149
8,0.02614
9,0.04696
10,0.0081
11,0.00375
12,0.05113
13,0.06643
14,0.04421
15,0.04204
16,0.003919
17,0.0201
18,0.04118
19,0.04578
20,0.02773
21,0.2273
22,0.3735
23,0.0472
24,0.8549
25,0.459
26,0.8977
27,0.219
28,0.1058
29,0.1532
30,0.4809
31,0.8645
32,1.295
33,0.3716
34,0.275
35,0.306
36,0.9771
37,0.6383
38,0.03558
39,0.3594
40,0.2248
41,0.7743
42,1.087
43,0.9325
44,0.9013
45,1.445
46,0.6461
47,0.7831
48,0.2501
49,0.063
50,0.8825
51,0.6761
52,0.6635
53,0.3246
54,1.166
55,0.1362
56,1.19
57,0.1232
58,0.1952
59,0.1559
60,0.9897
61,0.7176
62,0.02453
63,0.3566
64,1.018
65,0.9973
66,1.039
67,0.73
68,0.3224
69,1.823
70,0.3993
71,0.5235
72,0.2742
73,0.03466
74,0.09581
75,1.832
76,0.6419
77,0.7518
78,0.1168
79,0.9841
80,1.052
81,0.1413
82,0.9912
83,0.5858
84,0.1461
85,0.06196
86,0.6366
87,0.1059
88,0.8284
89,0.7181
90,1.047
91,0.3475
92,0.4047
93,0.4622
94,0.243
95,0.514
96,0.1737
97,0.3892
98,0.2916
99,1.313
100,0.5025
101,0.8267
102,0.1241
103,0.8845
104,0.8535
105,0.7575
106,1.142
107,1.908
108,0.3732
109,1.216
110,0.282
111,0.8589
112,0.4777
113,0.3931
114,1.214
115,0.5287
116,1.759
117,0.3668
118,0.9439
119,0.2632
120,1.366
121,0.151
122,1.649
123,1.675
124,0.03222
125,0.3888
126,0.4913
127,0.143
128,0.4572
129,0.2264
130,0.988
131,0.9538
132,1.129
133,0.5468
134,0.1229
135,1.468
136,0.1685
137,0.03741
138,0.6152
139,0.3527
140,1.179
141,0.9768
142,0.435
143,1.824
144,0.6318
145,0.4905
146,0.2058
147,0.9729
148,0.05014
149,0.4914
150,0.1813
151,0.763
152,1.527
153,1.186
154,0.2276
155,1.186
156,0.07269
157,0.02683
158,1.13
159,1.007
160,0.5113
161,0.1209
162,0.897
163,1.612
164,0.3753
165,0.5525
166,0.7032
167,0.03731
168,0.1917
169,0.9623
170,0.2091
171,1.302
172,0.3793
173,0.9762
174,1.139
175,0.8772
176,1.314
177,0.7037
178,0.3903
179,0.3831
180,0.9925
181,0.3091
182,0.9139
183,0.5103
184,1.528
185,0.7168
186,0.04466
187,0.394
188,1.314
189,0.2746
190,0.02271
191,0.3129
192,0.2857
193,2.37
194,0.3603
195,1.368
196,0.3401
197,0.5513
198,1.578
199,0.2058
200,0.6276
201,0.6468
202,0.7823
203,0.3303
204,0.6735
205,0.4898
206,0.03265
207,0.7798
208,0.4198
209,0.1051
210,0.5139
211,0.26
212,0.6214
213,0.727
214,0.2164
215,0.2945
216,0.01892
217,0.1236
218,0.7024
219,0.1935
220,0.6101
221,1.401
222,1.163
223,1.141
224,2.371
225,1.874
226,0.2341
227,2.188
228,0.006679
229,0.9357
230,0.003276
231,0.6416
232,0.1843
233,0.186
234,1.98
235,1.17
236,0.3188
237,0.1491
238,0.7008
239,0.1265
240,0.5651
241,0.7222
242,0.1125
243,0.7425
244,0.5055
245,0.1773
246,0.703
247,0.7351
248,1.543
249,1.335
250,0.1023
251,0.3108
252,0.887
253,0.8461
254,0.06365
255,0.1077
256,0.1737
257,1.323
258,0.2969
259,0.835
260,0.3231
261,0.9911
262,1.047
263,0.429
264,0.4251
265,0.1877
266,1.245
267,0.3259
268,1.147
269,0.3195
270,0.5317
271,0.1546
272,1.124
273,0.4742
274,0.6877
275,1.98
276,1.218
277,0.9314
278,1.314
279,0.3195
280,0.5337
281,0.01655
282,0.09524
283,1.54
284,2.726
285,0.8951
286,0.6514
287,1.437
288,0.3558
289,2.004
290,0.1259
291,0.1578
292,0.6303
293,0.2105
294,0.1282
295,0.03441
296,0.727
297,1.467
298,0.5023
299,0.5127
300,0.403
301,0.3861
302,0.8953
303,0.1933
304,0.9627
305,0.1896
306,1.715
307,0.6635
308,0.7573
309,1.967
310,0.5449
311,0.8003
312,0.2872
313,0.3782
314,0.7806
315,0.5246
316,0.4985
317,0.9565
318,1.248
319,0.351
320,1.166
321,0.537
322,0.05298
323,1.078
324,0.3601
325,1.144
326,1.245
327,0.1804
328,0.02776
329,1
330,0.2516
331,1.173
332,0.3153
333,0.4477
334,0.8707
335,0.5227
336,1.229
337,0.691
338,0.1343
339,1.142
340,0.8816
341,1.518
342,0.2394
343,0.9992
344,0.07169
345,0.1594
346,1.277
347,0.04017
348,0.7668
349,0.4446
350,1.381
351,1.058
352,0.1854
353,0.08902
354,3.121
355,0.7956
356,0.4698
357,0.1971
358,0.04769
359,0.2817
360,0.4817
361,1.594
362,1.676
363,0.1061
364,0.5285
365,0.5911
366,0.6398
367,0.1892
368,0.7034
369,0.4652
370,0.3805
371,1.032
372,0.5308
373,0.696
374,0.4602
375,0.3487
376,1.064
377,1.044
378,1.101
379,0.2014
380,0.6994
381,0.5207
382,0.4745
383,0.8491
384,1.634
385,0.5008
386,1.242
387,0.09256
388,0.7725
389,0.001313
390,0.08648
391,0.216
392,1.737
393,1.394
394,0.9305
395,0.06213
396,0.6304
397,0.5717
