MDTU,rho_M
10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0
110,0
120,0
130,0
140,0
150,0
160,0
170,0
180,0
190,0
200,0.100803
210,0.100803
220,0.100803
230,0.100803
240,0.100803
250,0.100803
260,0.100803
270,0.100803
280,0.100803
290,0.100803
300,0.102105
