t,G,F1,F2,F3
1,0.006283,0.006851,null,null
2,0.005565,0.006487,null,null
3,0.005546,0.006481,null,null
4,0.005545,0.006482,null,null
5,0.00554,0.006479,null,null
6,0.005541,0.006479,null,null
7,0.005543,0.006474,null,null
8,0.005553,0.006479,null,null
9,0.005549,0.006479,null,null
10,0.005552,0.006475,null,null
11,0.005561,0.006474,null,null
12,0.005559,0.006461,null,null
13,0.00556,0.006462,null,null
14,0.005565,0.006461,null,null
15,0.005559,0.006462,null,null
16,0.005555,0.006465,null,null
17,0.005557,0.006467,null,null
18,0.005558,0.006472,null,null
19,0.005559,0.006466,null,null
20,0.00556,0.006474,null,null
21,0.01443,0.01435,null,null
22,0.01445,0.01436,null,null
23,0.01446,0.01434,null,null
24,0.01446,0.01432,null,null
25,0.01448,0.01434,null,null
26,0.01446,0.01433,null,null
27,0.0145,0.01433,null,null
28,0.01448,0.01432,null,null
29,0.01448,0.01431,null,null
30,0.01449,0.01431,null,null
31,0.0145,0.01433,null,null
32,0.01448,0.01433,null,null
33,0.01446,0.01435,null,null
34,0.01446,0.01433,null,null
35,0.01448,0.01434,null,null
36,0.01449,0.01435,null,null
37,0.01448,0.01434,null,null
38,0.01449,0.01433,null,null
39,0.01447,0.01433,null,null
40,0.0145,0.01432,null,null
41,0.0145,0.01434,null,null
42,0.0145,0.01432,null,null
43,0.0145,0.01432,null,null
44,0.01451,0.01432,null,null
45,0.01454,0.01431,null,null
46,0.0145,0.01432,null,null
47,0.01453,0.0143,null,null
48,0.0145,0.01431,null,null
49,0.01453,0.01432,null,null
50,0.01455,0.01431,null,null
51,0.01455,0.01428,null,null
52,0.01455,0.01428,null,null
53,0.01455,0.01428,null,null
54,0.01455,0.01428,null,null
55,0.01454,0.01428,null,null
56,0.0146,0.0143,null,null
57,0.01454,0.01428,null,null
58,0.01456,0.01428,null,null
59,0.01455,0.01428,null,null
60,0.01455,0.01428,null,null
61,0.01457,0.01427,null,null
62,0.01457,0.0143,null,null
63,0.01455,0.0143,null,null
64,0.01456,0.01428,null,null
65,0.01456,0.01427,null,null
66,0.01457,0.01429,null,null
67,0.01458,0.01427,null,null
68,0.0146,0.01429,null,null
69,0.01458,0.01427,null,null
70,0.01459,0.01428,null,null
71,0.0146,0.01429,null,null
72,0.01461,0.01427,null,null
73,0.01459,0.01429,null,null
74,0.01459,0.01428,null,null
75,0.01458,0.01426,null,null
76,0.0146,0.01427,null,null
77,0.01459,0.01428,null,null
78,0.01457,0.01429,null,null
79,0.01457,0.01429,null,null
80,0.0146,0.0143,null,null
81,0.01461,0.01431,null,null
82,0.01461,0.0143,null,null
83,0.0146,0.01429,null,null
84,0.0146,0.01428,null,null
85,0.0146,0.01427,null,null
86,0.0146,0.01427,null,null
87,0.0146,0.01429,null,null
88,0.0146,0.01429,null,null
