ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.973248,-0.01953,null,null,null
-0.00149906,null,0.000170495,null,null
0.000731115,null,null,0.00215705,null
-0.000200637,null,null,null,-0.000371142
0.972758,-0.0195367,null,null,null
-0.000606297,null,0.00151742,null,null
0.000532097,null,null,0.00124438,null
-0.000906715,null,null,null,0.00042434
0.969659,-0.0113766,null,null,null
-0.00141076,null,0.00144892,null,null
0.000468783,null,null,0.00118975,null
0.000558741,null,null,null,-0.000304106
0.971755,-0.013977,null,null,null
-0.00201566,null,0.00135504,null,null
0.00106163,null,null,0.000897743,null
0.000467416,null,null,null,-1.5798e-05
0.963464,-0.0140045,null,null,null
-0.00131256,null,0.00229517,null,null
0.000681515,null,null,0.000803152,null
0.00194199,null,null,null,4.44358e-05
0.964475,-0.0165541,null,null,null
-0.00126265,null,0.00207288,null,null
0.00038629,null,null,0.00125128,null
-0.00020813,null,null,null,-0.000631588
0.959981,-0.012246,null,null,null
-0.00111886,null,0.00280295,null,null
0.000761476,null,null,0.000637349,null
0.00065352,null,null,null,-0.000839262
0.960049,-0.0147455,null,null,null
-0.000119412,null,0.00163555,null,null
0.00067483,null,null,0.000568496,null
-0.000270067,null,null,null,-0.000653203
0.962719,-0.0170555,null,null,null
1.64744e-05,null,0.00226231,null,null
0.000893419,null,null,0.000694109,null
0.000374409,null,null,null,-0.000273058
0.964724,-0.0168296,null,null,null
5.16382e-05,null,0.00220842,null,null
0.000284099,null,null,0.000792448,null
-0.000535833,null,null,null,-0.000405864
0.964109,-0.0129838,null,null,null
8.9395e-05,null,0.00186308,null,null
0.000328638,null,null,0.000932728,null
-0.000276851,null,null,null,-0.000396927
0.965929,-0.00383399,null,null,null
0.000671527,null,0.00190172,null,null
0.000323718,null,null,0.000731453,null
-7.27822e-05,null,null,null,-0.000329199
0.962592,-0.00316161,null,null,null
0.000714939,null,0.00168406,null,null
0.000338918,null,null,0.000582925,null
-0.000541322,null,null,null,0.00101348
0.968406,-0.000255839,null,null,null
0.000759898,null,0.000909593,null,null
0.000484371,null,null,0.000455316,null
-0.000174759,null,null,null,-9.75874e-05
0.971756,-0.00224297,null,null,null
0.000935471,null,0.00125073,null,null
0.000529454,null,null,0.000566425,null
-0.00179954,null,null,null,-0.000403486
0.97097,-9.49004e-05,null,null,null
-4.96456e-06,null,0.00132505,null,null
0.000684858,null,null,0.000435132,null
-0.000210821,null,null,null,-0.000203039
0.971899,-0.00019744,null,null,null
0.00025261,null,0.00140925,null,null
0.000731741,null,null,0.000484209,null
-0.000326985,null,null,null,0.000244321
0.974899,-0.00543234,null,null,null
-0.000884121,null,0.00119627,null,null
0.000962703,null,null,0.000317855,null
-0.000505295,null,null,null,0.000468484
0.973476,-0.0133653,null,null,null
-0.00094553,null,0.00077509,null,null
0.000563941,null,null,0.0002639,null
8.28343e-05,null,null,null,0.00138605
0.975267,-0.0154456,null,null,null
-0.000412518,null,0.000988727,null,null
0.000376055,null,null,0.000314346,null
-0.000132669,null,null,null,0.000967818
0.970311,-0.016256,null,null,null
-0.000148449,null,0.000188145,null,null
0.000561564,null,null,0.00045205,null
0.000623738,null,null,null,0.000226675
0.966803,-0.0166966,null,null,null
-0.000407244,null,-2.55209e-05,null,null
0.000464171,null,null,0.000459721,null
-0.000213239,null,null,null,0.000760049
0.966416,-0.0153373,null,null,null
-0.000404473,null,0.000428569,null,null
0.00067181,null,null,0.000249289,null
-2.77292e-05,null,null,null,4.16834e-06
0.971239,-0.013804,null,null,null
0.000197519,null,0.000199751,null,null
0.000509076,null,null,0.000266986,null
0.000154506,null,null,null,0.000558736
0.971855,-0.0126281,null,null,null
0.000154238,null,0.000176886,null,null
0.000291358,null,null,0.000343157,null
-0.000802224,null,null,null,-0.000640099
0.968521,-0.0109926,null,null,null
0.000117864,null,0.000311823,null,null
0.000834429,null,null,-0.000108163,null
-0.000390834,null,null,null,0.000266872
0.968521,-0.0109926,null,null,null
0.000117864,null,0.000311823,null,null
0.000834429,null,null,-0.000108163,null
-0.000390834,null,null,null,0.000266872
0.980832,-0.0140329,null,null,null
0.000173808,null,0.000393825,null,null
0.000681565,null,null,0.000310996,null
-0.000863584,null,null,null,-0.00111156
0.981496,-0.0155525,null,null,null
0.000437241,null,6.7813e-05,null,null
0.000595441,null,null,0.000261014,null
-0.000812882,null,null,null,-8.91753e-05
0.984351,-0.0154656,null,null,null
0.000386054,null,-0.000167569,null,null
0.000735476,null,null,0.000437934,null
-0.000193704,null,null,null,7.57224e-05
0.981293,-0.0152875,null,null,null
0.000284845,null,0.000202853,null,null
0.00032721,null,null,0.000360094,null
0.000323365,null,null,null,-9.07485e-05
0.984549,-0.0187089,null,null,null
1.39319e-05,null,0.000488764,null,null
0.000271084,null,null,0.000469411,null
-0.000334345,null,null,null,0.000190028
0.981232,-0.0184765,null,null,null
-0.000167391,null,0.000294809,null,null
0.00030354,null,null,0.000198384,null
0.000332337,null,null,null,0.000576249
0.979949,-0.0178819,null,null,null
0.000555177,null,1.37231e-05,null,null
0.00036081,null,null,0.00039336,null
9.23669e-06,null,null,null,0.000145837
0.980675,-0.0155471,null,null,null
0.00027964,null,0.000234569,null,null
0.000339671,null,null,6.11176e-05,null
-0.000881704,null,null,null,-0.000551137
0.98441,-0.015969,null,null,null
-6.19509e-05,null,-4.97781e-06,null,null
0.000679711,null,null,0.000318875,null
-0.000201467,null,null,null,-0.0005374
0.988024,-0.0162195,null,null,null
-0.000327746,null,-1.46189e-06,null,null
0.000565981,null,null,0.000487427,null
0.000127667,null,null,null,-0.000532682
0.988024,-0.0162195,null,null,null
-0.000327746,null,-1.46189e-06,null,null
0.000565981,null,null,0.000487427,null
0.000127667,null,null,null,-0.000532682
0.983097,-0.0181331,null,null,null
7.21786e-05,null,6.69849e-05,null,null
0.000737861,null,null,0.000710022,null
0.000154104,null,null,null,-0.000205821
0.984171,-0.0161382,null,null,null
-0.00010793,null,3.38376e-05,null,null
0.000284769,null,null,0.000737564,null
-0.000390355,null,null,null,-0.0004737
0.980654,-0.012971,null,null,null
0.000146638,null,-4.69709e-05,null,null
0.000295641,null,null,0.000329225,null
-0.000271504,null,null,null,4.67987e-05
0.98107,-0.0104173,null,null,null
0.000132845,null,0.000226171,null,null
0.000403451,null,null,0.000625505,null
0.00114354,null,null,null,0.000215208
0.984469,-0.0133588,null,null,null
0.000453675,null,0.000122819,null,null
0.000483136,null,null,0.000234985,null
0.000922461,null,null,null,0.000667285
0.982431,-0.0176494,null,null,null
0.000386515,null,0.000178144,null,null
0.000487835,null,null,0.000411954,null
0.00047344,null,null,null,6.38191e-05
0.982431,-0.0176494,null,null,null
0.000386515,null,0.000178144,null,null
0.000487835,null,null,0.000411954,null
0.00047344,null,null,null,6.38191e-05
0.981759,-0.019921,null,null,null
0.000525045,null,0.000425751,null,null
0.000224514,null,null,0.000514247,null
0.000390273,null,null,null,-0.000214693
0.981759,-0.019921,null,null,null
0.000525045,null,0.000425751,null,null
0.000224514,null,null,0.000514247,null
0.000390273,null,null,null,-0.000214693
0.983431,-0.0175524,null,null,null
7.01416e-05,null,0.000251039,null,null
0.000177331,null,null,0.00042871,null
0.000549165,null,null,null,-0.0003835
0.981901,-0.018026,null,null,null
5.67145e-06,null,2.48505e-05,null,null
-1.51073e-05,null,null,0.00052089,null
-0.000345044,null,null,null,-0.000620821
0.974087,-0.0185053,null,null,null
0.000123419,null,-8.27413e-05,null,null
4.52206e-05,null,null,0.000469859,null
