MDTU,S_F
1,5.27678e-06
2,5.25233e-06
3,5.14793e-06
4,5.08838e-06
5,5.26889e-06
6,5.32287e-06
7,5.33678e-06
8,5.35135e-06
9,5.30553e-06
10,5.30648e-06
11,5.26017e-06
12,5.17314e-06
13,5.21234e-06
14,5.17877e-06
15,5.0853e-06
16,5.12683e-06
17,5.11157e-06
18,5.02436e-06
19,5.11953e-06
20,5.10396e-06
21,5.16757e-06
22,5.26168e-06
23,5.19557e-06
24,5.08506e-06
25,5.05213e-06
26,5.11649e-06
27,5.11649e-06
28,4.97742e-06
29,5.01605e-06
30,5.00414e-06
31,5.05224e-06
32,5.0113e-06
33,5.12778e-06
34,5.1381e-06
35,5.07115e-06
36,5.08124e-06
37,4.99437e-06
38,4.99437e-06
39,5.09012e-06
40,5.049e-06
41,5.09288e-06
42,5.09331e-06
43,5.02707e-06
44,5.02859e-06
45,5.02859e-06
46,5.12426e-06
47,5.12426e-06
48,5.10323e-06
49,5.08707e-06
50,5.19677e-06
51,5.19677e-06
52,5.2332e-06
53,5.14747e-06
54,5.25592e-06
55,5.1927e-06
56,5.1927e-06
57,5.17296e-06
58,5.16683e-06
59,5.23396e-06
60,5.09247e-06
61,5.02406e-06
62,5.08626e-06
63,4.99295e-06
64,4.93922e-06
65,5.00435e-06
66,4.96355e-06
67,4.939e-06
68,5.0006e-06
69,5.0006e-06
70,5.00604e-06
71,5.02949e-06
72,4.98615e-06
73,5.02183e-06
74,5.02183e-06
75,5.00632e-06
76,5.00632e-06
77,5.05916e-06
78,5.15248e-06
79,5.19857e-06
80,5.18387e-06
81,5.20755e-06
82,5.15687e-06
83,5.12782e-06
84,5.12782e-06
85,5.12782e-06
86,5.12782e-06
87,5.13235e-06
88,5.04393e-06
89,5.05029e-06
90,5.15368e-06
91,5.17293e-06
92,5.16272e-06
93,5.178e-06
94,5.18383e-06
95,5.16319e-06
96,5.19468e-06
97,5.15898e-06
98,5.15898e-06
99,5.19461e-06
100,5.20408e-06
101,5.12874e-06
102,5.1854e-06
103,5.18859e-06
104,5.28934e-06
105,5.28054e-06
106,5.26535e-06
107,5.26535e-06
108,5.22345e-06
109,5.2845e-06
110,5.17002e-06
111,5.18692e-06
112,5.18692e-06
113,5.29482e-06
114,5.23515e-06
115,5.31003e-06
116,5.25895e-06
117,5.19772e-06
118,5.1925e-06
119,5.19078e-06
120,5.25187e-06
121,5.20464e-06
122,5.27106e-06
123,5.26507e-06
124,5.23582e-06
125,5.23582e-06
126,5.23582e-06
127,5.23155e-06
128,5.23155e-06
129,5.26256e-06
130,5.27275e-06
131,5.27275e-06
132,5.27531e-06
133,5.29704e-06
134,5.27294e-06
135,5.30885e-06
136,5.37194e-06
137,5.4318e-06
138,5.47093e-06
139,5.47093e-06
140,5.54989e-06
141,5.52919e-06
142,5.52919e-06
143,5.52989e-06
144,5.52989e-06
145,5.54091e-06
146,5.5676e-06
147,5.53694e-06
148,5.5673e-06
149,5.44598e-06
150,5.47099e-06
151,5.48434e-06
152,5.41923e-06
153,5.44116e-06
154,5.49785e-06
155,5.44262e-06
156,5.45313e-06
157,5.62266e-06
158,5.5995e-06
159,5.59179e-06
160,5.53297e-06
161,5.54407e-06
162,5.56997e-06
163,5.50424e-06
164,5.50424e-06
165,5.50424e-06
166,5.53404e-06
167,5.63322e-06
168,5.62225e-06
169,5.67847e-06
170,5.66728e-06
171,5.7359e-06
172,5.73084e-06
173,5.75252e-06
174,5.86466e-06
175,5.78495e-06
176,5.80665e-06
177,5.80606e-06
178,5.88206e-06
179,5.86436e-06
180,6.01364e-06
181,5.93835e-06
182,5.96539e-06
183,5.97847e-06
184,6.07065e-06
185,6.16012e-06
186,6.15812e-06
187,6.24724e-06
188,6.31114e-06
189,6.43305e-06
190,6.49801e-06
191,6.64198e-06
192,6.83451e-06
193,6.96555e-06
194,7.19956e-06
195,7.49145e-06
196,7.95534e-06
197,8.72685e-06
198,1.11311e-05
199,1.11311e-05
200,1.43744e-05
201,1.43744e-05
202,1.43744e-05
203,1.43744e-05
204,1.43744e-05
205,1.43744e-05
206,1.43744e-05
207,1.43744e-05
208,1.43744e-05
209,1.43744e-05
210,1.43744e-05
211,1.43744e-05
212,1.43744e-05
213,1.43744e-05
214,1.43744e-05
215,1.43744e-05
216,1.43744e-05
217,1.43744e-05
218,1.43744e-05
219,1.43744e-05
220,1.43744e-05
221,1.43744e-05
222,1.43744e-05
223,1.43744e-05
224,1.43744e-05
225,1.43744e-05
226,1.43744e-05
227,1.43744e-05
228,1.43744e-05
229,1.43744e-05
230,1.43744e-05
231,1.43744e-05
232,1.43744e-05
233,1.43744e-05
234,1.43744e-05
235,1.43744e-05
236,1.43744e-05
237,1.43744e-05
238,1.43744e-05
239,1.43744e-05
240,1.43744e-05
241,1.43744e-05
242,1.43744e-05
243,1.43744e-05
244,1.43744e-05
245,1.43744e-05
246,1.43744e-05
247,1.43744e-05
248,1.43744e-05
249,1.43744e-05
250,1.43744e-05
251,1.43744e-05
252,1.43744e-05
253,1.43744e-05
254,1.43744e-05
255,1.43744e-05
256,1.43744e-05
257,1.43744e-05
258,1.43744e-05
259,1.43744e-05
260,1.43744e-05
261,1.43744e-05
262,1.43744e-05
263,1.43744e-05
264,1.43744e-05
265,1.43744e-05
266,1.43744e-05
267,1.43744e-05
268,1.43744e-05
269,1.43744e-05
270,1.43744e-05
271,1.43744e-05
272,1.43744e-05
273,1.43744e-05
274,1.43744e-05
275,1.43744e-05
276,1.43744e-05
277,1.43744e-05
278,1.43744e-05
279,1.43744e-05
280,1.43744e-05
281,1.43744e-05
282,1.43744e-05
283,1.43744e-05
284,1.43744e-05
285,1.43744e-05
286,1.43744e-05
287,1.43744e-05
288,1.43744e-05
289,1.43744e-05
290,1.43744e-05
291,1.43744e-05
292,1.43744e-05
293,1.43744e-05
294,1.43744e-05
295,1.43744e-05
296,1.43744e-05
297,1.43744e-05
