t,eps_f,eps_g
10,0.0125,0.000892857
20,0.0125,0.000892857
30,0.0277778,0.00231481
40,0.0277778,0.00231481
50,0.0277778,0.00231481
60,0.0277778,0.00231481
70,0.0277778,0.00231481
80,0.0277778,0.00231481
90,0.0277778,0.00231481
100,0.0277778,0.00231481
110,0.0277778,0.00231481
120,0.0277778,0.00231481
130,0.0277778,0.00231481
140,0.0277778,0.00231481
150,0.0277778,0.00231481
160,0.0277778,0.00231481
170,0.0277778,0.00231481
180,0.0277778,0.00231481
190,0.0277778,0.00231481
200,0.0277778,0.00231481
210,0.0277778,0.00231481
220,0.0277778,0.00231481
230,0.0277778,0.00231481
240,0.0277778,0.00231481
250,0.0277778,0.00231481
260,0.0277778,0.00231481
270,0.0277778,0.00231481
280,0.0277778,0.00231481
290,0.0277778,0.00231481
300,0.0277778,0.00231481
