ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.996038,0.00789375,null,null,null
-0.350004,null,0.138632,null,null
0.259256,null,null,-0.276501,null
0.00111015,null,null,null,0.00436163
0.996064,-0.000234552,null,null,null
-0.289832,null,0.190924,null,null
0.357101,null,null,-0.241199,null
-0.000450973,null,null,null,-0.00288941
0.99611,0.0021801,null,null,null
-0.409325,null,0.159964,null,null
0.380209,null,null,-0.276589,null
0.000863481,null,null,null,0.00383454
0.996211,0.002258,null,null,null
-0.401016,null,0.122691,null,null
0.37477,null,null,-0.280455,null
0.00229264,null,null,null,-0.00234971
0.996246,0.00236444,null,null,null
-0.438525,null,0.0410105,null,null
0.38607,null,null,-0.246096,null
0.00194164,null,null,null,-0.000604259
0.996197,0.00836723,null,null,null
-0.387211,null,0.0793564,null,null
0.370856,null,null,-0.191365,null
0.00508294,null,null,null,-0.00230299
0.996117,0.0133964,null,null,null
-0.426139,null,0.131405,null,null
0.431451,null,null,-0.225802,null
-0.00129495,null,null,null,-0.000426054
0.996047,0.0186399,null,null,null
-0.399154,null,0.216388,null,null
0.415712,null,null,-0.263018,null
0.00751237,null,null,null,0.00111887
0.996106,0.0136524,null,null,null
-0.394296,null,0.244422,null,null
0.359026,null,null,-0.203588,null
0.000560835,null,null,null,0.00141924
0.995949,0.0145905,null,null,null
-0.35154,null,0.231931,null,null
0.40859,null,null,-0.219037,null
0.00523466,null,null,null,-0.000622337
0.995994,0.0107704,null,null,null
-0.303667,null,0.236385,null,null
0.414715,null,null,-0.210621,null
0.00668237,null,null,null,0.00173244
0.996162,0.00678462,null,null,null
-0.276026,null,0.328346,null,null
0.469034,null,null,-0.177519,null
0.00428075,null,null,null,0.00580444
0.99613,0.0110233,null,null,null
-0.242874,null,0.352295,null,null
0.404449,null,null,-0.0494687,null
-0.000196285,null,null,null,0.00643975
0.996039,0.0103321,null,null,null
-0.266261,null,0.329249,null,null
0.453021,null,null,-0.071219,null
-0.00417809,null,null,null,0.00135196
0.996053,0.0105373,null,null,null
-0.347125,null,0.32977,null,null
0.436641,null,null,-0.0321541,null
-0.00070409,null,null,null,0.00193441
0.996073,0.0126204,null,null,null
-0.424081,null,0.32471,null,null
0.419944,null,null,-0.0506615,null
-0.00499246,null,null,null,0.0022534
0.9962,0.00769129,null,null,null
-0.382216,null,0.317887,null,null
0.430099,null,null,-0.0908486,null
-0.00594114,null,null,null,0.000782495
0.996158,0.0104726,null,null,null
-0.344964,null,0.401796,null,null
0.444529,null,null,-0.20278,null
0.00221875,null,null,null,-0.00215311
0.996089,0.00776398,null,null,null
-0.364698,null,0.42012,null,null
0.491843,null,null,-0.221411,null
-0.00218403,null,null,null,-0.000260788
0.996123,0.0112251,null,null,null
-0.343046,null,0.396433,null,null
0.400589,null,null,-0.253129,null
0.00284485,null,null,null,-0.00158145
0.996101,0.014341,null,null,null
-0.244749,null,0.38878,null,null
0.36684,null,null,-0.239646,null
0.0077034,null,null,null,-0.0033327
0.996047,0.0142642,null,null,null
-0.218196,null,0.381161,null,null
0.306671,null,null,-0.272599,null
0.00340608,null,null,null,-0.00168165
0.996086,0.0158313,null,null,null
-0.276225,null,0.378557,null,null
0.246744,null,null,-0.25813,null
0.00292056,null,null,null,-0.000793824
0.996077,0.0140044,null,null,null
-0.213734,null,0.38228,null,null
0.260336,null,null,-0.23551,null
-0.000576699,null,null,null,0.00735735
0.996051,0.0185446,null,null,null
-0.218164,null,0.351712,null,null
0.325427,null,null,-0.241971,null
0.00556601,null,null,null,0.00891624
0.996021,0.0211909,null,null,null
-0.269154,null,0.336027,null,null
0.193194,null,null,-0.234563,null
0.00209336,null,null,null,0.00589391
0.99597,0.026291,null,null,null
-0.175006,null,0.41098,null,null
0.249135,null,null,-0.236145,null
0.000787821,null,null,null,0.00894427
0.99597,0.026291,null,null,null
-0.175006,null,0.41098,null,null
0.249135,null,null,-0.236145,null
0.000787821,null,null,null,0.00894427
0.995888,0.0256724,null,null,null
-0.167451,null,0.315993,null,null
0.315767,null,null,-0.262605,null
0.000922775,null,null,null,0.00493986
0.996024,0.0217005,null,null,null
-0.15972,null,0.359249,null,null
0.3227,null,null,-0.340253,null
-0.0012792,null,null,null,-0.00665008
0.996024,0.0217005,null,null,null
-0.15972,null,0.359249,null,null
0.3227,null,null,-0.340253,null
