t,cost
10,1561.17
20,1533.65
30,676.053
40,672.213
50,673.493
60,668.16
70,664.107
80,661.547
90,667.093
100,670.293
110,672.853
120,674.56
130,676.907
140,676.267
150,677.76
160,673.067
170,672.64
180,673.28
190,670.72
200,670.08
210,671.147
220,672.853
230,656.853
240,658.56
250,653.867
260,658.56
270,632.747
280,633.387
290,629.973
300,629.333
310,635.52
320,644.053
330,634.453
340,638.293
350,632.96
360,631.253
370,631.467
380,628.693
390,628.48
400,627.627
410,635.947
420,636.8
430,651.947
440,658.347
450,655.36
460,655.147
470,657.707
480,663.253
490,657.493
500,653.227
510,656
520,646.4
530,648.107
540,649.813
550,641.92
560,641.707
570,643.627
580,645.76
590,652.587
600,648.32
610,649.387
620,644.267
630,639.787
640,638.72
650,632.747
660,629.12
670,626.987
680,626.56
690,630.187
700,630.613
710,631.253
720,675.627
730,676.053
740,675.413
750,673.067
760,663.253
770,661.76
780,667.52
790,658.133
800,654.293
810,660.907
820,645.973
830,670.933
840,675.84
850,677.12
860,687.36
870,682.667
880,681.387
890,681.387
900,682.453
910,680.32
920,685.44
930,682.24
940,683.52
950,682.88
960,680.96
970,679.893
980,678.4
990,676.053
1000,670.293
1010,669.013
1020,667.52
1030,646.827
1040,653.653
1050,658.56
1060,661.12
1070,661.76
1080,654.507
1090,636.373
1100,617.387
1110,617.6
1120,611.84
1130,616.107
1140,621.44
1150,632.32
1160,623.573
1170,622.72
1180,626.773
1190,626.347
1200,625.28
1210,629.76
1220,634.24
1230,692.693
1240,692.693
1250,689.067
1260,692.48
1270,687.573
1280,684.8
1290,683.307
1300,688
1310,684.373
1320,684.587
1330,687.147
1340,686.293
1350,681.173
1360,682.88
1370,684.16
1380,681.813
1390,682.24
1400,680.32
1410,676.693
1420,677.333
1430,624.853
1440,630.187
1450,624.213
1460,615.68
1470,622.08
1480,620.8
1490,614.827
1500,595.627
1510,596.907
1520,589.867
1530,586.24
1540,679.467
1550,767.787
1560,768.427
1570,765.653
1580,770.133
1590,761.173
1600,762.453
1610,765.653
1620,763.947
1630,835.84
1640,834.133
1650,837.333
1660,823.467
1670,816.213
1680,813.44
1690,812.373
1700,812.587
1710,801.707
1720,791.253
1730,762.453
1740,752.213
1750,758.4
1760,757.333
1770,751.787
1780,749.013
1790,750.08
1800,753.707
1810,751.573
1820,749.44
1830,690.56
1840,689.067
1850,686.933
1860,688
1870,685.653
1880,685.44
1890,685.227
1900,685.44
1910,684.587
1920,687.147
1930,687.147
1940,674.987
1950,670.72
1960,668.8
1970,670.293
1980,669.44
1990,677.12
2000,677.12
