t,|deltaS|
1,0.6437
2,0.07136
3,0.04228
4,0.029
5,0.1999
6,0.01735
7,0.06921
8,0.0367
9,0.1328
10,0.01376
11,0.008078
12,0.09937
13,0.2401
14,0.003126
15,0.1055
16,0.07451
17,0.06884
18,0.01569
19,0.01431
20,0.1212
21,0.2734
22,0.3358
23,0.2852
24,0.4085
25,0.2335
26,0.3495
27,0.006977
28,0.2672
29,0.6882
30,0.4497
31,1.272
32,0.01573
33,0.4214
34,1.431
35,0.3312
36,0.4498
37,0.3082
38,0.9014
39,0.07788
40,0.6297
41,0.08221
42,0.5937
43,0.5722
44,0.09797
45,0.9681
46,0.4626
47,0.4847
48,0.7968
49,0.5846
50,0.8784
51,0.9113
52,0.2845
53,0.2247
54,0.1593
55,0.7477
56,0.1296
57,0.236
58,0.2254
59,0.7052
60,0.3847
61,0.447
62,0.6157
63,0.1065
64,0.6567
65,0.1879
66,0.2682
67,0.134
68,0.07896
69,0.1951
70,0.5
71,0.0696
72,0.4626
73,0.6357
74,0.3098
75,0.1892
76,0.9559
77,0.5615
78,0.8662
79,0.3764
80,1.303
81,0.1712
82,0.8115
83,0.6913
84,0.8052
85,0.07048
86,0.445
87,0.0003385
88,0.01414
89,1.511
90,0.1504
91,0.4605
92,0.897
93,0.1868
94,0.2255
95,0.2904
96,0.1118
97,0.2828
98,0.009854
99,0.7632
100,0.4751
101,0.2937
102,0.7461
103,0.4058
104,0.1421
105,0.07002
106,0.02193
107,1.349
108,0.4857
109,0.7665
110,0.3058
111,0.1286
112,0.4067
113,0.905
114,0.2918
115,0.07138
116,0.2097
117,0.08477
118,0.7453
119,0.1082
120,0.3426
121,0.8244
122,0.7879
123,0.1313
124,0.4554
125,0.3301
126,0.03906
127,0.5626
128,0.0006457
129,0.4161
130,0.06469
131,0.4046
132,0.1301
133,0.3972
134,0.06986
135,0.8434
136,0.3144
137,0.2868
138,0.7223
139,0.1891
140,0.04092
141,0.1739
142,1.281
143,0.7342
144,0.1749
145,0.2266
146,1.173
147,0.5206
148,0.002811
149,0.3963
150,0.8765
151,0.1405
152,0.3872
153,0.03001
154,0.0523
155,0.3713
156,0.3055
157,0.1385
158,0.5322
159,0.334
160,1.167
161,0.6735
162,0.01184
163,0.04581
164,0.1585
165,0.4167
166,0.2851
167,0.5358
168,0.2279
169,0.3179
170,0.1018
171,1.035
172,1.042
173,0.1509
174,1.389
175,0.0869
176,1.465
177,0.6239
178,0.04812
179,0.08849
180,0.1134
181,0.6214
182,1.214
183,0.2714
184,0.1043
185,0.01128
186,1.102
187,0.5942
188,0.2704
189,0.09813
190,0.2422
191,0.1205
192,1.159
193,1.173
194,0.2376
195,0.2037
196,0.17
197,0.4601
198,0.1753
199,0.2014
200,0.357
201,0.1247
202,1.304
203,0.1451
204,0.04647
205,0.7792
206,0.08174
207,0.9444
208,0.1469
209,0.1144
210,0.06889
211,0.08592
212,0.7208
213,0.0228
214,0.4849
215,0.389
216,0.2486
217,0.05406
218,0.04511
219,0.08946
220,0.2921
221,0.6752
222,0.5176
223,0.9439
224,0.09631
225,0.2752
226,1.417
227,0.1336
228,0.5669
229,0.5332
230,0.3162
231,0.6251
232,0.003806
233,0.1204
234,0.1274
235,0.5731
236,1.212
237,0.09768
238,0.6731
239,0.002704
240,0.06998
241,0.8656
242,1.181
243,0.0542
244,0.08723
245,0.5111
246,0.0829
247,0.2383
248,0.2186
249,0.09655
250,0.7615
251,0.4254
252,0.3743
253,0.02425
254,0.3565
255,0.1676
256,1.125
257,0.8632
258,0.4298
259,0.06412
260,0.3306
261,0.02567
262,0.03575
263,0.535
264,0.4883
265,0.4887
266,0.174
267,0.4281
268,0.4112
269,0.8769
270,0.2796
271,0.09423
272,0.2152
273,0.528
274,0.1514
275,0.544
276,0.3286
277,0.2509
278,0.2169
279,0.1368
280,0.3023
281,0.348
282,0.1032
283,0.9059
284,0.6296
285,0.3103
286,0.008724
287,0.1488
288,0.6975
289,0.1192
290,0.4368
291,0.5261
292,0.4181
293,0.2631
294,0.8377
295,0.2059
296,0.7494
297,0.9589
298,3.384e-05
299,0.3008
300,0.03401
301,1.916
302,0.1682
303,0.244
304,0.9923
305,0.6247
306,0.403
307,1.138
308,0.1938
309,0.3341
310,0.3741
311,0.0255
312,0.8184
313,0.06583
314,0.2577
315,0.3487
316,0.08526
317,0.09271
318,0.275
319,0.2637
320,0.6759
321,0.168
322,0.03968
323,0.2145
324,0.2539
325,0.7544
326,0.7125
327,0.7595
328,0.1719
329,0.293
330,0.6765
331,0.1741
332,0.3204
333,0.4034
334,0.08941
335,0.5327
336,1.231
337,0.8165
338,0.1747
339,0.7093
340,0.003682
341,0.8088
342,0.7977
343,0.07119
344,0.6894
345,0.8893
346,0.233
347,0.3606
348,0.1094
349,0.6909
350,1.672
351,0.2094
352,0.2294
353,0.4829
354,0.1534
355,0.5433
356,0.0218
357,0.4369
358,0.01762
359,0.4046
360,0.04906
361,1.032
362,0.8268
363,0.7794
364,1.179
365,0.6891
366,0.714
367,0.383
368,0.02567
369,0.136
370,0.2975
371,0.6833
372,1.005
373,1.446
374,0.488
375,0.5732
376,0.2347
377,0.05068
378,0.08468
379,1.127
380,0.1125
381,0.7529
382,0.321
383,0.002024
384,0.456
385,0.6064
386,0.02968
387,1.25
388,0.7465
389,0.5632
390,0.0578
391,0.009884
392,0.4884
393,0.712
394,0.5854
395,0.2648
396,0.5243
397,0.09012
398,0.1202
399,0.9209
400,0.7752
401,0.7082
402,0.1289
403,0.9093
404,0.3482
405,0.1211
406,0.2331
407,0.281
408,0.5997
409,1.313
410,0.01569
411,0.2391
412,0.07708
413,0.02263
414,1.035
415,0.9378
416,0.7084
417,0.1272
418,0.8548
419,0.2525
420,0.857
421,1.302
422,0.3573
423,0.3494
424,0.2108
425,0.6972
426,0.1915
427,0.01131
428,0.6876
429,0.5217
430,0.8714
431,0.5452
432,1.032
433,0.6325
434,0.3798
435,0.4867
436,0.4734
437,0.005983
438,0.1202
439,0.6702
440,0.7264
441,0.3841
442,1.516
443,0.4715
444,0.2358
445,0.6384
446,0.2386
447,0.2235
448,0.6082
449,0.7488
450,0.2543
451,0.8499
452,0.1215
453,0.3324
454,0.5158
455,0.8497
456,0.02877
457,0.4685
458,1.154
459,0.3391
460,0.8923
461,0.394
462,0.5457
463,0.3672
464,0.4126
465,0.03825
466,0.4774
467,0.4148
468,0.04238
469,0.2808
470,0.3748
471,0.1511
472,0.1047
473,0.339
474,0.5971
475,0.06201
476,0.03207
477,0.4984
478,0.06886
479,0.2933
480,0.03011
481,0.298
482,1.024
483,0.2409
484,0.3258
485,0.6867
486,0.02122
487,0.1851
488,0.2742
489,0.4638
490,0.4662
491,0.5327
492,0.03526
493,0.1738
494,0.09641
495,0.3736
496,0.7183
497,0.2417
498,0.1978
499,1.193
500,0.1348
501,0.02713
502,1.174
503,0.2079
504,0.7933
505,0.04288
506,0.3646
507,0.1243
508,0.7194
509,0.7099
510,0.7366
511,0.1599
512,0.3223
513,1.084
514,0.5076
515,1.248
516,0.4149
517,0.4125
518,1.021
519,0.07625
520,0.3922
521,0.4258
522,0.5471
523,0.5176
524,0.06812
525,0.5224
526,0.2367
527,0.2802
528,0.2153
529,0.1446
530,0.4293
531,0.7275
532,0.4508
533,0.2993
534,0.3029
535,0.163
536,0.1393
537,0.2406
538,0.5931
539,1.133
540,0.6597
541,0.1562
542,0.3823
543,0.3981
544,0.2553
545,0.04639
546,0.3902
547,0.3705
548,1.484
549,0.09555
550,0.4602
551,1.061
552,1.239
