MDTU,min_width,max_width
1,0.0597944,0.0349995
2,0.0610795,0.0350794
3,0.060174,0.0347898
4,0.0595829,0.0339101
5,0.0612834,0.0350716
6,0.0614795,0.0348235
7,0.0594239,0.0338765
8,0.0599108,0.0337796
9,0.0584818,0.0342453
10,0.0571981,0.0336804
11,0.0583428,0.0335763
12,0.060166,0.0338893
13,0.058672,0.0331916
14,0.0579886,0.0335568
15,0.0587358,0.0340205
16,0.0588882,0.0343301
17,0.0587147,0.0332292
18,0.0597446,0.0336946
19,0.0580477,0.0325177
20,0.0578684,0.033378
21,0.0574153,0.0315944
22,0.0572374,0.0315377
23,0.0571951,0.0313463
24,0.0561449,0.0311593
25,0.0543413,0.0305931
26,0.0543413,0.0305931
27,0.0543413,0.0305931
28,0.0543413,0.0305931
29,0.056101,0.0310776
30,0.0554011,0.0306388
31,0.0555013,0.0315971
32,0.0561949,0.0312518
33,0.0556657,0.0306601
34,0.0564279,0.0314783
35,0.0547626,0.0306883
36,0.0550448,0.0309935
37,0.0567736,0.0318818
38,0.0567736,0.0318818
39,0.0570834,0.0323653
40,0.0572771,0.031988
41,0.0572771,0.031988
42,0.057877,0.032702
43,0.0590074,0.0335195
44,0.0600999,0.0349937
45,0.0600996,0.0348787
46,0.0609073,0.0339658
47,0.0632373,0.0365854
48,0.0618592,0.0348105
49,0.0611536,0.0343156
50,0.0595062,0.0338713
51,0.0591773,0.0335271
52,0.0601776,0.0339599
53,0.0601374,0.0349675
54,0.0601345,0.0344396
55,0.0594835,0.033592
56,0.0577516,0.0323397
57,0.0577516,0.0323397
58,0.0567237,0.0325727
59,0.0595732,0.0337665
60,0.0595732,0.0337665
61,0.0589878,0.0330546
62,0.0578728,0.0328336
63,0.0572716,0.032115
64,0.0558397,0.0318824
65,0.0557046,0.0316888
66,0.0557046,0.0316888
67,0.0557046,0.0316888
68,0.0573254,0.0322066
69,0.0574792,0.0314273
70,0.0567678,0.0317386
71,0.0578748,0.0321886
72,0.0578748,0.0321886
73,0.0577031,0.0326648
74,0.0584194,0.0330896
75,0.0598216,0.0335072
76,0.058966,0.0328679
77,0.058627,0.0321741
78,0.0588302,0.0320329
79,0.0594848,0.0328865
80,0.058721,0.0326838
81,0.0587546,0.0335897
82,0.0593212,0.0337973
83,0.0593212,0.0337973
84,0.0581948,0.0329768
85,0.0583069,0.0334686
86,0.058798,0.0342914
87,0.0590091,0.0331411
