MDTU,plaq,Re(det),Im(det),link
1,0.624367,1.01051,0.474671,0.0699016
2,0.630383,0.96521,0.448287,0.070671
3,0.62824,0.955293,0.450969,0.070361
4,0.598204,0.878475,0.426804,0.0676989
5,0.626994,0.890139,0.421156,0.0706336
6,0.61758,0.881626,0.420465,0.0694612
7,0.604406,0.910706,0.438482,0.0680148
8,0.589898,0.878161,0.43197,0.0661825
9,0.598582,0.896682,0.420529,0.0667152
10,0.582852,0.84694,0.412985,0.0649403
11,0.583743,0.839358,0.409598,0.065578
12,0.594832,0.864667,0.413928,0.0666941
13,0.576022,0.811054,0.392788,0.0646029
14,0.571474,0.784207,0.387283,0.0645356
15,0.583943,0.806826,0.388972,0.065508
16,0.599695,0.826715,0.391577,0.0672024
17,0.582723,0.80583,0.384046,0.0645957
18,0.596428,0.812402,0.384487,0.0664441
19,0.542053,0.712491,0.35978,0.0613568
20,0.551046,0.685372,0.34431,0.0629793
21,0.525341,0.67706,0.342737,0.0593381
22,0.525043,0.682021,0.34757,0.059169
23,0.522756,0.683892,0.353674,0.0590737
24,0.513067,0.663723,0.34749,0.0581272
25,0.490666,0.630623,0.347648,0.0546754
26,0.490666,0.630623,0.347648,0.0546754
27,0.490666,0.630623,0.347648,0.0546754
28,0.490666,0.630623,0.347648,0.0546754
29,0.500686,0.628379,0.338969,0.0567135
30,0.485712,0.602678,0.329503,0.055504
31,0.488729,0.568433,0.310603,0.0570105
32,0.484936,0.582421,0.314899,0.0564387
33,0.476178,0.561434,0.311763,0.0548672
34,0.499031,0.572432,0.307128,0.0577846
35,0.46391,0.528688,0.297562,0.0540376
36,0.472088,0.540335,0.300172,0.0543978
37,0.501754,0.574873,0.303508,0.0580149
38,0.501754,0.574873,0.303508,0.0580149
39,0.519758,0.585129,0.30293,0.0595183
40,0.521608,0.618345,0.318405,0.05927
41,0.521608,0.618345,0.318405,0.05927
42,0.536201,0.640531,0.325649,0.0614722
43,0.568661,0.668323,0.32697,0.0645239
44,0.586767,0.661291,0.318958,0.0672886
45,0.605645,0.703322,0.324439,0.0682632
46,0.589642,0.652161,0.309919,0.0668763
47,0.63919,0.689395,0.307598,0.0726679
48,0.597607,0.642763,0.300024,0.0682522
49,0.571147,0.604377,0.291131,0.066078
50,0.563886,0.597307,0.291729,0.0648165
51,0.552584,0.57482,0.279842,0.0638324
52,0.559664,0.581042,0.28382,0.0644769
53,0.583149,0.614198,0.292732,0.066669
54,0.583771,0.625425,0.295358,0.0662688
55,0.549628,0.569548,0.281962,0.0627782
56,0.531673,0.54404,0.275882,0.0600826
57,0.531673,0.54404,0.275882,0.0600826
58,0.525073,0.545454,0.282776,0.0593385
59,0.5661,0.579163,0.283389,0.0638934
60,0.5661,0.579163,0.283389,0.0638934
61,0.557863,0.570056,0.279096,0.0625102
62,0.551327,0.585632,0.289752,0.0610801
63,0.521434,0.532779,0.274558,0.0584588
64,0.506696,0.515811,0.271635,0.0562884
65,0.501748,0.516341,0.271959,0.0559575
66,0.501748,0.516341,0.271959,0.0559575
67,0.501748,0.516341,0.271959,0.0559575
68,0.526147,0.538079,0.271546,0.0586345
69,0.517726,0.541091,0.278195,0.0565907
70,0.511506,0.518974,0.270311,0.0569454
71,0.539267,0.551636,0.27529,0.0592209
72,0.539267,0.551636,0.27529,0.0592209
73,0.547113,0.570189,0.283002,0.0603983
74,0.566048,0.561115,0.276044,0.0615286
75,0.586137,0.641831,0.30413,0.0635797
76,0.576496,0.603587,0.291171,0.061927
77,0.540669,0.561527,0.281783,0.0585031
78,0.535466,0.546736,0.271892,0.0589457
79,0.554989,0.542295,0.261753,0.0617458
80,0.536575,0.51922,0.25474,0.0601835
81,0.564105,0.555751,0.267644,0.0626212
82,0.576225,0.582638,0.279947,0.0632682
83,0.576225,0.582638,0.279947,0.0632682
84,0.547316,0.531439,0.269708,0.0607567
85,0.554907,0.531702,0.261847,0.061418
86,0.584975,0.562259,0.265472,0.0645414
87,0.534538,0.498188,0.251777,0.060563
88,0.561683,0.522731,0.254184,0.0635806
89,0.568007,0.524386,0.253375,0.0644375
90,0.581638,0.543048,0.257931,0.0650762
91,0.60085,0.574824,0.267404,0.0675642
92,0.610882,0.57546,0.262916,0.06939
93,0.594137,0.585353,0.273273,0.0677839
94,0.538484,0.496404,0.250395,0.0613883
95,0.550621,0.504775,0.249343,0.0629584
96,0.523426,0.48706,0.250651,0.0590905
97,0.530266,0.479423,0.241224,0.0604821
98,0.514734,0.457262,0.238503,0.0589416
99,0.523644,0.46523,0.238607,0.0596804
100,0.487328,0.425792,0.226975,0.0559343
101,0.473245,0.39138,0.212231,0.0550361
102,0.473245,0.39138,0.212231,0.0550361
103,0.487323,0.39752,0.212524,0.0574684
104,0.465012,0.37313,0.205304,0.0557354
105,0.465012,0.37313,0.205304,0.0557354
106,0.468203,0.389859,0.217758,0.0549603
107,0.494726,0.399157,0.211331,0.0585141
108,0.494726,0.399157,0.211331,0.0585141
109,0.518889,0.418774,0.212411,0.0609051
110,0.527751,0.428161,0.220994,0.062215
111,0.513961,0.401169,0.205406,0.0604462
112,0.513961,0.401169,0.205406,0.0604462
113,0.557473,0.468176,0.230191,0.064197
114,0.557473,0.468176,0.230191,0.064197
115,0.56943,0.508763,0.243274,0.0645658
116,0.56943,0.508763,0.243274,0.0645658
117,0.588274,0.516426,0.243352,0.0660328
118,0.575906,0.522007,0.246787,0.0645828
119,0.550135,0.491584,0.235472,0.0616384
120,0.550135,0.491584,0.235472,0.0616384
121,0.558081,0.479504,0.233578,0.0624937
122,0.547113,0.469173,0.228097,0.0619265
123,0.563921,0.494888,0.238512,0.063338
124,0.563921,0.494888,0.238512,0.063338
125,0.563921,0.494888,0.238512,0.063338
126,0.541895,0.450248,0.225101,0.0614108
127,0.548131,0.469699,0.231137,0.0622216
128,0.526113,0.437599,0.22265,0.0590229
129,0.526113,0.437599,0.22265,0.0590229
130,0.506387,0.418425,0.22018,0.057985
131,0.499329,0.421437,0.222348,0.0566588
132,0.491843,0.400152,0.209613,0.056837
133,0.500632,0.414802,0.218201,0.0562288
134,0.523168,0.44251,0.224382,0.0585719
135,0.518929,0.427214,0.218625,0.058527
136,0.508973,0.407953,0.211757,0.0586241
137,0.504141,0.390673,0.205582,0.0582449
138,0.474412,0.376663,0.205061,0.0550562
139,0.474412,0.376663,0.205061,0.0550562
140,0.474412,0.376663,0.205061,0.0550562
141,0.474412,0.376663,0.205061,0.0550562
142,0.496542,0.420189,0.225858,0.0566968
143,0.496542,0.420189,0.225858,0.0566968
144,0.500503,0.42271,0.221788,0.0564102
145,0.499544,0.442023,0.232006,0.0562997
146,0.49257,0.400169,0.212367,0.0567348
147,0.49257,0.400169,0.212367,0.0567348
148,0.46754,0.3842,0.214603,0.0546249
149,0.468621,0.385508,0.215138,0.0540824
150,0.514595,0.445188,0.230499,0.0576958
151,0.504254,0.425362,0.223351,0.0559774
152,0.495331,0.404477,0.215027,0.055492
153,0.512274,0.412917,0.209985,0.0577527
154,0.506799,0.406497,0.212581,0.0576136
155,0.505556,0.409916,0.211441,0.0569668
156,0.505556,0.409916,0.211441,0.0569668
157,0.489328,0.370273,0.197704,0.055117
158,0.489328,0.370273,0.197704,0.055117
159,0.489328,0.370273,0.197704,0.055117
160,0.533754,0.423416,0.208539,0.0597355
161,0.533754,0.423416,0.208539,0.0597355
162,0.533754,0.423416,0.208539,0.0597355
163,0.507814,0.409726,0.213903,0.056581
164,0.511838,0.42145,0.215489,0.0567966
165,0.514167,0.410813,0.209944,0.056999
166,0.514167,0.410813,0.209944,0.056999
167,0.514167,0.410813,0.209944,0.056999
168,0.482555,0.379107,0.201582,0.0543608
169,0.504103,0.39415,0.20035,0.0570468
170,0.510136,0.405008,0.20896,0.0576452
171,0.529212,0.415175,0.207875,0.0612396
172,0.536712,0.418971,0.207123,0.0626185
173,0.509957,0.38861,0.19876,0.0593965
174,0.514166,0.39805,0.20178,0.059521
175,0.549551,0.438576,0.216957,0.0625689
