MDTU,min_min,min_max,max_min,max_max5
1,-0.234879,0.00125606,0.0333701,0.212464
2,-0.234879,0.00125606,0.0333701,0.212464
3,-0.238579,0.121045,0.0439527,0.322538
4,-0.24249,0.101417,0.0441762,0.304454
5,-0.229563,0.093386,0.0412939,0.308311
6,-0.217461,0.0877836,0.0485523,0.29941
7,-0.232875,0.0910887,0.0501155,0.297281
8,-0.21625,0.0841621,0.0559538,0.293342
9,-0.221755,0.083007,0.0478272,0.285169
10,-0.227625,0.0815315,0.0533656,0.292691
11,-0.233396,0.0827117,0.0476951,0.293056
12,-0.220427,0.0734357,0.0551653,0.291527
13,-0.224155,0.0847672,0.0549562,0.289216
14,-0.21509,0.075789,0.0481679,0.29751
15,-0.226246,0.076577,0.050581,0.303797
16,-0.235613,0.0791977,0.0524741,0.295254
17,-0.237242,0.0728978,0.0549606,0.296083
18,-0.237242,0.0728978,0.0549606,0.296083
19,-0.231879,0.0774423,0.0541645,0.292144
20,-0.223396,0.0679359,0.0507576,0.282041
21,-0.221176,0.0753909,0.0578537,0.291869
22,-0.235316,0.0666526,0.0473618,0.280447
23,-0.232669,0.0711551,0.0549658,0.286521
24,-0.246458,0.0648742,0.0521663,0.277637
25,-0.233211,0.0637664,0.0429596,0.280141
26,-0.23003,0.062879,0.0486619,0.277736
27,-0.245899,0.0627952,0.0511945,0.273876
28,-0.234811,0.0613809,0.0457266,0.284292
29,-0.236225,0.0609988,0.051814,0.276513
30,-0.236336,0.0596577,0.0339884,0.270181
31,-0.237187,0.0566882,0.0435038,0.276133
32,-0.238455,0.0581641,0.0473559,0.27613
33,-0.230404,0.0540532,0.0486299,0.268025
34,-0.231453,0.0530243,0.0411873,0.269847
35,-0.234597,0.0499499,0.0520488,0.269622
36,-0.244381,0.0522171,0.0397328,0.270615
37,-0.232426,0.051146,0.0477622,0.266401
38,-0.234333,0.0517255,0.0542875,0.268713
39,-0.22536,0.0630351,0.0539559,0.270478
40,-0.224459,0.0460257,0.0530364,0.266433
41,-0.237376,0.0559312,0.0509506,0.2685
42,-0.21715,0.0440039,0.0543452,0.265213
43,-0.23176,0.0494124,0.057495,0.266712
44,-0.228423,0.0497487,0.0607796,0.2693
45,-0.234346,0.0592464,0.05823,0.262801
46,-0.241714,0.0408736,0.0457025,0.258717
47,-0.22485,0.052102,0.0588271,0.267636
48,-0.253788,0.0404856,0.0552211,0.272547
49,-0.222346,0.041082,0.059833,0.259612
50,-0.230999,0.0463689,0.0481853,0.274494
51,-0.219657,0.0428166,0.0567112,0.271889
52,-0.225663,0.0535997,0.0448385,0.257932
53,-0.241968,0.0433986,0.0570733,0.269771
54,-0.236228,0.0350664,0.0532171,0.254341
55,-0.242823,0.0331741,0.0503148,0.264632
56,-0.24579,0.035084,0.0527185,0.257328
57,-0.235705,0.0314871,0.0482635,0.259393
58,-0.248641,0.0362839,0.0382763,0.255661
59,-0.240488,0.0281548,0.0413582,0.261242
60,-0.247946,0.025323,0.0389981,0.25615
61,-0.247946,0.025323,0.0389981,0.25615
62,-0.24567,0.0259021,0.042359,0.248228
63,-0.255552,0.0252415,0.0348027,0.247829
64,-0.255552,0.0252415,0.0348027,0.247829
65,-0.242327,0.0327172,0.043121,0.256697
66,-0.247947,0.0277542,0.0329649,0.253937
67,-0.247947,0.0277542,0.0329649,0.253937
68,-0.242374,0.0249632,0.0443459,0.25062
69,-0.242427,0.0283876,0.0474207,0.249905
70,-0.234895,0.0333812,0.0403658,0.25523
71,-0.241775,0.0308127,0.0495038,0.265513
72,-0.267757,0.0384973,0.0420019,0.244337
73,-0.241865,0.0208912,0.0499242,0.245291
74,-0.255347,0.0220402,0.0479666,0.242129
75,-0.25165,0.0247072,0.0355026,0.24203
76,-0.247305,0.0306007,0.0381414,0.252186
77,-0.25712,0.0267647,0.0410103,0.247685
78,-0.233894,0.013421,0.0519873,0.244417
79,-0.241289,0.0159057,0.0360753,0.245563
80,-0.237296,0.0265579,0.0536208,0.257275
81,-0.24113,0.0256829,0.0549863,0.240083
82,-0.246268,0.0120701,0.0531732,0.249083
83,-0.246268,0.0120701,0.0531732,0.249083
84,-0.246268,0.0120701,0.0531732,0.249083
85,-0.235314,0.0155499,0.0518325,0.246344
86,-0.234096,0.0193327,0.0492531,0.242783
87,-0.243661,0.0237316,0.0447306,0.242942
88,-0.252566,0.0240743,0.0548797,0.248138
89,-0.234824,0.0125192,0.0463914,0.256294
90,-0.253233,0.0211788,0.0500161,0.25173
91,-0.241776,0.0148776,0.04803,0.23977
92,-0.253893,0.0212062,0.0494884,0.2494
93,-0.256602,0.0198994,0.0390924,0.25211
94,-0.256602,0.0198994,0.0390924,0.25211
95,-0.256602,0.0198994,0.0390924,0.25211
96,-0.256602,0.0198994,0.0390924,0.25211
97,-0.239314,0.0179544,0.0458927,0.245915
98,-0.254768,0.0171667,0.0446707,0.251702
99,-0.254768,0.0171667,0.0446707,0.251702
100,-0.254768,0.0171667,0.0446707,0.251702
101,-0.249546,0.0203223,0.0483728,0.246373
102,-0.238964,0.0300689,0.0524683,0.25
103,-0.245027,0.0174968,0.0502697,0.243558
104,-0.241499,0.017234,0.0427582,0.240327
105,-0.244389,0.0137683,0.055362,0.246435
106,-0.244389,0.0137683,0.055362,0.246435
107,-0.232906,0.014526,0.0557572,0.246624
108,-0.234615,0.0141822,0.0532432,0.248656
109,-0.249489,0.0203968,0.0623503,0.241414
110,-0.249489,0.0203968,0.0623503,0.241414
111,-0.228667,0.0147289,0.0572796,0.24551
112,-0.232154,0.0158747,0.0566155,0.253
113,-0.234821,0.0204314,0.0646365,0.246618
114,-0.219951,0.0196652,0.0683183,0.253544
115,-0.232307,0.0120459,0.0617921,0.243443
116,-0.225372,0.0139001,0.0655843,0.249036
117,-0.225372,0.0139001,0.0655843,0.249036
118,-0.231114,0.0166905,0.062961,0.242812
119,-0.231438,0.0241471,0.0648584,0.239411
120,-0.238278,0.0161276,0.0601428,0.241968
121,-0.257056,0.0166981,0.056542,0.240005
122,-0.230585,0.0150304,0.0581131,0.242106
123,-0.228528,0.0107822,0.0519306,0.253522
124,-0.244231,0.0135226,0.0547392,0.240437
125,-0.237615,0.00907499,0.0536516,0.253769
126,-0.241499,0.0138365,0.0574181,0.247556
127,-0.23187,0.0188337,0.0519355,0.246553
128,-0.238465,0.0151239,0.0567392,0.248697
129,-0.236718,0.0162359,0.0447002,0.23917
130,-0.236759,0.00729509,0.053279,0.245639
131,-0.244232,0.0203106,0.0584243,0.249037
132,-0.263238,0.0121403,0.0446267,0.249974
133,-0.243402,0.0109079,0.0510174,0.246166
134,-0.255033,0.0110164,0.0492574,0.242586
135,-0.255033,0.0110164,0.0492574,0.242586
136,-0.238424,0.0137534,0.0517833,0.241825
137,-0.242348,0.00775015,0.0476009,0.241374
138,-0.235207,0.00746218,0.0363472,0.247219
139,-0.254069,0.0154302,0.0482779,0.244607
140,-0.245004,0.00815559,0.0308354,0.243957
141,-0.244284,0.00976936,0.0374962,0.249142
142,-0.247483,0.00555878,0.0458099,0.23705
143,-0.247483,0.00555878,0.0458099,0.23705
144,-0.245512,0.00936563,0.0431533,0.247809
145,-0.245512,0.00936563,0.0431533,0.247809
146,-0.259874,0.020654,0.0490709,0.248152
147,-0.256989,0.00921669,0.0493998,0.238668
148,-0.252085,0.00895832,0.0548109,0.241635
149,-0.263633,0.0178314,0.057882,0.23689
150,-0.273233,0.0161099,0.051331,0.243691
151,-0.253893,0.0145672,0.0392162,0.241705
152,-0.250403,0.00313814,0.045561,0.249793
153,-0.250403,0.00313814,0.045561,0.249793
154,-0.250403,0.00313814,0.045561,0.249793
155,-0.249115,0.0109193,0.0478808,0.244528
156,-0.267094,0.0144853,0.0498966,0.248303
157,-0.251327,0.017786,0.0405578,0.254888
158,-0.258363,0.0166348,0.0428842,0.248545
159,-0.244042,0.0140294,0.0454195,0.241837
160,-0.248818,0.00996156,0.0521738,0.240823
161,-0.246168,0.0096942,0.0534991,0.25725
162,-0.250668,0.00795697,0.049254,0.244214
163,-0.250668,0.00795697,0.049254,0.244214
164,-0.253628,0.0140107,0.054185,0.24399
165,-0.248103,0.0120546,0.0518104,0.246329
166,-0.257498,0.0101197,0.0529819,0.238619
167,-0.241108,0.0165591,0.0471494,0.243866
168,-0.244214,0.00564277,0.0581176,0.247722
169,-0.245212,0.0147044,0.0525407,0.248382
170,-0.251271,0.0148138,0.0584939,0.23864
171,-0.253485,0.00942722,0.0555799,0.24318
172,-0.23922,0.012464,0.0526438,0.247215
173,-0.242358,0.014357,0.0483322,0.238587
174,-0.252103,0.0109943,0.0493333,0.239839
175,-0.26147,0.0106604,0.0488916,0.238533
176,-0.26147,0.0106604,0.0488916,0.238533
177,-0.25018,0.0148592,0.0275305,0.24905
178,-0.25018,0.0148592,0.0275305,0.24905
179,-0.263682,0.0150708,0.0548286,0.250593
180,-0.243591,0.00581371,0.0442435,0.241833
181,-0.240342,0.00136759,0.0575705,0.23742
182,-0.251552,0.00630635,0.0528306,0.239431
183,-0.239998,0.00803452,0.0496118,0.241993
184,-0.245808,0.00687473,0.0597071,0.247079
