t,e^(-dS)
1,0.0930145
2,0.0925506
3,0.0919969
4,1.558
5,1.19196
6,1.19985
7,1.07887
8,1.0101
9,1.10993
10,1.05334
11,1.57413
12,1.29628
13,1.05777
14,1.33964
15,1.54141
16,1.16067
17,1.43018
18,0.807752
19,0.99124
20,1.13428
21,3.43494
22,1.98834
23,1.45732
24,3.34344
25,2.76212
26,2.85765
27,2.05484
28,0.48355
29,2.65515
30,1.89212
31,1.63624
32,1.88532
33,3.13303
34,1.24471
35,1.02783
36,2.52061
37,3.93142
38,2.35938
39,4.19125
40,1.27967
41,0.949528
42,0.875728
43,2.13806
44,2.00371
45,0.830108
46,1.10179
47,4.38855
48,1.66746
49,1.82668
50,1.84319
51,2.15244
52,3.06792
53,1.21385
54,2.38858
55,5.04299
56,1.98437
57,1.5874
58,0.852655
59,0.923864
60,0.891366
61,0.389185
62,2.16322
63,0.86045
64,0.516748
65,1.01805
66,6.17186
67,0.840213
68,3.50433
69,0.474307
70,0.691495
71,0.383238
72,3.54309
73,1.65715
74,2.35655
75,0.5762
76,0.265007
77,4.87441
78,0.87424
79,7.12066
80,1.34152
81,6.2714
82,3.35684
83,0.316954
84,0.321101
85,1.78229
86,2.18671
87,3.74717
88,2.1865
89,0.7455
90,3.30026
91,0.57851
92,0.876341
93,0.491104
94,0.777322
95,0.0505901
96,0.507834
97,1.34716
98,2.41911
99,0.215671
100,0.401038
101,1.23813
102,5.21219
103,2.87485
104,1.31482
105,0.840045
106,0.12493
107,0.343352
108,5.09877
109,1.64001
110,0.229466
111,1.43089
112,0.337564
113,1.85967
114,1.09197
115,2.69932
116,0.993836
117,0.566204
118,0.327915
119,0.464265
120,1.16766
121,0.569441
122,1.06515
123,0.865541
124,0.492382
125,0.980944
126,1.95815
127,4.19125
128,1.88137
129,1.49646
130,0.522359
131,2.64349
132,0.372321
133,0.906984
134,0.289674
135,0.502932
136,0.465706
137,1.12919
138,1.45296
139,1.16544
140,1.36493
141,0.772595
142,3.70988
143,0.21915
144,0.913136
145,0.180324
146,0.458681
147,0.962646
148,0.244877
149,1.78997
150,0.21915
151,1.63526
152,0.240028
153,0.223577
154,0.223577
155,0.744308
156,1.97052
157,0.525082
158,0.158025
159,1.00462
160,0.623379
