t,deltaS
1,2.375
2,2.38
3,2.386
4,-0.4434
5,-0.1756
6,-0.1822
7,-0.07591
8,-0.01005
9,-0.1043
10,-0.05197
11,-0.4537
12,-0.2595
13,-0.05616
14,-0.2924
15,-0.4327
16,-0.149
17,-0.3578
18,0.2135
19,0.008799
20,-0.126
21,-1.234
22,-0.6873
23,-0.3766
24,-1.207
25,-1.016
26,-1.05
27,-0.7202
28,0.7266
29,-0.9765
30,-0.6377
31,-0.4924
32,-0.6341
33,-1.142
34,-0.2189
35,-0.02745
36,-0.9245
37,-1.369
38,-0.8584
39,-1.433
40,-0.2466
41,0.05179
42,0.1327
43,-0.7599
44,-0.695
45,0.1862
46,-0.09694
47,-1.479
48,-0.5113
49,-0.6025
50,-0.6115
51,-0.7666
52,-1.121
53,-0.1938
54,-0.8707
55,-1.618
56,-0.6853
57,-0.4621
58,0.1594
59,0.07919
60,0.115
61,0.9437
62,-0.7716
63,0.1503
64,0.6602
65,-0.01789
66,-1.82
67,0.1741
68,-1.254
69,0.7459
70,0.3689
71,0.9591
72,-1.265
73,-0.5051
74,-0.8572
75,0.5513
76,1.328
77,-1.584
78,0.1344
79,-1.963
80,-0.2938
81,-1.836
82,-1.211
83,1.149
84,1.136
85,-0.5779
86,-0.7824
87,-1.321
88,-0.7823
89,0.2937
90,-1.194
91,0.5473
92,0.132
93,0.7111
94,0.2519
95,2.984
96,0.6776
97,-0.298
98,-0.8834
99,1.534
100,0.9137
101,-0.2136
102,-1.651
103,-1.056
104,-0.2737
105,0.1743
106,2.08
107,1.069
108,-1.629
109,-0.4947
110,1.472
111,-0.3583
112,1.086
113,-0.6204
114,-0.08798
115,-0.993
116,0.006183
117,0.5688
118,1.115
119,0.7673
120,-0.155
121,0.5631
122,-0.06312
123,0.1444
124,0.7085
125,0.01924
126,-0.672
127,-1.433
128,-0.632
129,-0.4031
130,0.6494
131,-0.9721
132,0.988
133,0.09763
134,1.239
135,0.6873
136,0.7642
137,-0.1215
138,-0.3736
139,-0.1531
140,-0.3111
141,0.258
142,-1.311
143,1.518
144,0.09087
145,1.713
146,0.7794
147,0.03807
148,1.407
149,-0.5822
150,1.518
151,-0.4918
152,1.427
153,1.498
154,1.498
155,0.2953
156,-0.6783
157,0.6442
158,1.845
159,-0.004607
160,0.4726
161,-0.832
162,-0.6388
163,1.364
164,0.5384
165,0.689
166,-0.7955
167,-0.4704
168,0.2854
169,-0.8893
170,-0.6206
171,-0.2419
172,0.6255
173,0.3455
174,-1.288
175,0.3516
176,0.9934
177,0.06545
178,0.932
179,1.02
180,-0.4932
181,-0.06665
182,-0.4847
183,-1.305
184,-0.0158
185,0.0395
186,-1.452
187,1.126
188,0.1785
189,0.8187
190,-0.4134
191,-0.1571
192,-0.5542
193,0.6218
194,0.3836
195,0.4214
196,-0.6432
197,-0.9609
198,-0.2196
199,-0.4225
200,-0.05755
201,0.61
202,-0.547
203,-1.64
204,-0.4799
205,0.5624
206,1.52
207,0.3537
208,-0.5305
209,0.2223
210,3.289
211,-0.597
212,1.948
213,0.4107
214,1.144
215,0.2968
216,-1.411
217,1.538
218,-1.633
219,0.03125
220,1.074
221,0.4913
222,-0.1643
223,1.673
224,0.552
225,0.7759
226,0.4358
227,1.921
228,-0.5502
229,1.771
230,1.036
231,-0.5721
232,-1.235
233,0.7492
234,0.1164
235,-0.6525
236,-0.5889
237,-0.5125
238,0.08418
239,-1.185
240,0.8802
241,0.5502
242,2.002
243,0.2424
244,1.004
245,0.6301
246,1.036
247,1.837
248,1.35
249,0.1068
250,0.317
251,2.524
252,-0.8079
253,0.946
254,0.04727
255,-0.1565
256,0.19
257,2.448
258,1.294
259,0.7303
260,0.7429
261,0.744
262,1.51
263,0.3668
264,1.505
265,-0.5846
266,-1.871
267,2.375
268,1.401
269,-0.2623
270,0.7106
271,0.5916
272,0.1736
273,-0.6913
274,2.174
275,0.09177
276,-0.7602
277,-0.1297
278,-1.034
279,-1.484
280,1.239
281,0.6253
282,-0.9214
283,-0.3168
284,0.3036
285,-2.509
286,-1.556
287,1.687
288,1.301
289,0.04607
