t,N_f,N_g
10,144,1728
20,144,1728
30,36,432
40,30,360
50,26,312
60,24,288
70,24,288
80,24,288
90,24,288
100,24,288
110,24,240
120,24,288
130,24,288
140,24,288
150,24,288
160,24,288
170,24,288
180,24,288
190,24,288
200,24,288
210,24,288
220,24,288
230,24,288
240,24,288
250,24,288
260,24,288
270,24,288
280,24,288
290,24,288
300,24,288
310,24,288
320,24,288
330,24,288
340,24,288
350,24,288
360,24,288
370,24,288
380,24,288
390,24,288
400,24,288
410,24,288
420,24,288
430,24,288
440,24,288
450,24,288
460,24,288
470,24,288
480,24,288
490,24,288
500,24,288
510,24,288
520,24,288
530,24,288
540,24,288
550,24,288
560,24,288
570,24,288
580,24,288
590,24,288
600,24,288
610,24,288
620,24,288
630,24,288
640,24,288
650,24,288
660,24,288
670,24,288
680,24,288
690,24,288
700,24,288
710,24,288
720,24,288
730,24,288
740,24,288
750,24,288
760,24,288
770,24,288
780,24,288
790,24,288
800,24,288
810,24,288
820,24,288
830,24,288
840,24,288
850,24,288
860,24,288
870,24,288
880,24,288
890,24,288
900,24,288
910,24,288
920,24,288
930,24,288
940,24,288
950,24,288
960,24,288
970,24,288
980,24,288
990,24,288
1000,24,288
1010,24,288
1020,24,288
1030,24,288
1040,24,288
1050,24,288
1060,24,288
1070,24,288
1080,24,288
1090,24,288
1100,24,288
1110,24,288
1120,24,288
1130,24,288
1140,24,288
1150,24,288
1160,24,288
1170,24,288
1180,24,288
1190,24,288
1200,24,288
1210,24,288
1220,24,288
1230,24,288
1240,24,288
1250,24,288
1260,24,288
1270,24,288
1280,24,288
1290,24,288
1300,24,288
1310,24,288
1320,24,288
1330,24,288
1340,24,288
1350,24,288
1360,24,288
1370,24,288
1380,24,288
1390,24,288
1400,24,288
1410,24,288
1420,24,288
1430,24,288
1440,24,288
1450,24,288
1460,24,288
1470,24,288
1480,24,288
1490,24,288
1500,24,288
1510,24,288
1520,24,288
1530,24,288
1540,24,288
1550,24,288
1560,24,288
1570,24,288
1580,24,288
1590,24,288
1600,24,288
1610,24,288
1620,24,288
1630,24,288
1640,24,288
1650,24,288
1660,24,288
1670,24,288
1680,24,288
1690,24,288
1700,24,288
1710,24,288
1720,24,288
1730,24,288
1740,24,288
1750,24,288
1760,24,288
1770,24,288
1780,24,288
1790,24,288
1800,24,288
1810,24,288
1820,24,288
1830,24,288
1840,24,288
1850,24,288
1860,24,288
1870,24,288
1880,24,288
1890,24,288
1900,24,288
1910,24,288
1920,24,288
1930,24,288
1940,24,288
1950,24,288
1960,24,288
1970,24,288
1980,24,288
1990,24,288
2000,24,288
2010,24,288
2020,24,288
2030,24,288
2040,24,288
2050,24,288
2060,24,288
2070,24,288
2080,24,288
2090,24,288
2100,24,288
2110,24,288
2120,24,288
2130,24,288
2140,24,288
2150,24,288
2160,24,288
2170,24,288
2180,24,288
2190,24,288
2200,24,288
2210,24,288
2220,24,288
2230,24,288
2240,24,288
2250,24,288
2260,24,288
2270,24,288
2280,24,288
2290,24,288
2300,24,288
2310,24,288
2320,24,288
2330,24,288
2340,24,288
2350,24,288
2360,24,288
2370,24,288
2380,24,288
2390,24,288
2400,24,288
2410,24,288
2420,24,288
2430,24,288
2440,24,288
2450,24,288
2460,24,288
2470,24,288
