MDTU,0,2,4,6,8,10
10,0.0496505,0.0502989,0.0509251,0.0512044,0.0516117,0.0517798
20,0.0450586,0.0456937,0.0466285,0.0473068,0.0474957,0.0482271
30,0.0437548,0.0442792,0.0454991,0.0459363,0.0461398,0.0464117
40,0.0435832,0.0437769,0.0449097,0.0452768,0.0456491,0.0457324
50,0.0400318,0.0403614,0.0416615,0.0419457,0.0424295,0.042678
60,0.0428877,0.0436354,0.0439856,0.0442221,0.0448529,0.0450741
70,0.0442114,0.0445019,0.0451386,0.0453838,0.0459563,0.046104
80,0.041433,0.0422424,0.0429599,0.043145,0.0439626,0.0444888
90,0.0425212,0.0429349,0.0436681,0.0438965,0.0444145,0.0449079
100,0.0411195,0.0417603,0.0420565,0.0423263,0.0431174,0.0433405
110,0.0391637,0.040475,0.0407308,0.0419429,0.0421942,0.0427358
120,0.0405254,0.0406699,0.0417496,0.0419643,0.0424807,0.042668
130,0.0409398,0.0418294,0.0426378,0.0427358,0.0433706,0.0435934
140,0.0416902,0.0423003,0.0430377,0.0433031,0.0433799,0.043614
150,0.0390881,0.0400572,0.0409671,0.0412903,0.0415037,0.0422099
160,0.040412,0.0412372,0.0415603,0.0421383,0.0424757,0.0427111
170,0.0400402,0.0404005,0.0408885,0.0415325,0.0418158,0.0420631
180,0.0398002,0.0400712,0.0415106,0.0418792,0.0421121,0.0425921
190,0.0383215,0.0387021,0.0409945,0.0411727,0.0415158,0.041689
200,0.0388806,0.0392817,0.0406617,0.0411734,0.041886,0.0421491
210,0.0404385,0.0413521,0.0420152,0.0421697,0.0423598,0.0426646
220,0.0401075,0.0408503,0.0410757,0.0416971,0.0421302,0.0423142
230,0.0396512,0.0397769,0.0404012,0.0407198,0.0410667,0.0411763
240,0.0390948,0.0394232,0.0396435,0.0405219,0.0420301,0.0421762
250,0.0371536,0.0376183,0.0396268,0.0403733,0.0407355,0.04095
260,0.0412455,0.0414688,0.0420454,0.0424474,0.0429677,0.0432859
270,0.0394416,0.0399624,0.0405163,0.0409182,0.0416822,0.0422537
280,0.0393622,0.0395444,0.0402567,0.0404068,0.0406222,0.0414003
290,0.0399312,0.0402416,0.0408129,0.0416837,0.0423817,0.0428002
300,0.0393227,0.0402581,0.0407546,0.0410615,0.0413953,0.0419688
310,0.0391064,0.0396294,0.0403976,0.0409522,0.0415001,0.0416276
320,0.0380623,0.0382913,0.0390546,0.0395998,0.0402603,0.0403381
330,0.0407214,0.0415001,0.0418227,0.0422977,0.0426817,0.0431334
340,0.04023,0.0406122,0.0409563,0.0412443,0.0418753,0.0430529
350,0.0423023,0.0427374,0.0430184,0.0432432,0.0434801,0.0439592
360,0.039771,0.0406786,0.0417637,0.0420423,0.0424687,0.0431531
370,0.0394926,0.0399407,0.0411466,0.0413663,0.0423447,0.0425808
380,0.0392419,0.0394856,0.0404513,0.0409306,0.0417937,0.042044
390,0.0392787,0.0400099,0.0406928,0.0409924,0.0414299,0.0420061
400,0.0371069,0.0372987,0.0391428,0.0394404,0.0405143,0.040714
410,0.0395657,0.0405933,0.0413368,0.0414913,0.0418802,0.0422171
420,0.0391138,0.0400824,0.0404642,0.0408441,0.0412588,0.0414305
