MDTU,min_width,max_width
1,0.0557202,0.0368471
2,0.0557202,0.0368471
3,0.0557202,0.0368471
4,0.0557202,0.0368471
5,0.0557202,0.0368471
6,0.0557202,0.0368471
7,0.0557202,0.0368471
8,0.0670256,0.0460556
9,0.0640024,0.0443033
10,0.0633553,0.0428846
11,0.0607831,0.040528
12,0.0599915,0.0400902
13,0.0576134,0.0392575
14,0.0583371,0.0394774
15,0.0582165,0.0397762
16,0.0587644,0.0390572
17,0.0580732,0.0391377
18,0.0550428,0.0369088
19,0.0564724,0.0371798
20,0.0567913,0.0375512
21,0.0542049,0.036284
22,0.0529405,0.035367
23,0.0523055,0.0341459
24,0.0538605,0.0352589
25,0.0549658,0.0355968
26,0.0544103,0.0368611
27,0.0552197,0.0357129
28,0.0562365,0.0359736
29,0.0556035,0.036334
30,0.0556035,0.036334
31,0.0562515,0.0367188
32,0.0548338,0.036365
33,0.0534683,0.0347865
34,0.0541568,0.0354214
35,0.0540973,0.035484
36,0.0529653,0.0342982
37,0.0515342,0.0341504
38,0.0530433,0.034599
39,0.054305,0.0355314
40,0.0546052,0.0360787
41,0.0544053,0.0358111
42,0.0560481,0.0365593
43,0.0576321,0.0376884
44,0.0553383,0.0362792
45,0.0550302,0.0370875
46,0.0530134,0.0344068
47,0.0530134,0.0344068
48,0.052204,0.0336249
49,0.0517171,0.0335158
50,0.0526906,0.0338374
51,0.0526906,0.0338374
52,0.0516985,0.0335498
53,0.0528695,0.0337171
54,0.0502552,0.0322646
55,0.0510957,0.0329374
56,0.0516636,0.0335648
57,0.0517563,0.0333913
58,0.0517563,0.0333913
59,0.0517563,0.0333913
60,0.0524803,0.0340831
61,0.0524803,0.0340831
62,0.0525747,0.0334486
63,0.0525747,0.0334486
64,0.0532803,0.0345605
65,0.0554026,0.0355212
66,0.0557378,0.0362195
67,0.0545981,0.0351003
68,0.0545981,0.0351003
69,0.0571365,0.0357186
70,0.0571365,0.0357186
71,0.0571365,0.0357186
72,0.0562313,0.0354457
73,0.0562313,0.0354457
74,0.0570861,0.0367881
75,0.0558778,0.035778
76,0.0558778,0.035778
77,0.0553039,0.0362956
78,0.0553039,0.0362956
79,0.05529,0.0358495
80,0.0556251,0.0358499
81,0.0536361,0.0347885
