MDTU,min_ave,max_ave
1,-0.22278,0.167472
2,-0.22278,0.167472
3,-0.22278,0.167472
4,-0.22278,0.167472
5,-0.22278,0.167472
6,-0.22278,0.167472
7,-0.22278,0.167472
8,-0.149841,0.21642
9,-0.154463,0.21413
10,-0.152229,0.215339
11,-0.152423,0.214655
12,-0.155009,0.213332
13,-0.15656,0.213359
14,-0.158867,0.212001
15,-0.160338,0.211175
16,-0.162761,0.209725
17,-0.165137,0.209136
18,-0.165592,0.209114
19,-0.169171,0.207746
20,-0.172047,0.205568
21,-0.171345,0.206063
22,-0.169247,0.206997
23,-0.173727,0.205094
24,-0.177228,0.203533
25,-0.177964,0.203879
26,-0.179804,0.202565
27,-0.181737,0.202699
28,-0.182694,0.202153
29,-0.185624,0.200338
30,-0.185624,0.200338
31,-0.186659,0.199478
32,-0.187305,0.199516
33,-0.185529,0.199892
34,-0.189513,0.198714
35,-0.186591,0.199593
36,-0.188048,0.199003
37,-0.187748,0.199214
38,-0.188857,0.198723
39,-0.19026,0.197753
40,-0.191452,0.198371
41,-0.192069,0.19793
42,-0.196483,0.195971
43,-0.197632,0.194823
44,-0.198228,0.193922
45,-0.199622,0.19445
46,-0.198875,0.194713
47,-0.198875,0.194713
48,-0.19863,0.194661
49,-0.199245,0.19504
50,-0.200458,0.193413
51,-0.200458,0.193413
52,-0.201344,0.193451
53,-0.202931,0.192938
54,-0.203137,0.192913
55,-0.201711,0.193074
56,-0.20404,0.192267
57,-0.206425,0.190966
58,-0.206425,0.190966
59,-0.206425,0.190966
60,-0.205148,0.192005
61,-0.205148,0.192005
62,-0.206703,0.191206
63,-0.206703,0.191206
64,-0.206222,0.192139
65,-0.206645,0.191226
66,-0.20911,0.189917
67,-0.207634,0.191289
68,-0.207634,0.191289
69,-0.21142,0.189378
70,-0.21142,0.189378
71,-0.21142,0.189378
72,-0.211409,0.188499
73,-0.211409,0.188499
74,-0.214044,0.187203
75,-0.214429,0.187044
76,-0.214429,0.187044
77,-0.213518,0.187301
78,-0.213518,0.187301
79,-0.214782,0.187611
80,-0.214392,0.187559
81,-0.213237,0.187518
82,-0.214245,0.187977
83,-0.215178,0.187347
84,-0.217684,0.186311
85,-0.2169,0.186711
86,-0.214537,0.188314
87,-0.217545,0.187282
88,-0.215943,0.186451
89,-0.217582,0.186021
90,-0.217582,0.186021
91,-0.219418,0.185343
92,-0.215933,0.187245
93,-0.218361,0.186123
94,-0.215355,0.187329
95,-0.215355,0.187329
96,-0.216635,0.187619
97,-0.216635,0.187619
98,-0.218532,0.186384
99,-0.217315,0.186331
100,-0.218379,0.186021
101,-0.220159,0.184946
102,-0.220159,0.184946
103,-0.220508,0.184089
104,-0.220644,0.184443
105,-0.220644,0.184443
106,-0.220644,0.184443
107,-0.220259,0.185594
108,-0.223446,0.1848
109,-0.223446,0.1848
110,-0.223505,0.183892
111,-0.221674,0.184779
112,-0.22128,0.185016
113,-0.222057,0.184897
114,-0.222057,0.184897
115,-0.222057,0.184897
116,-0.221343,0.185044
117,-0.223432,0.18483
118,-0.223432,0.18483
119,-0.222493,0.185332
120,-0.222493,0.185332
121,-0.223234,0.184529
122,-0.223139,0.186177
123,-0.223622,0.184989
124,-0.222845,0.185671
125,-0.222845,0.185671
126,-0.222845,0.185671
127,-0.223265,0.184671
128,-0.224667,0.184033
129,-0.223401,0.184375
130,-0.223401,0.184375
131,-0.223401,0.184375
132,-0.224852,0.184368
133,-0.225326,0.183342
134,-0.22865,0.18199
135,-0.22865,0.18199
136,-0.22865,0.18199
137,-0.231568,0.180782
138,-0.232404,0.179958
139,-0.232404,0.179958
140,-0.230002,0.180907
141,-0.233048,0.180851
142,-0.230956,0.181584
143,-0.230956,0.181584
144,-0.229165,0.182395
145,-0.229165,0.182395
146,-0.228603,0.183095
147,-0.226711,0.183161
148,-0.225468,0.183835
149,-0.226284,0.182971
150,-0.226566,0.183132
151,-0.2297,0.182093
152,-0.228727,0.182055
153,-0.229175,0.18209
154,-0.228856,0.182466
155,-0.2288,0.183042
156,-0.230131,0.182703
157,-0.230131,0.182703
158,-0.230131,0.182703
159,-0.230131,0.182703
160,-0.227976,0.183284
161,-0.22726,0.183139
162,-0.227777,0.182166
163,-0.226814,0.18301
164,-0.226706,0.183276
165,-0.228224,0.183096
166,-0.225997,0.183596
167,-0.225997,0.183596
168,-0.227209,0.183563
169,-0.224594,0.184313
170,-0.226572,0.183201
171,-0.226572,0.183201
172,-0.229234,0.18173
173,-0.229234,0.18173
174,-0.229234,0.18173
175,-0.231452,0.181188
176,-0.232401,0.180152
177,-0.230661,0.180208
178,-0.230982,0.180775
179,-0.230982,0.180775
180,-0.230744,0.181595
181,-0.228517,0.182785
182,-0.228517,0.182785
183,-0.228286,0.182439
184,-0.227708,0.182886
185,-0.228888,0.181949
186,-0.228205,0.182765
187,-0.227562,0.183621
188,-0.227787,0.183687
189,-0.226321,0.183652
190,-0.226321,0.183652
191,-0.228155,0.182489
192,-0.228155,0.182489
193,-0.228155,0.182489
194,-0.226969,0.183088
195,-0.226309,0.183497
196,-0.224657,0.184029
197,-0.226234,0.183631
198,-0.225347,0.184945
199,-0.225347,0.184945
200,-0.225347,0.184945
201,-0.225347,0.184945
202,-0.225347,0.184945
203,-0.225347,0.184945
204,-0.225347,0.184945
205,-0.22495,0.18404
206,-0.226285,0.183728
207,-0.227872,0.183197
208,-0.227628,0.182954
209,-0.228031,0.183348
210,-0.228031,0.183348
211,-0.228031,0.183348
212,-0.225211,0.184283
213,-0.225211,0.184283
214,-0.225211,0.184283
215,-0.225211,0.184283
216,-0.225284,0.184973
217,-0.224988,0.18506
218,-0.224988,0.18506
219,-0.224904,0.184101
220,-0.226299,0.184698
221,-0.226299,0.184698
222,-0.222683,0.185272
223,-0.226648,0.183796
224,-0.227095,0.182378
225,-0.226988,0.182624
226,-0.228277,0.181575
227,-0.229775,0.181624
228,-0.229775,0.181624
229,-0.228426,0.181525
230,-0.228423,0.181598
231,-0.230398,0.181543
232,-0.229282,0.181788
233,-0.231487,0.180943
234,-0.230495,0.180957
235,-0.230845,0.180865
236,-0.232756,0.180531
237,-0.234888,0.180164
