MDTU,plaq,Re(det),Im(det),link
1,0.714975,0.622424,0.199753,0.0773651
2,0.714975,0.622424,0.199753,0.0773651
3,0.714975,0.622424,0.199753,0.0773651
4,0.714975,0.622424,0.199753,0.0773651
5,0.714975,0.622424,0.199753,0.0773651
6,0.714975,0.622424,0.199753,0.0773651
7,0.714975,0.622424,0.199753,0.0773651
8,1.16645,6.22301,1.75224,0.113996
9,1.08818,5.1816,1.48334,0.107537
10,1.06318,5.22006,1.51656,0.104517
11,0.989478,4.59959,1.41398,0.0976732
12,0.963619,4.20386,1.30049,0.0951449
13,0.92204,3.8978,1.21935,0.091893
14,0.916864,3.70177,1.1766,0.0918585
15,0.930333,3.66739,1.14211,0.0933971
16,0.915611,3.46486,1.07751,0.0921046
17,0.898158,3.23882,1.02483,0.0910524
18,0.829035,2.88088,0.948535,0.0842004
19,0.847599,2.77589,0.913861,0.0861798
20,0.84129,2.60602,0.849476,0.0861885
21,0.79668,2.4696,0.819724,0.0818894
22,0.770185,2.43349,0.837165,0.0787727
23,0.729517,2.13585,0.757122,0.0754185
24,0.755165,2.08026,0.717655,0.0780243
25,0.773267,2.1224,0.721253,0.0797406
26,0.77922,2.0139,0.687793,0.080496
27,0.762354,1.95663,0.663453,0.0791864
28,0.772953,1.96046,0.665241,0.0802611
29,0.771166,1.84099,0.6286,0.0801361
30,0.771166,1.84099,0.6286,0.0801361
31,0.780069,1.79639,0.616327,0.0812875
32,0.752856,1.68742,0.585536,0.0788737
33,0.721148,1.66825,0.600426,0.0755457
34,0.731349,1.59062,0.56057,0.077063
35,0.744963,1.72886,0.60531,0.077992
36,0.702791,1.54575,0.56319,0.0741543
37,0.682966,1.48271,0.547035,0.072346
38,0.70697,1.53557,0.554694,0.0745862
39,0.7432,1.61892,0.558851,0.0781284
40,0.753821,1.60962,0.552345,0.0791549
41,0.74396,1.58164,0.541373,0.0783333
42,0.760331,1.52447,0.510409,0.0803389
43,0.79056,1.54972,0.519029,0.0834377
44,0.746402,1.4018,0.476729,0.079249
45,0.761402,1.41379,0.480611,0.0807458
46,0.696904,1.27821,0.452124,0.0737828
47,0.696904,1.27821,0.452124,0.0737828
48,0.67558,1.21594,0.441526,0.0716066
49,0.668557,1.18893,0.431965,0.0706501
50,0.673349,1.17051,0.41994,0.0716354
51,0.673349,1.17051,0.41994,0.0716354
52,0.657081,1.12104,0.411814,0.0699893
53,0.672646,1.12579,0.39866,0.0716439
54,0.626119,1.0058,0.382271,0.0664184
55,0.65185,1.08306,0.401537,0.0691116
56,0.657572,1.0623,0.393559,0.0701152
57,0.648262,0.990519,0.371594,0.0697351
58,0.648262,0.990519,0.371594,0.0697351
59,0.648262,0.990519,0.371594,0.0697351
60,0.670564,1.06092,0.389597,0.0717071
61,0.670564,1.06092,0.389597,0.0717071
62,0.660239,1.01606,0.373023,0.0704272
63,0.660239,1.01606,0.373023,0.0704272
64,0.689093,1.08644,0.391133,0.0733707
65,0.722947,1.1256,0.390577,0.0767433
66,0.734818,1.10172,0.378083,0.0784933
67,0.707061,1.09805,0.387149,0.0753233
68,0.707061,1.09805,0.387149,0.0753233
69,0.731863,1.07198,0.369289,0.07869
70,0.731863,1.07198,0.369289,0.07869
71,0.731863,1.07198,0.369289,0.07869
72,0.713092,1.01958,0.357145,0.0770077
73,0.713092,1.01958,0.357145,0.0770077
74,0.725783,1.00343,0.348079,0.0790771
75,0.69845,0.948626,0.339372,0.0761315
76,0.69845,0.948626,0.339372,0.0761315
77,0.712521,0.980939,0.347559,0.0771746
78,0.712521,0.980939,0.347559,0.0771746
79,0.696438,0.951776,0.339199,0.0755347
80,0.694176,0.953873,0.339477,0.0756508
81,0.676065,0.922813,0.337618,0.0733623
82,0.669803,0.909908,0.330755,0.0727889
83,0.67325,0.89577,0.324015,0.0735477
84,0.661502,0.84494,0.308452,0.0723211
85,0.64025,0.805258,0.303365,0.0695324
86,0.617006,0.806153,0.306164,0.0663787
87,0.640548,0.804761,0.297126,0.0692616
88,0.649903,0.824311,0.305891,0.0703482
89,0.672706,0.844155,0.305312,0.0729518
90,0.672706,0.844155,0.305312,0.0729518
91,0.680951,0.842163,0.301393,0.0738432
92,0.67465,0.874075,0.315178,0.0723796
93,0.669835,0.835945,0.301404,0.0723392
94,0.672676,0.871183,0.319544,0.0721273
95,0.672676,0.871183,0.319544,0.0721273
96,0.693986,0.906069,0.319976,0.074384
97,0.693986,0.906069,0.319976,0.074384
98,0.683281,0.846366,0.302693,0.0737093
99,0.672412,0.845836,0.3059,0.0724033
100,0.661153,0.829558,0.299293,0.0715771
101,0.691174,0.841887,0.29837,0.0750612
102,0.691174,0.841887,0.29837,0.0750612
103,0.677218,0.800457,0.285108,0.0738049
104,0.676846,0.801277,0.284777,0.0735533
105,0.676846,0.801277,0.284777,0.0735533
106,0.676846,0.801277,0.284777,0.0735533
107,0.660402,0.789156,0.283872,0.0715791
108,0.665999,0.762356,0.273354,0.0724579
109,0.665999,0.762356,0.273354,0.0724579
110,0.678202,0.773402,0.275925,0.0742598
111,0.676121,0.801585,0.28907,0.0735255
112,0.677321,0.794946,0.28337,0.0734178
113,0.661457,0.758452,0.277361,0.0715799
114,0.661457,0.758452,0.277361,0.0715799
115,0.661457,0.758452,0.277361,0.0715799
116,0.639649,0.735383,0.271982,0.0688402
117,0.677302,0.783397,0.279331,0.0727835
118,0.677302,0.783397,0.279331,0.0727835
119,0.661534,0.759365,0.274465,0.0711203
120,0.661534,0.759365,0.274465,0.0711203
121,0.628857,0.715097,0.266665,0.0680507
122,0.677869,0.794736,0.28308,0.0730816
123,0.666932,0.759455,0.270911,0.0717164
124,0.660519,0.755487,0.273953,0.0705002
125,0.660519,0.755487,0.273953,0.0705002
126,0.660519,0.755487,0.273953,0.0705002
127,0.62251,0.694523,0.26026,0.0667607
128,0.670871,0.751333,0.270131,0.0726381
129,0.669749,0.751627,0.268239,0.0718843
130,0.669749,0.751627,0.268239,0.0718843
131,0.669749,0.751627,0.268239,0.0718843
132,0.672496,0.751078,0.26974,0.0718876
133,0.664405,0.718154,0.25834,0.0715033
134,0.678063,0.695975,0.245807,0.0735134
135,0.678063,0.695975,0.245807,0.0735134
136,0.678063,0.695975,0.245807,0.0735134
137,0.713525,0.710169,0.247397,0.0781218
138,0.668854,0.641991,0.231836,0.0731801
139,0.668854,0.641991,0.231836,0.0731801
140,0.671103,0.668471,0.239219,0.0733505
141,0.640267,0.609739,0.2229,0.0704302
142,0.654178,0.649833,0.23429,0.0715847
143,0.654178,0.649833,0.23429,0.0715847
144,0.664292,0.673492,0.242103,0.0718557
145,0.664292,0.673492,0.242103,0.0718557
146,0.615334,0.618175,0.234509,0.0665508
147,0.632497,0.650922,0.241692,0.0679108
148,0.677498,0.727813,0.256268,0.0723716
149,0.661556,0.688509,0.248682,0.0705965
150,0.658355,0.684936,0.248595,0.0706863
151,0.694978,0.706468,0.24547,0.0746577
152,0.658988,0.663344,0.239584,0.0708648
153,0.657293,0.656014,0.235463,0.0702228
154,0.660509,0.666156,0.244853,0.0708581
155,0.6895,0.708472,0.253307,0.0743104
156,0.667736,0.669074,0.239486,0.0720178
157,0.667736,0.669074,0.239486,0.0720178
158,0.667736,0.669074,0.239486,0.0720178
159,0.667736,0.669074,0.239486,0.0720178
160,0.677243,0.711436,0.253555,0.0732235
161,0.657429,0.698868,0.251183,0.0710528
162,0.6528,0.676107,0.247217,0.0706715
163,0.698041,0.758792,0.26417,0.075811
164,0.669802,0.715111,0.255524,0.0721717
165,0.68972,0.733979,0.255554,0.0736703
166,0.67606,0.724666,0.258238,0.0722575
167,0.67606,0.724666,0.258238,0.0722575
168,0.653807,0.692477,0.246938,0.0698194
169,0.62908,0.670642,0.249006,0.0665389
170,0.656987,0.685388,0.248432,0.0704303
171,0.656987,0.685388,0.248432,0.0704303
172,0.673149,0.680014,0.245134,0.0725575
173,0.673149,0.680014,0.245134,0.0725575
174,0.673149,0.680014,0.245134,0.0725575
175,0.690507,0.686189,0.24316,0.0749965
176,0.69079,0.672033,0.236309,0.0756134
177,0.693591,0.679839,0.240515,0.0761952
178,0.694932,0.685802,0.241077,0.0757672
179,0.694932,0.685802,0.241077,0.0757672
180,0.645757,0.624994,0.230424,0.0698619
181,0.687995,0.708709,0.253828,0.074367
182,0.687995,0.708709,0.253828,0.074367
183,0.671757,0.692033,0.245561,0.0722812
184,0.658035,0.682388,0.247473,0.0710624
185,0.661261,0.667801,0.238674,0.0711537
186,0.658203,0.668729,0.243582,0.0702337
187,0.656368,0.679566,0.247668,0.0691085
188,0.671531,0.703523,0.247009,0.0704485
189,0.658811,0.693643,0.250957,0.0699257
190,0.658811,0.693643,0.250957,0.0699257
191,0.620066,0.631257,0.236483,0.0667237
192,0.620066,0.631257,0.236483,0.0667237
193,0.620066,0.631257,0.236483,0.0667237
194,0.652116,0.684145,0.249367,0.0700684
195,0.676628,0.720407,0.257435,0.0726469
196,0.647654,0.705467,0.256247,0.0696588
197,0.646613,0.678894,0.247015,0.0693925
198,0.638249,0.688553,0.254535,0.0681924
199,0.638249,0.688553,0.254535,0.0681924
200,0.638249,0.688553,0.254535,0.0681924
201,0.638249,0.688553,0.254535,0.0681924
202,0.638249,0.688553,0.254535,0.0681924
203,0.638249,0.688553,0.254535,0.0681924
204,0.638249,0.688553,0.254535,0.0681924
205,0.637402,0.687365,0.25542,0.0685666
206,0.661877,0.699592,0.253452,0.0708098
207,0.663641,0.681965,0.248367,0.0717704
208,0.65516,0.679092,0.25006,0.0704521
209,0.656172,0.677713,0.247626,0.0705054
210,0.656172,0.677713,0.247626,0.0705054
211,0.656172,0.677713,0.247626,0.0705054
212,0.634386,0.676611,0.248644,0.0673821
