t,|deltaS|
1,0.6001
2,0.5764
3,0.6024
4,0.594
5,0.5603
6,0.599
7,0.5957
8,0.6386
9,0.03792
10,0.02404
11,0.009768
12,0.03567
13,0.0839
14,0.03171
15,0.04893
16,0.03538
17,0.02794
18,0.09365
19,0.04553
20,0.03973
21,0.197
22,0.1171
23,1.029
24,0.1077
25,0.006224
26,0.2477
27,0.763
28,0.4258
29,0.07413
30,0.2172
31,1.246
32,0.8156
33,0.6343
34,0.4629
35,0.5146
36,0.161
37,1.055
38,0.5758
39,0.1189
40,0.4758
41,0.6057
42,0.2827
43,0.6468
44,1.612
45,0.7268
46,0.4027
47,0.42
48,0.1232
49,1.374
50,0.1289
51,0.9878
52,1.605
53,0.02789
54,2.031
55,1.729
56,0.2785
57,1.013
58,1.696
59,1.23
60,0.1576
61,1.037
62,0.2795
63,1.751
64,0.5116
65,0.8344
66,1.092
67,0.7581
68,1.879
69,0.3182
70,1.67
71,1.465
72,0.05312
73,0.2723
74,0.2087
75,0.7394
76,1.029
77,0.2822
78,2.324
79,0.6244
80,0.4637
81,0.3775
82,0.5035
83,0.7873
84,1.437
85,0.2426
86,0.2088
87,0.7186
88,0.2167
89,0.0417
90,0.4826
91,0.105
92,0.4832
93,1.721
94,0.05815
95,1.004
96,0.5157
97,0.398
98,0.6572
99,0.1461
100,0.705
101,0.2213
102,0.3951
103,1.132
104,0.4788
105,0.2379
106,0.9729
107,1.69
108,0.3567
109,1.705
110,0.1395
111,0.18
112,1.071
113,0.7749
114,0.6744
115,0.8178
116,0.3236
117,0.1945
118,1.29
119,0.1057
120,1.101
121,0.1803
122,0.2088
123,0.2657
124,0.5947
125,0.5042
126,1.405
127,0.9422
128,0.1312
129,0.8453
130,1.071
131,2.176
132,0.09473
133,0.1693
134,1.379
135,1.503
136,1.595
137,0.1874
138,0.9903
139,0.2791
140,0.7118
141,0.5538
142,0.2402
143,1.486
144,0.4596
145,1.408
146,0.381
147,0.2686
148,1.561
149,1.024
150,1.024
151,0.4463
152,0.4106
153,1.242
154,0.8905
155,0.2047
156,0.3544
157,0.9303
158,0.3132
159,1.466
160,1.317
161,0.57
162,0.06709
163,0.09299
164,0.3318
165,1.572
166,0.1686
167,1.753
168,0.7106
169,0.4675
170,0.4184
171,0.8227
172,1.103
173,0.1566
174,1.068
175,0.6931
176,1.811
177,1.152
178,0.5158
179,0.9
180,0.0719
181,0.4917
182,0.2365
183,1.029
184,0.1308
185,1.535
186,0.3038
187,0.6215
188,0.0287
189,0.08696
190,1.383
191,1.478
192,1.321
193,1.156
194,0.9475
195,0.6122
196,1.213
197,1.18
198,0.03968
199,2.139
200,2.607
201,2.279
202,1.952
203,1.134
204,1.039
205,0.3804
206,0.6991
207,0.1318
208,0.885
209,0.8244
210,0.271
211,1.166
212,0.1444
213,1.119
214,1.329
215,1.564
216,0.9132
217,0.2259
218,1.826
219,0.1776
220,0.6333
221,0.0352
222,1.22
223,2.145
224,1.217
225,0.3058
226,0.2984
227,0.8575
228,0.4923
229,0.6886
230,0.5647
231,0.4029
232,0.07796
233,1.069
234,0.1089
235,2.162
236,1.743
237,0.1307
238,0.4988
239,0.5415
240,1.632
241,0.1783
242,0.09535
243,0.162
244,1.119
245,1.837
246,1.968
247,0.5464
248,0.5211
249,1.725
250,1.379
251,0.2268
252,0.3312
253,1.835
254,0.0208
255,1.099
256,0.05931
257,0.01508
258,0.5266
259,2.715
260,0.4296
261,0.613
262,1.178
263,0.1802
264,1.258
265,0.7739
266,0.07893
267,2.027
268,1.277
269,0.2916
270,0.3978
271,0.6794
272,1.031
273,0.08729
274,1.322
275,1.152
276,0.4752
277,0.3758
278,1.588
279,0.9494
280,0.978
281,1.765
282,0.1083
283,0.5153
284,1.384
285,1.299
286,0.4562
287,1.206
288,1.33
289,2.32
290,1.091
291,1.757
292,0.7423
293,2.443
294,0.806
295,0.2406
296,0.3595
297,0.07436
298,0.8303
299,1.878
300,0.1055
301,0.1325
302,0.09953
303,1.127
304,2.111
305,0.3409
306,0.9478
307,0.7437
308,0.313
309,0.03419
310,0.5369
311,0.3657
312,0.6662
313,0.3808
314,0.5806
315,0.6531
316,0.1923
317,0.1125
318,0.5634
319,0.5205
320,0.6424
321,0.1709
322,0.8476
323,0.1246
324,0.7599
325,1.945
326,0.7241
327,1.144
328,0.8571
329,0.692
330,0.5954
331,0.3454
332,0.4218
333,1.256
334,1.125
335,0.01568
336,0.6612
337,0.6176
338,0.1589
339,1.336
340,0.2422
341,0.59
342,1.326
343,2.397
344,1.458
345,0.4674
346,2.183
347,0.7879
348,0.2058
349,1.514
350,0.9607
351,0.08604
352,1.278
353,0.9348
354,1.716
355,0.2985
356,0.462
357,2.305
358,1.673
359,0.0182
360,1.287
361,0.07693
362,0.5111
363,1.574
364,0.2703
365,0.1218
366,1.738
367,1.28
368,1.357
369,2.246
370,1.68
371,0.5019
372,0.1057
373,0.09912
374,1.164
375,0.2073
376,1.057
377,1.384
378,1.031
379,0.6355
380,0.02037
381,0.5027
382,0.1463
383,0.03866
384,0.01122
385,0.0223
386,0.4905
387,1.145
388,0.4683
389,1.291
390,0.199
391,1.019
392,0.6462
393,0.6312
394,1.999
395,0.9484
396,0.5867
397,0.5543
398,0.5656
399,1.993
400,0.3562
401,0.411
402,0.1773
403,0.3975
404,1.639
405,0.897
406,0.5964
407,0.1897
408,0.1818
409,0.4942
410,2.464
411,0.7794
412,0.1822
413,1.336
414,0.7438
415,0.5365
416,0.2513
417,1.364
418,0.9925
419,1.517
420,0.06512
421,1.927
422,0.265
423,1.281
424,1.047
425,1.669
426,2.086
427,0.481
428,0.746
429,0.7781
430,0.09661
431,0.04504
432,2.646
433,1.133
434,2.31
435,0.1954
436,1.18
437,0.5014
438,0.2821
439,1.773
440,0.6098
441,0.4492
442,2.802
443,1.196
444,1.215
445,0.9273
446,2.487
447,0.02763
448,0.7787
449,1.822
450,0.6429
451,0.5112
452,2.333
453,0.5113
454,1.812
455,1.701
456,0.4174
457,2.191
458,1.058
459,0.7269
460,0.4439
461,1.135
462,0.4285
463,0.3865
464,1.247
465,1.166
466,0.7622
467,0.1235
468,1.507
469,1.552
470,0.5287
471,1.732
472,1.725
473,0.5237
474,0.03076
475,0.2431
476,0.9196
477,2.23
478,0.4296
479,2.393
480,1.391
481,3.299
482,0.2751
483,1.732
484,1.109
485,1.381
486,0.01373
487,3.902
488,2.399
489,1.306
490,0.5913
491,0.506
492,1.07
493,0.4089
494,0.01269
495,0.4846
496,0.1632
497,0.9993
498,1.232
499,1.057
500,0.1571
501,0.724
502,0.0542
503,0.7281
504,0.8588
505,1.086
506,0.05416
507,0.6447
508,0.4538
509,0.5632
510,0.006065
511,0.7115
512,0.02292
513,1.381
514,2.815
515,0.3099
516,1.659
517,1.092
518,0.5547
519,0.3451
520,3.321
521,1.131
522,2.636
523,1.795
524,0.07921
525,0.2688
526,1.194
527,0.1091
528,0.7907
529,1.366
530,0.3785
531,1.023
532,0.725
533,1.799
534,0.5602
535,1.425
536,1.954
537,0.9453
538,0.8853
539,0.27
540,0.02476
541,1.697
542,0.7362
543,1.471
544,0.2338
545,2.565
546,1.238
547,0.4424
548,0.03647
549,0.1841
550,0.3065
551,0.6624
552,2.099
553,0.6371
554,0.3012
555,0.1067
556,1.481
557,0.07809
558,1.262
559,0.4061
560,1.533
561,0.003973
562,1.094
563,0.02994
564,0.2214
565,0.1882
566,1.676
567,0.6295
568,0.06447
569,0.482
570,0.6149
571,0.9513
572,1.081
573,1.132
574,0.4682
575,0.2722
576,0.4821
577,0.6461
578,1.636
579,0.2792
580,2.287
581,0.4475
582,0.3057
583,0.717
584,0.1136
585,0.8286
586,0.5781
587,0.6728
588,1.059
589,1.754
590,0.7064
591,0.2405
592,0.3701
593,0.4369
594,2.522
595,1.021
596,1.451
597,0.1795
598,1.612
599,1.144
600,0.5326
601,2.01
602,0.2512
603,0.003807
604,0.1158
605,0.1761
606,1.392
607,1.459
608,1.008
609,1.267
610,0.03751
611,0.5666
612,1.089
613,2.305
614,1.515
615,0.766
616,0.3906
617,2.007
618,0.7186
619,0.03243
620,1.528
621,0.715
622,0.1763
623,0.617
624,0.3574
625,0.295
626,0.3116
627,2.058
628,0.6629
629,0.7661
630,0.4068
631,1.582
632,0.3218
633,0.1888
634,1.097
635,1.037
636,0.4246
637,0.1134
638,0.7155
639,1.298
640,0.3455
641,1.016
642,0.3221
643,0.551
644,0.6956
645,1.143
646,0.2094
647,0.638
648,0.3837
649,1.584
650,1.89
651,0.6085
652,0.6884
653,0.1792
654,1.281
655,0.8962
656,1.907
657,0.9794
658,1.244
659,1.612
660,0.07541
661,0.1314
662,0.1937
663,0.8289
664,0.2713
665,1.073
666,1.308
667,0.1019
668,1.014
669,0.06227
670,0.9427
671,0.5572
672,0.5108
673,1.811
674,0.3514
675,0.3345
676,0.488
677,1.568
678,0.3812
679,0.2258
680,0.07724
681,0.5086
682,0.3488
683,0.3265
684,2.734
685,1.012
686,0.2592
687,2.681
688,0.8069
689,0.5027
690,0.615
691,1.147
692,1.753
693,0.1676
694,0.1227
695,0.5124
696,2.443
697,0.1774
698,0.5017
699,2.11
700,1.032
701,0.4857
702,0.07065
703,0.2651
704,0.6934
705,0.4426
706,1.008
707,0.1011
708,2.107
709,0.2643
710,0.7809
711,0.3093
712,0.1649
713,0.5959
714,0.4502
715,0.5409
716,0.6336
717,0.04842
718,0.1774
719,0.6575
720,1.042
721,2.387
722,1.005
723,1.034
724,1.798
725,0.1743
726,0.9513
727,0.9612
728,0.6679
729,0.643
730,0.2918
731,0.0906
732,0.1409
733,1.394
734,0.2599
735,2.695
736,0.2192
737,1.853
738,2.109
739,1.185
740,0.3887
741,0.3821
742,0.8484
743,0.0712
744,0.04392
745,1.582
746,0.1507
747,0.5867
748,0.9872
749,0.9874
750,0.6075
751,0.1516
752,0.01797
753,0.7216
754,1.576
755,0.9748
756,1.181
757,0.3845
758,1.825
759,1.177
760,0.7766
761,0.3481
762,0.1941
763,0.7009
764,0.6071
765,0.4218
766,0.7887
767,1.149
768,0.2868
769,0.1759
770,0.2395
771,0.158
772,1.311
773,1.748
774,0.6109
775,0.08533
776,0.8157
777,1.955
778,0.2209
779,1.441
780,1.063
781,0.4347
782,0.1185
783,0.3761
784,0.6069
785,1.283
786,1.331
787,2.063
788,1.054
789,0.2908
790,0.9143
791,0.6823
792,0.6081
793,1.256
794,1.297
795,2.08
796,0.4514
797,1.247
798,0.9121
799,0.7355
800,0.6355
801,2.143
802,1.999
803,0.4496
804,0.8906
805,1.338
806,0.4068
807,2.208
808,1.836
809,2.072
810,0.3753
811,1.536
812,1.433
813,1.741
814,0.6643
815,2.416
816,1.172
817,1.962
818,0.4568
819,2.125
820,0.7014
821,0.7299
822,1.36
823,0.6582
824,1.619
825,0.8134
826,0.4088
827,1.207
828,3.366
829,0.6166
830,1.647
831,2.441
832,2.33
833,0.5812
834,0.5778
835,0.8708
836,0.7884
837,0.9698
838,0.586
839,0.2554
840,0.4101
841,0.606
842,1.648
843,1.121
844,0.1109
845,0.3757
846,0.6438
847,0.3631
848,1.292
849,2.28
850,1.252
851,1.008
852,0.4183
853,0.2991
854,0.3196
855,0.2449
856,0.099
857,1.624
858,1.408
859,1.201
860,0.8718
861,1.086
862,1.163
863,0.7687
864,1.136
865,0.08695
866,1.385
867,1.497
868,0.6068
869,0.5454
870,0.216
871,0.6694
872,0.2738
873,0.1717
874,0.8175
875,1.896
876,0.02541
877,0.05375
878,0.7275
879,0.7892
880,0.5661
881,0.1447
882,3.213
883,2.365
884,0.2256
885,0.3467
886,0.7595
887,0.1715
888,0.1073
889,2.4
890,0.2048
891,0.07112
892,2.057
893,0.9732
894,1.368
895,0.8309
896,0.6983
897,1.201
898,0.9044
899,1.142
900,0.1199
901,1.301
902,1.07
903,0.06734
904,2.316
905,0.6126
906,0.3663
907,0.07791
908,1.746
909,0.53
910,2.397
911,1.453
912,0.1646
913,0.9081
914,1.049
915,0.4272
916,0.3227
917,1.286
918,0.6687
919,0.323
920,1.94
921,0.6133
922,2.719
923,1.407
924,0.3967
925,0.009949
926,0.825
927,0.09563
928,0.4722
929,0.2552
930,0.4327
931,0.5791
932,0.337
933,0.3774
934,1.564
935,1.823
936,0.1644
937,0.4392
938,0.1436
939,1.504
940,0.2184
941,0.6876
942,1.513
943,1.45
944,1.102
945,1.536
946,0.07356
947,0.5355
948,0.7006
949,2.095
950,1.076
