MDTU,link
1,1.00524
2,1.00524
3,1.00524
4,1.00524
5,1.00524
6,1.00524
7,1.00524
8,1.13032
9,1.12292
10,1.12604
11,1.12426
12,1.12051
13,1.11849
14,1.1149
15,1.11242
16,1.10881
17,1.10608
18,1.1049
19,1.10014
20,1.09511
21,1.09621
22,1.09867
23,1.093
24,1.08812
25,1.08778
26,1.08444
27,1.08277
28,1.08167
29,1.07806
30,1.07806
31,1.07505
32,1.07411
33,1.07638
34,1.07154
35,1.07561
36,1.07284
37,1.07296
38,1.07139
39,1.07009
40,1.06958
41,1.06885
42,1.06318
43,1.06077
44,1.05865
45,1.05815
46,1.05874
47,1.05874
48,1.05847
49,1.05839
50,1.05604
51,1.05604
52,1.05505
53,1.05288
54,1.05229
55,1.0539
56,1.05154
57,1.04782
58,1.04782
59,1.04782
60,1.05015
61,1.05015
62,1.04856
63,1.04856
64,1.04987
65,1.04852
66,1.04505
67,1.04781
68,1.04781
69,1.04244
70,1.04244
71,1.04244
72,1.04117
73,1.04117
74,1.03801
75,1.03729
76,1.03729
77,1.03852
78,1.03852
79,1.03757
80,1.03774
81,1.03814
82,1.0385
83,1.03653
84,1.03405
85,1.03452
86,1.03821
87,1.03413
88,1.03478
89,1.033
90,1.033
91,1.03137
92,1.03599
93,1.03269
94,1.03665
95,1.03665
96,1.03654
97,1.03654
98,1.03336
99,1.03385
100,1.03308
101,1.03037
102,1.03037
103,1.02864
104,1.0293
105,1.0293
106,1.0293
107,1.03062
108,1.02726
109,1.02726
110,1.02626
111,1.02913
112,1.02929
113,1.02848
114,1.02848
115,1.02848
116,1.02927
117,1.02834
118,1.02834
119,1.02867
120,1.02867
121,1.02726
122,1.02997
123,1.02756
124,1.02873
125,1.02873
126,1.02873
127,1.02701
128,1.02536
129,1.02659
130,1.02659
131,1.02659
132,1.02642
133,1.02435
134,1.02008
135,1.02008
136,1.02008
137,1.01693
138,1.01494
139,1.01494
140,1.0179
141,1.01516
142,1.01798
143,1.01798
144,1.02034
145,1.02034
146,1.02072
147,1.0227
148,1.0248
149,1.02297
150,1.02266
151,1.0199
152,1.01965
153,1.01992
154,1.02069
155,1.02126
156,1.01991
157,1.01991
158,1.01991
159,1.01991
160,1.02212
161,1.02248
162,1.02055
163,1.023
164,1.02313
165,1.02179
166,1.02406
167,1.02406
168,1.02339
169,1.02548
170,1.02281
171,1.02281
172,1.01922
173,1.01922
174,1.01922
175,1.01776
176,1.01567
177,1.01628
178,1.01681
179,1.01681
180,1.01761
181,1.02067
182,1.02067
183,1.02086
184,1.02147
185,1.01965
186,1.02128
187,1.02318
188,1.02294
189,1.02369
190,1.02369
191,1.0212
192,1.0212
193,1.0212
194,1.02293
195,1.02386
196,1.02565
197,1.02386
198,1.02642
199,1.02642
200,1.02642
201,1.02642
202,1.02642
203,1.02642
204,1.02642
205,1.025
206,1.02445
207,1.02175
208,1.02232
209,1.0226
210,1.0226
211,1.0226
212,1.02501
213,1.02501
214,1.02501
215,1.02501
216,1.02603
217,1.02587
218,1.02587
219,1.02508
220,1.02494
221,1.02494
222,1.0278
223,1.02348
224,1.02157
225,1.02126
226,1.01941
227,1.01864
228,1.01864
229,1.01933
230,1.01957
231,1.01826
232,1.01945
233,1.01654
234,1.01748
235,1.01662
236,1.01492
237,1.01308
238,1.01192
239,1.01192
240,1.01192
241,1.01192
242,1.01192
243,1.01002
244,1.01175
245,1.01175
246,1.01175
247,1.00907
248,1.01085
249,1.01085
250,1.01281
251,1.01346
252,1.01513
253,1.01513
254,1.01575
255,1.01575
256,1.01479
257,1.01696
258,1.01696
259,1.01696
260,1.01696
261,1.01832
262,1.01642
263,1.01423
264,1.01423
265,1.01423
266,1.0117
267,1.0117
268,1.01306
269,1.01454
270,1.01607
271,1.01228
272,1.01228
273,1.01225
274,1.01225
275,1.01225
276,1.01104
277,1.01023
278,1.01131
279,1.01186
280,1.01186
281,1.01186
282,1.01427
283,1.01565
284,1.01883
285,1.01883
286,1.01902
287,1.02036
288,1.02036
289,1.01939
290,1.01785
291,1.01785
292,1.01785
293,1.01785
294,1.01785
295,1.01662
296,1.01789
297,1.0176
298,1.01591
299,1.01591
300,1.01477
301,1.01629
302,1.01513
303,1.01363
304,1.01363
305,1.01417
306,1.01417
307,1.01314
308,1.01435
309,1.01511
310,1.01223
311,1.01159
312,1.01135
313,1.01572
314,1.01637
315,1.01637
316,1.01886
317,1.01697
318,1.01703
319,1.01523
320,1.01321
321,1.0136
322,1.01489
323,1.01685
324,1.01699
325,1.01699
326,1.01699
327,1.01699
328,1.01462
329,1.01406
330,1.01586
331,1.01586
332,1.01525
333,1.01525
334,1.01525
335,1.01517
336,1.01517
337,1.01517
338,1.01548
339,1.01633
340,1.01633
341,1.0176
342,1.01909
343,1.01909
344,1.01909
345,1.01847
346,1.01847
347,1.01487
348,1.01867
349,1.01872
350,1.01957
351,1.0176
352,1.0176
353,1.0176
354,1.0176
355,1.01907
356,1.01541
357,1.01541
358,1.01541
359,1.01683
360,1.01423
361,1.01563
362,1.01129
363,1.01129
364,1.01267
365,1.01183
366,1.01183
367,1.01183
368,1.01183
369,1.01183
370,1.01183
371,1.01185
372,1.01057
373,1.01054
374,1.01054
375,1.01026
376,1.01026
377,1.01026
378,1.01354
379,1.00998
380,1.0099
381,1.00765
382,1.00729
383,1.01003
384,1.00894
385,1.01137
386,1.01137
387,1.01137
388,1.00832
389,1.00991
390,1.0087
391,1.00887
392,1.00733
393,1.0091
394,1.01264
395,1.01264
396,1.01264
397,1.01307
398,1.01129
399,1.01129
400,1.00968
401,1.01227
402,1.01052
403,1.00843
404,1.00843
405,1.00843
406,1.01124
407,1.00883
408,1.00898
409,1.00829
410,1.00829
411,1.00504
412,1.00786
413,1.00786
414,1.00847
415,1.00826
416,1.00951
417,1.00951
418,1.00951
419,1.00951
420,1.00925
421,1.00925
422,1.00645
423,1.00645
424,1.00753
425,1.00681
426,1.00681
427,1.00433
428,1.00596
429,1.00596
430,1.00631
431,1.00609
432,1.00609
433,1.00609
434,1.00609
435,1.00744
436,1.00744
437,1.00849
438,1.01036
439,1.01373
440,1.01317
441,1.01314
442,1.01314
443,1.01314
444,1.00993
445,1.00816
446,1.00816
447,1.00779
448,1.00779
449,1.00779
450,1.01022
451,1.00836
452,1.00836
453,1.00928
454,1.00928
455,1.00928
456,1.00888
457,1.00616
458,1.00616
459,1.00616
460,1.00575
461,1.00565
462,1.00311
463,1.00385
464,1.00638
465,1.00298
466,1.00495
467,1.00573
468,1.00573
469,1.00837
470,1.00692
471,1.00692
472,1.00939
473,1.00902
474,1.01153
475,1.0104
476,1.01143
477,1.01143
478,1.00889
479,1.00889
