MDTU,plaq_ss,plaq_st
1,0.777197,0.806263
2,0.772909,0.805292
3,0.780024,0.806241
4,0.780024,0.806241
5,0.776127,0.805851
6,0.776127,0.805851
7,0.783287,0.810466
8,0.787492,0.820753
9,0.783602,0.82124
10,0.780862,0.826091
11,0.780862,0.826091
12,0.782336,0.832904
13,0.78694,0.82982
14,0.787901,0.845209
15,0.794438,0.850421
16,0.78645,0.852804
17,0.784256,0.852249
18,0.784256,0.852249
19,0.784256,0.852249
20,0.787608,0.864904
21,0.787608,0.864904
22,0.787608,0.864904
23,0.789906,0.870565
24,0.789906,0.870565
25,0.79581,0.863072
26,0.79581,0.863072
27,0.795008,0.862555
28,0.795008,0.862555
29,0.795008,0.862555
30,0.795008,0.862555
31,0.795008,0.862555
32,0.795008,0.862555
33,0.795008,0.862555
34,0.791462,0.86563
35,0.791462,0.86563
36,0.791462,0.86563
37,0.791462,0.86563
38,0.791462,0.86563
39,0.791462,0.86563
40,0.791617,0.865613
41,0.79465,0.869072
42,0.79465,0.869072
43,0.798485,0.876351
44,0.798485,0.876351
45,0.798485,0.876351
46,0.798485,0.876351
47,0.798485,0.876351
48,0.798485,0.876351
49,0.792583,0.887992
50,0.792256,0.882527
51,0.792256,0.882527
52,0.792256,0.882527
53,0.799151,0.879431
54,0.798755,0.880155
55,0.798755,0.880155
56,0.80041,0.884703
57,0.80041,0.884703
58,0.797645,0.889736
59,0.797645,0.889736
60,0.797645,0.889736
61,0.803946,0.88981
62,0.803946,0.88981
63,0.800531,0.890444
64,0.800531,0.890444
65,0.801431,0.900177
66,0.801431,0.900177
67,0.801431,0.900177
68,0.801431,0.900177
69,0.801431,0.900177
70,0.805443,0.897479
71,0.809512,0.892611
72,0.808315,0.884782
73,0.819182,0.880955
74,0.819182,0.880955
75,0.819598,0.880426
76,0.819598,0.880426
77,0.819598,0.880426
78,0.819598,0.880426
79,0.819585,0.884405
80,0.827265,0.887745
81,0.827265,0.887745
82,0.827265,0.887745
83,0.827265,0.887745
84,0.827265,0.887745
85,0.832717,0.885008
86,0.839285,0.892715
87,0.839285,0.892715
88,0.833079,0.899414
89,0.82743,0.902053
90,0.82743,0.902053
91,0.835883,0.908302
92,0.840879,0.904428
93,0.842535,0.905279
94,0.842535,0.905279
95,0.845334,0.902953
96,0.848182,0.901305
97,0.848182,0.901305
98,0.848182,0.901305
99,0.848182,0.901305
100,0.848182,0.901305
101,0.852906,0.907716
102,0.859117,0.919017
103,0.855766,0.914332
104,0.865166,0.908814
105,0.865166,0.908814
106,0.864053,0.91138
107,0.866524,0.920872
108,0.866524,0.920872
109,0.863989,0.916086
110,0.870093,0.910236
111,0.86354,0.920245
112,0.86354,0.920245
113,0.862341,0.919825
114,0.854162,0.910192
115,0.854162,0.910192
116,0.861765,0.917914
117,0.861765,0.917914
118,0.868872,0.924644
119,0.868872,0.924644
120,0.868887,0.929496
121,0.870685,0.929428
122,0.870685,0.929428
123,0.870685,0.929428
124,0.8695,0.92874
125,0.877626,0.926244
126,0.877626,0.926244
127,0.877626,0.926244
128,0.887268,0.933886
129,0.887268,0.933886
130,0.87901,0.935819
131,0.877374,0.937851
132,0.877374,0.937851
133,0.885444,0.941334
134,0.885444,0.941334
135,0.883526,0.941307
136,0.883526,0.941307
137,0.883693,0.932942
138,0.883165,0.928324
139,0.87887,0.932418
140,0.87887,0.932418
141,0.880807,0.931186
142,0.880807,0.931186
143,0.88549,0.929119
144,0.889405,0.936176
145,0.893042,0.93578
146,0.893042,0.93578
147,0.894388,0.925712
148,0.892148,0.935273
149,0.892307,0.933191
150,0.892307,0.933191
151,0.89542,0.937292
152,0.89532,0.953842
153,0.89559,0.953462
154,0.888506,0.954321
155,0.888506,0.954321
156,0.888554,0.953665
157,0.896433,0.950482
158,0.897303,0.948025
159,0.897303,0.948025
160,0.902427,0.95228
161,0.904351,0.960007
162,0.907014,0.951012
163,0.907014,0.951012
164,0.898992,0.949279
165,0.901511,0.958501
166,0.904861,0.958555
167,0.908886,0.95507
168,0.901805,0.963262
169,0.897335,0.950894
170,0.904411,0.959855
171,0.920676,0.957942
172,0.924271,0.956281
173,0.925399,0.959583
174,0.921365,0.955034
175,0.916198,0.961198
176,0.910821,0.967596
177,0.915148,0.960153
178,0.911547,0.962404
179,0.923334,0.955546
180,0.923334,0.955546
181,0.914313,0.957811
182,0.914313,0.957811
183,0.914313,0.957811
184,0.907606,0.958187
185,0.907606,0.958187
186,0.910341,0.962328
187,0.911024,0.967898
188,0.911215,0.97019
189,0.903172,0.964152
190,0.903172,0.964152
191,0.904723,0.956456
192,0.906875,0.964278
193,0.903892,0.966979
194,0.908802,0.97047
195,0.907441,0.976278
196,0.907441,0.976278
197,0.907441,0.976278
198,0.907441,0.976278
199,0.907441,0.976278
200,0.908508,0.973723
201,0.908508,0.973723
202,0.908508,0.973723
203,0.912729,0.983182
204,0.909648,0.974124
205,0.909648,0.974124
206,0.907409,0.969255
207,0.90107,0.967908
208,0.90107,0.967908
209,0.900686,0.968565
210,0.902645,0.971407
211,0.905266,0.96406
212,0.905266,0.96406
213,0.905266,0.96406
214,0.905266,0.96406
215,0.909053,0.976049
216,0.912858,0.973232
217,0.913661,0.964845
218,0.913661,0.964845
219,0.917165,0.973235
220,0.910692,0.961853
221,0.918214,0.964172
222,0.918214,0.964172
223,0.919138,0.968305
224,0.912862,0.963847
225,0.912862,0.963847
226,0.910346,0.958702
227,0.911847,0.958881
228,0.916781,0.953617
229,0.904762,0.953679
