t,walltime
10,1023
20,988.1
30,354
40,354.8
50,354.2
60,464.9
70,446.6
80,458
90,447.8
100,437.1
110,377.4
120,370.1
130,396.1
140,387.6
150,394.4
160,317.7
170,329.5
180,332.2
190,325.1
200,318.5
210,268
220,302.6
230,294.3
240,288.1
250,293.3
260,320.6
270,324.6
280,325.5
290,324.5
300,288
310,304.3
320,279.3
330,282
340,331.1
350,332.6
360,331.9
370,332.3
380,297.7
390,320.6
400,330.8
410,341.3
420,327.2
430,335.9
440,332.5
450,335.5
460,327
470,350.1
480,336.4
490,330.4
500,345.7
510,346.6
520,350.6
530,349.8
540,266.4
550,259.1
560,274.9
570,267.8
580,310.5
590,328.7
600,325.1
610,328.9
620,302.3
630,317.6
640,326.1
650,328.3
660,318.3
670,331.8
680,331.4
690,336.3
700,321.1
710,338
720,338.6
730,341.3
740,315
750,325.5
760,319.9
770,320.4
780,335.1
790,340.1
800,340.3
810,337.1
820,333.9
830,337.8
840,327
850,326.6
860,277.3
870,267.3
880,270.7
890,272.1
900,264.3
910,265
920,271.6
930,273.1
940,279.2
950,268.8
960,269.7
970,269.5
980,315.5
990,318.3
1000,328
1010,327.4
1020,336.6
1030,356.2
1040,333.2
1050,308.7
1060,284.9
1070,302.7
1080,306
1090,304.2
1100,305.5
1110,297.2
1120,293.6
1130,298.3
1140,327.7
1150,340.8
1160,334.2
1170,321.4
1180,319.5
1190,309.4
1200,299.2
1210,296.6
1220,332.5
1230,332.7
1240,290.5
1250,295.6
1260,300.2
1270,302.8
1280,308.6
1290,310.7
1300,300.5
1310,303.2
1320,300.7
1330,306.6
1340,289.9
1350,295.8
1360,293.5
1370,309
1380,341
1390,333.2
1400,341.4
1410,344.7
1420,307.3
1430,323.4
1440,330.1
1450,341.9
1460,344.8
1470,346.8
1480,340.3
1490,329
1500,309.1
1510,301.2
1520,303.5
1530,302.1
1540,332.7
1550,327.5
1560,316.1
1570,326.9
1580,304.3
1590,304.7
1600,333.4
1610,336.8
1620,315.8
1630,320.2
1640,319.9
1650,317.3
1660,330.5
1670,323.1
1680,317.4
1690,330.4
1700,352.1
1710,350.1
1720,348.7
1730,344.2
1740,335.4
1750,342.5
1760,342.8
1770,343.2
1780,314.1
1790,298
1800,306.1
1810,317.3
1820,361
1830,361.6
1840,362.6
1850,361.6
1860,270.5
1870,268
1880,263.7
1890,274.6
1900,330.4
1910,344.2
1920,346.9
1930,340.7
1940,345.8
1950,351.7
1960,345.3
1970,344
1980,370.7
1990,347.8
2000,385
2010,371.4
2020,310.8
2030,313.2
2040,314.8
2050,317.5
2060,325.8
2070,320.2
2080,321.5
2090,321.8
2100,301.9
2110,319.6
2120,311.4
2130,309.8
2140,299.6
2150,301.4
2160,299.3
2170,296.5
2180,320.5
2190,330.7
2200,335.3
2210,332.6
2220,320.9
2230,321.7
2240,317.3
2250,318.6
2260,311.8
2270,313
2280,341.3
2290,338.3
2300,264.2
2310,268.3
2320,271.1
2330,276.7
2340,295.1
2350,294
2360,296.2
2370,296.9
2380,308.2
2390,329.7
2400,333
2410,329
2420,291.4
2430,302.3
2440,302.3
2450,319.6
2460,326.1
2470,326.3
2480,333.7
2490,326.5
2500,304.7
2510,314.8
2520,307.5
2530,306.8
2540,318.8
2550,317.5
2560,311.2
2570,354.1
2580,283.8
2590,291.7
2600,290.3
2610,291
2620,337.9
2630,336.7
2640,336.1
2650,335.9
2660,322.7
2670,325.2
2680,333.6
2690,328.6
2700,332.3
2710,306.9
2720,285.2
2730,283
2740,285.1
2750,284.2
2760,309.3
2770,320.1
2780,288.4
2790,308.5
2800,336.1
2810,300.7
2820,316.4
2830,320.5
2840,311.3
2850,313.7
2860,300.3
2870,300.5
2880,311.5
2890,296.6
2900,312.7
2910,311.8
2920,323.3
2930,296.8
2940,326.9
2950,346.8
2960,333.2
2970,337.7
2980,339
2990,335.1
3000,333.8
3010,336.2
3020,335
3030,333
3040,337.1
3050,344.9
3060,302.6
3070,308.9
3080,305.8
3090,312.2
3100,315.8
3110,313.5
3120,317.2
3130,312.2
3140,313.8
3150,313
3160,314.1
3170,312.8
3180,309.1
3190,340.7
3200,340.7
3210,334.4
3220,313.3
3230,321.5
3240,319.5
3250,333.5
3260,298
3270,326
3280,330.1
3290,333.2
3300,318.7
3310,333
3320,336.7
3330,324.8
3340,337.3
3350,350.5
3360,346.1
3370,344.6
3380,325.6
3390,318.6
3400,322.5
3410,320.2
3420,297.7
3430,287.8
3440,294.4
3450,292
3460,308.9
3470,309.7
3480,295.4
