t,cg_iters
1,20662
2,21077
3,21207
4,21215
5,21820
6,21718
7,21695
8,21231
9,21348
10,21000
11,20504
12,21128
13,20808
14,21005
15,20902
16,20707
17,20779
18,20788
19,20441
20,20521
21,7000
22,7044
23,7032
24,7089
25,6997
26,6976
27,7139
28,7201
29,6970
30,7091
31,7016
32,7084
33,7146
34,7080
35,7068
36,6924
37,7072
38,7028
39,7171
40,7037
41,7084
42,7159
43,7005
44,6990
45,7039
46,7061
47,6979
48,6942
49,7050
50,7013
51,8667
52,8631
53,8724
54,8763
55,8789
56,8592
57,8808
58,8639
59,8608
60,8652
61,8684
62,8743
63,8719
64,8710
65,8594
66,8472
67,8615
68,8579
69,8615
70,8636
71,8616
72,8654
73,8743
74,8677
75,8694
76,8993
77,8983
78,8933
79,8913
80,8750
81,8642
82,8687
83,8769
84,8652
85,8740
86,8811
87,8758
88,8534
89,8516
90,8697
91,8472
92,8508
93,8473
94,8487
95,8620
96,8538
97,8517
98,8425
99,8442
100,8428
101,8463
102,8622
103,8682
104,8804
105,8682
106,8682
107,8549
108,8835
109,8396
110,8444
111,8539
112,8543
113,8402
114,8534
115,8545
116,8474
117,8417
118,8505
119,8483
120,8532
121,8564
122,8399
123,8402
124,8456
125,8560
126,8576
127,8476
128,8517
129,8325
130,8400
131,8271
132,8126
133,8233
134,8273
135,8143
136,8181
137,8223
138,8275
139,8280
140,8231
141,8255
142,8248
143,8393
144,8512
145,8327
146,8423
147,8331
148,8401
149,8479
150,8632
151,7807
152,7847
153,7682
154,7618
155,7642
156,7614
157,7746
158,7794
159,7964
160,7873
161,7261
162,7204
163,7257
164,7177
165,7170
166,7225
167,7230
168,7486
169,7323
170,7258
171,7386
172,7368
173,7341
174,7364
175,7262
176,7288
177,7180
178,7152
179,7169
180,7140
181,7217
182,7309
183,7209
184,7238
185,7311
186,7214
187,7074
188,7047
189,7077
190,7106
191,7224
192,7321
193,7303
194,7369
195,7418
196,7425
197,7475
198,7327
199,7381
200,7348
201,6540
202,6678
203,6668
204,6763
205,6851
206,6715
207,6637
208,6759
209,6714
210,6808
211,6806
212,6789
213,6875
214,6731
215,6760
216,6766
217,6816
218,6728
