MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.979862,0.282514,0.103843,0.00476302
2,0.980089,0.253215,0.126675,0.00700485
3,0.980028,0.235627,0.117962,0.0063783
4,0.980028,0.235627,0.117962,0.0063783
5,0.97993,0.264963,0.123884,0.00901806
6,0.97993,0.264963,0.123884,0.00901806
7,0.980316,0.256143,0.0983411,0.0102195
8,0.98057,0.241174,0.122492,0.00113695
9,0.980487,0.229907,0.141492,0.0101876
10,0.98044,0.216967,0.129016,0.00421975
11,0.98044,0.216967,0.129016,0.00421975
12,0.980593,0.210189,0.143923,0.00372015
13,0.980556,0.253311,0.12225,0.00306494
14,0.98093,0.237751,0.131622,0.00518374
15,0.980764,0.217316,0.0884586,0.0137994
16,0.980801,0.21785,0.0777146,0.00117801
17,0.980324,0.209897,0.0514671,0.00760033
18,0.980324,0.209897,0.0514671,0.00760033
19,0.980324,0.209897,0.0514671,0.00760033
20,0.980617,0.183472,0.0670608,0.00768505
21,0.980617,0.183472,0.0670608,0.00768505
22,0.980617,0.183472,0.0670608,0.00768505
23,0.980757,0.188738,0.0476739,0.00721998
24,0.980757,0.188738,0.0476739,0.00721998
25,0.980709,0.186556,0.070453,0.0068689
26,0.980709,0.186556,0.070453,0.0068689
27,0.981069,0.185762,0.0640111,0.00244564
28,0.981069,0.185762,0.0640111,0.00244564
29,0.981069,0.185762,0.0640111,0.00244564
30,0.981069,0.185762,0.0640111,0.00244564
31,0.981069,0.185762,0.0640111,0.00244564
32,0.981069,0.185762,0.0640111,0.00244564
33,0.981069,0.185762,0.0640111,0.00244564
34,0.981064,0.169531,0.0311455,0.00379316
35,0.981064,0.169531,0.0311455,0.00379316
36,0.981064,0.169531,0.0311455,0.00379316
37,0.981064,0.169531,0.0311455,0.00379316
38,0.981064,0.169531,0.0311455,0.00379316
39,0.981064,0.169531,0.0311455,0.00379316
40,0.980843,0.211827,0.0353578,0.00476831
41,0.980673,0.180198,0.0577601,0.00611256
42,0.980673,0.180198,0.0577601,0.00611256
43,0.980824,0.15876,0.0584289,0.0106338
44,0.980824,0.15876,0.0584289,0.0106338
45,0.980824,0.15876,0.0584289,0.0106338
46,0.980824,0.15876,0.0584289,0.0106338
47,0.980824,0.15876,0.0584289,0.0106338
48,0.980824,0.15876,0.0584289,0.0106338
49,0.98064,0.180983,0.0587643,0.00332238
50,0.980517,0.157337,0.0922621,0.00373736
51,0.980517,0.157337,0.0922621,0.00373736
52,0.980517,0.157337,0.0922621,0.00373736
