ReTr(L),ImTr(L)
-0.446364,-0.361487
-0.427629,-0.385475
-0.443369,-0.342213
-0.443369,-0.342213
-0.481734,-0.339421
-0.481734,-0.339421
-0.477365,-0.343941
-0.467959,-0.371008
-0.513975,-0.367815
-0.543533,-0.368496
-0.543533,-0.368496
-0.569152,-0.356995
-0.572031,-0.312594
-0.647076,-0.305855
-0.645921,-0.327975
-0.695416,-0.323463
-0.680922,-0.334042
-0.680922,-0.334042
-0.680922,-0.334042
-0.710238,-0.346903
-0.710238,-0.346903
-0.710238,-0.346903
-0.730459,-0.392048
-0.730459,-0.392048
-0.649011,-0.396331
-0.649011,-0.396331
-0.653059,-0.39213
-0.653059,-0.39213
-0.653059,-0.39213
-0.653059,-0.39213
-0.653059,-0.39213
-0.653059,-0.39213
-0.653059,-0.39213
-0.674343,-0.390509
-0.674343,-0.390509
-0.674343,-0.390509
-0.674343,-0.390509
-0.674343,-0.390509
-0.674343,-0.390509
-0.670054,-0.411693
-0.61945,-0.507166
-0.61945,-0.507166
-0.605608,-0.547071
-0.605608,-0.547071
-0.605608,-0.547071
-0.605608,-0.547071
-0.605608,-0.547071
-0.605608,-0.547071
-0.653802,-0.597025
-0.688744,-0.560766
-0.688744,-0.560766
-0.688744,-0.560766
-0.652447,-0.534387
-0.608457,-0.584641
-0.608457,-0.584641
-0.608512,-0.611734
-0.608512,-0.611734
-0.676394,-0.601027
-0.676394,-0.601027
-0.676394,-0.601027
-0.6834,-0.531892
-0.6834,-0.531892
-0.713344,-0.538439
-0.713344,-0.538439
-0.777875,-0.555387
-0.777875,-0.555387
-0.777875,-0.555387
-0.777875,-0.555387
-0.777875,-0.555387
-0.746181,-0.543573
-0.683916,-0.541068
-0.648004,-0.526216
-0.620473,-0.482496
-0.620473,-0.482496
-0.639026,-0.472654
-0.639026,-0.472654
-0.639026,-0.472654
-0.639026,-0.472654
-0.658536,-0.496732
-0.639958,-0.518058
-0.639958,-0.518058
-0.639958,-0.518058
-0.639958,-0.518058
-0.639958,-0.518058
-0.60471,-0.486277
-0.612724,-0.519187
-0.612724,-0.519187
-0.650017,-0.543266
-0.678746,-0.56564
-0.678746,-0.56564
-0.686065,-0.586052
-0.647361,-0.546344
-0.645951,-0.533241
-0.645951,-0.533241
-0.644452,-0.513355
-0.62219,-0.515812
-0.62219,-0.515812
-0.62219,-0.515812
-0.62219,-0.515812
-0.62219,-0.515812
-0.650858,-0.535059
-0.687068,-0.544288
-0.698997,-0.51464
-0.666769,-0.48296
-0.666769,-0.48296
-0.70225,-0.438695
-0.691618,-0.486936
-0.691618,-0.486936
-0.671721,-0.475159
-0.634693,-0.451784
-0.666376,-0.496505
-0.666376,-0.496505
-0.635372,-0.55722
-0.623737,-0.550259
-0.623737,-0.550259
-0.63931,-0.541586
-0.63931,-0.541586
-0.715338,-0.495168
-0.715338,-0.495168
-0.694666,-0.55962
-0.713207,-0.548273
-0.713207,-0.548273
-0.713207,-0.548273
-0.73583,-0.533052
-0.692974,-0.539922
-0.692974,-0.539922
-0.692974,-0.539922
-0.719708,-0.490889
-0.719708,-0.490889
-0.780657,-0.486563
-0.826307,-0.448618
-0.826307,-0.448618
-0.803549,-0.462403
-0.803549,-0.462403
-0.841516,-0.425201
-0.841516,-0.425201
-0.801587,-0.395758
-0.767281,-0.392827
-0.818758,-0.384032
-0.818758,-0.384032
-0.797187,-0.390555
-0.797187,-0.390555
-0.780249,-0.375739
-0.774202,-0.423898
-0.798182,-0.342883
-0.798182,-0.342883
-0.757826,-0.319
-0.810746,-0.324396
-0.823081,-0.283023
-0.823081,-0.283023
-0.824501,-0.336453
-0.893111,-0.384947
-0.870476,-0.385195
-0.89131,-0.418664
-0.89131,-0.418664
-0.876021,-0.397143
-0.837904,-0.36935
-0.808663,-0.383364
-0.808663,-0.383364
-0.815484,-0.417369
-0.840581,-0.413784
-0.790334,-0.412193
-0.790334,-0.412193
-0.810972,-0.438368
-0.82237,-0.475453
-0.814407,-0.453586
-0.847297,-0.345739
-0.869996,-0.416469
-0.806171,-0.431573
-0.827852,-0.418325
-0.767267,-0.392274
-0.749899,-0.411627
-0.750659,-0.462954
-0.75855,-0.482158
-0.792618,-0.475138
-0.830887,-0.481432
-0.816581,-0.402326
-0.889352,-0.345166
-0.820029,-0.310305
-0.820029,-0.310305
-0.853493,-0.286581
-0.853493,-0.286581
-0.853493,-0.286581
-0.880863,-0.29112
-0.880863,-0.29112
-0.918791,-0.275819
-0.949412,-0.24189
-0.953694,-0.267428
-0.951678,-0.2602
-0.951678,-0.2602
-0.899703,-0.243021
-0.909586,-0.28481
-0.956145,-0.263428
-0.971935,-0.295789
-0.9879,-0.344011
-0.9879,-0.344011
-0.9879,-0.344011
-0.9879,-0.344011
-0.9879,-0.344011
-0.968636,-0.329105
-0.968636,-0.329105
-0.968636,-0.329105
-0.991251,-0.337504
-0.93724,-0.34513
-0.93724,-0.34513
-0.931405,-0.35891
-0.952224,-0.393178
-0.952224,-0.393178
-0.972384,-0.342574
-0.979644,-0.335096
-0.901508,-0.373755
-0.901508,-0.373755
-0.901508,-0.373755
-0.901508,-0.373755
-0.961535,-0.418201
-0.875978,-0.455845
-0.847372,-0.47965
-0.847372,-0.47965
-0.853312,-0.495594
-0.845345,-0.439816
-0.868683,-0.397546
-0.868683,-0.397546
-0.882884,-0.344902
-0.845022,-0.368902
-0.845022,-0.368902
-0.856168,-0.361781
-0.847353,-0.330767
-0.776522,-0.389237
-0.834379,-0.387379
-0.834379,-0.387379
-0.851758,-0.385077
-0.851758,-0.385077
-0.798878,-0.349487
-0.77814,-0.3864
