t,e^(-dS)
1,1.46976
2,0.998683
3,0.87494
4,1.04749
5,0.846707
6,1.04276
7,0.972816
8,0.969699
9,0.921917
10,0.968264
11,0.973634
12,0.791599
13,0.959733
14,1.08703
15,0.813914
16,0.953315
17,0.910984
18,1.17468
19,0.844002
20,0.844002
21,2.07093
22,0.274996
23,0.742079
24,0.697816
25,0.238592
26,0.460612
27,0.589665
28,0.773446
29,1.6048
30,1.97112
31,1.99172
32,0.341981
33,0.714409
34,2.17951
35,0.523143
36,0.520066
37,0.281113
38,1.73533
39,1.10273
40,0.65279
41,0.332206
42,0.773987
43,0.62757
44,3.32344
45,0.759268
46,0.679906
47,0.208045
48,0.379766
49,0.690596
50,0.966069
51,0.97267
52,0.779346
53,0.283087
54,0.515097
55,0.337564
56,0.274721
57,0.715481
58,0.573957
59,1.01265
60,0.565525
61,0.854704
62,0.289964
63,1.08695
64,0.847216
65,0.586959
66,0.917704
67,1.4151
68,1.54868
69,0.687289
70,0.356294
71,0.394593
72,0.738082
73,0.690458
74,0.547222
75,0.385274
76,0.320459
77,0.760028
78,0.418617
79,2.45616
80,0.178173
81,0.754123
82,1.71104
83,0.76422
84,0.540047
85,1.17751
86,1.55955
87,2.95648
88,0.552501
89,0.324652
90,1.70796
91,0.601878
92,1.10827
93,0.249075
94,0.437228
95,1.2274
96,1.25032
97,0.980316
98,0.119194
99,0.463245
100,0.614774
101,1.80219
102,0.484034
103,0.958927
104,0.402283
105,0.385274
106,0.832352
107,0.874153
108,1.52547
109,1.10827
110,0.508241
111,3.15819
112,0.569555
113,2.01073
114,0.103726
115,2.28302
116,0.486801
117,0.309747
118,1.74229
119,0.192434
120,1.71944
121,0.424901
122,0.623754
123,0.999275
124,1.89705
125,0.0612985
126,1.23751
127,0.287653
128,0.922332
129,0.2595
130,0.405798
131,0.548482
132,0.414203
133,0.882585
134,1.25257
135,0.598876
136,0.209507
137,0.19909
138,0.795806
139,3.85743
140,0.825802
141,3.73221
142,0.469541
143,0.831271
144,0.44388
145,0.308202
146,0.43046
147,0.216103
148,0.918898
149,0.262632
150,0.388446
151,2.14899
152,0.661927
153,0.865974
154,0.521107
155,0.591141
156,0.457536
157,0.621761
158,1.51377
159,2.62925
160,0.755784
161,1.39794
162,1.775
163,0.666777
164,1.26162
165,0.200488
166,0.595056
167,0.41082
168,0.183783
169,0.447446
170,0.75813
171,0.678752
172,0.164474
173,0.565808
174,1.262
175,0.955405
176,1.43534
177,1.03774
178,0.828698
179,0.172389
180,0.557998
181,0.200288
182,0.868402
183,1.06787
184,2.28371
185,1.3283
186,0.493862
187,1.55909
188,1.61591
189,0.565752
190,0.182319
191,0.517938
192,0.781141
193,1.13883
194,0.373551
195,0.274172
196,0.561581
197,0.191092
198,0.345418
199,0.287366
200,0.499574
201,0.603204
202,0.409917
203,1.34393
204,0.0859491
205,0.484761
206,0.66458
207,0.808075
208,0.761017
209,1.87705
210,1.12491
211,0.829195
212,1.25107
213,1.60208
214,0.457719
215,1.16009
216,0.325628
217,1.45049
218,1.38099
219,0.869445
220,0.960069
221,2.25624
222,0.500524
223,0.26982
224,0.929647
225,0.6967
226,0.296117
227,2.89215
228,0.593036
229,1.16591
230,0.180685
231,0.503838
232,1.13066
233,2.14685
234,0.780672
235,0.791678
