ReTr(L),ImTr(L)
0.600097,-1.35851
0.576304,-1.46002
0.547949,-1.56499
0.57922,-1.5712
0.585359,-1.71578
0.613607,-1.73325
0.622828,-1.75385
0.657075,-1.77334
0.704119,-1.78764
0.760928,-1.79559
0.856183,-1.75101
0.833259,-1.72758
0.844926,-1.72274
0.893696,-1.6767
0.912225,-1.7884
0.897026,-1.80985
0.90796,-1.82187
0.983428,-1.80521
1.03064,-1.77602
1.02531,-1.82246
1.05437,-1.82343
1.05437,-1.82343
1.06751,-1.87022
1.09648,-1.90573
1.09648,-1.90573
1.13214,-1.84121
1.26263,-1.81982
1.27135,-1.8139
1.25651,-1.8288
1.24106,-1.82052
1.31781,-1.83571
1.19987,-1.86425
1.19987,-1.86425
1.15906,-1.91922
1.24032,-1.92117
1.24032,-1.92117
1.15931,-1.90605
1.20721,-1.87536
1.16974,-1.91743
1.2769,-1.89783
1.2769,-1.89783
1.17405,-1.98844
1.17405,-1.98844
1.21092,-2.00655
1.21092,-2.00655
1.15481,-2.011
1.15481,-2.011
1.15481,-2.011
1.15481,-2.011
1.10993,-2.0675
1.10993,-2.0675
1.07034,-2.08088
1.01628,-2.1232
1.01628,-2.1232
1.01628,-2.1232
1.01628,-2.1232
1.01628,-2.1232
1.01628,-2.1232
1.04309,-2.07628
1.04309,-2.07628
1.0705,-2.1257
1.0705,-2.1257
0.9553,-2.09544
1.02564,-2.10863
1.14078,-2.08891
1.20295,-2.06603
1.17749,-2.08856
1.1464,-2.09157
1.06061,-2.18614
1.14113,-2.14143
1.14113,-2.14143
1.14113,-2.14143
1.12254,-2.18951
1.12254,-2.18951
1.21035,-2.19203
1.24285,-2.1832
1.37248,-2.17028
1.29697,-2.21414
1.32587,-2.28646
1.32587,-2.28646
1.30781,-2.33113
1.16661,-2.33144
1.16661,-2.33144
1.19072,-2.34828
1.19963,-2.32327
1.24782,-2.30186
1.25787,-2.30584
1.28416,-2.33026
1.28416,-2.33026
1.30907,-2.33425
1.23607,-2.31181
1.37025,-2.27902
1.37025,-2.27902
1.37025,-2.27902
1.33015,-2.17704
1.27697,-2.28034
1.36631,-2.28304
1.36631,-2.28304
1.36631,-2.28304
1.48074,-2.28908
1.49651,-2.30071
1.49651,-2.30071
1.51501,-2.2543
1.51501,-2.2543
1.40734,-2.28232
1.40734,-2.28232
1.40734,-2.28232
1.43027,-2.28909
1.4202,-2.38259
1.37721,-2.4071
1.2959,-2.40661
