MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.730901,0.734844,4.30517e-05
2,0.775822,0.699319,2.99409e-05
3,0.83054,0.658571,-0.000114677
4,0.879945,0.644067,-4.48666e-05
5,0.905763,0.622137,-0.000107293
6,0.911392,0.621487,-0.000209083
7,0.919718,0.614731,-0.000125162
8,1.01081,0.584346,4.71442e-05
9,0.997274,0.584789,2.78108e-05
10,1.00135,0.580723,-0.000153312
11,1.08813,0.557108,-4.4203e-05
12,1.1497,0.532033,-0.000135638
13,1.19136,0.523447,-0.000101504
14,1.08713,0.558746,-1.02179e-05
15,1.17385,0.527519,-6.51876e-05
16,1.168,0.52449,-5.19003e-06
17,1.21849,0.506212,-0.000128194
18,1.2061,0.512258,5.21935e-05
19,1.37029,0.473633,-5.59862e-05
20,1.64161,0.422026,6.76257e-05
21,1.46275,0.455324,-5.01406e-05
22,1.46275,0.455324,-5.01406e-05
23,1.42773,0.458512,-0.00010348
24,1.3319,0.478894,1.87858e-05
25,1.3319,0.478894,1.87858e-05
26,1.1755,0.509795,-8.93727e-05
27,1.26441,0.482489,4.06729e-07
28,1.23148,0.488678,-0.000129019
29,1.11858,0.511798,-7.3655e-05
30,1.18709,0.502494,4.20713e-05
31,1.32588,0.465913,3.93796e-05
32,1.18597,0.496691,-8.47519e-06
33,1.18597,0.496691,-8.47519e-06
34,1.26563,0.471911,-1.92452e-05
35,1.50364,0.420138,-2.04264e-05
36,1.50364,0.420138,-2.04264e-05
37,1.47352,0.425905,-2.74634e-05
38,1.40473,0.441513,-1.24825e-05
39,1.27098,0.467076,-4.47476e-05
40,1.45962,0.420996,-0.000126454
41,1.45962,0.420996,-0.000126454
42,1.43627,0.423861,8.39688e-05
43,1.43627,0.423861,8.39688e-05
44,1.64715,0.393949,8.47369e-05
45,1.64715,0.393949,8.47369e-05
46,1.7162,0.38172,-0.000151716
47,1.7162,0.38172,-0.000151716
48,1.7162,0.38172,-0.000151716
49,1.7162,0.38172,-0.000151716
50,1.91001,0.337697,0.000268755
51,1.91001,0.337697,0.000268755
52,2.21219,0.296907,-0.000137481
53,2.64023,0.247774,-8.34714e-05
54,2.64023,0.247774,-8.34714e-05
55,2.64023,0.247774,-8.34714e-05
56,2.64023,0.247774,-8.34714e-05
57,2.64023,0.247774,-8.34714e-05
