MDTU,S_B
1,1.00387
2,1.0027
3,1.00184
4,1.00092
5,1.00245
6,1.00157
7,1.00119
8,1.00121
9,1.00102
10,1.00285
11,1.00072
12,1.00217
13,1.00117
14,0.998658
15,1.00037
16,1.00131
17,1.00101
18,1.00101
19,1.00166
20,1.00063
21,0.999875
22,0.999875
23,1.00096
24,0.999711
25,0.999711
26,1.00062
27,1.0013
28,1.00118
29,1.00105
30,1.00008
31,0.99999
32,0.999535
33,0.999535
34,0.999637
35,1.00129
36,1.00129
37,1.00073
38,1.00017
39,1.00013
40,1.00147
41,1.00147
42,1.00077
43,1.00077
44,0.999406
45,0.999406
46,0.998764
47,0.998764
48,0.998764
49,0.998764
50,1.00188
51,1.00188
52,1.0009
53,1.00014
54,1.00014
55,1.00014
56,1.00014
57,1.00014
58,1.00014
59,1.00051
60,1.00051
61,1.00044
62,1.00044
63,1.00051
64,0.999065
65,1.00104
66,1.0018
67,1.00015
68,0.999716
69,1.00057
70,1.00112
71,1.00112
72,1.00112
73,1.001
74,1.001
75,1.00004
76,0.998591
77,1.00188
78,1.00078
79,1.00242
80,1.00242
81,1.00054
82,1.00142
83,1.00142
84,0.999749
85,1.00049
86,0.999576
87,1.00099
88,0.999998
89,0.999998
90,1.00155
91,1.00096
92,1.00082
93,1.00082
94,1.00082
95,0.999005
96,0.998032
97,0.999934
98,0.999934
99,0.999934
100,0.999949
101,1.00065
102,1.00065
103,0.999581
104,0.999581
105,0.999311
106,0.999311
107,0.999311
108,0.999162
109,1.00182
110,0.999459
111,0.999206
112,0.999206
113,1.00174
114,1.00174
115,0.999634
116,0.999634
117,0.999634
118,1.00153
119,1.00153
120,1
121,1
122,1
123,1.00182
124,1.00009
125,1.00009
126,0.999272
127,0.999337
128,1.00048
129,1.00048
130,1.00048
131,0.999928
132,0.999928
133,1.00023
134,1.00056
135,0.999731
136,0.999731
137,0.999731
138,0.999746
139,0.9999
140,0.999834
141,0.999521
142,0.999521
143,1.00049
144,1.00049
145,1.00163
146,1.00163
147,1.00163
148,1.00071
149,1.00071
150,1.00071
151,0.998857
152,0.99889
153,0.998806
154,0.998806
155,0.998806
156,0.998806
157,1.00223
158,1.00028
159,1.00116
160,1.00185
161,1.00033
162,1.00101
163,1.00101
164,1.00156
165,1.00156
166,1.00085
167,0.999756
168,0.999756
169,1.00149
170,1.00149
171,1.00078
172,1.00078
173,0.999582
174,1.00075
175,1.00075
176,0.999997
177,1.00115
178,1.00115
179,1.00115
180,1.00115
181,1.00115
182,1.00076
183,1.00061
184,1.00051
185,0.999327
186,1.00104
187,0.999713
188,0.999606
189,0.999606
190,0.999606
191,0.999606
192,0.999532
193,0.99984
194,1.00104
195,1.00091
196,1.00091
197,1.00091
198,0.999984
199,0.999984
200,1.00044
201,1.00044
202,1.00085
203,1.00092
204,1.00092
205,1.00084
206,1.00084
207,1.00085
208,0.999985
209,0.999381
210,1.00029
211,1.00023
212,1.00039
213,0.999886
214,0.999886
215,0.999612
216,1.00072
217,1.00093
218,1.00064
219,1.00055
220,0.999475
221,0.99959
222,0.99959
223,0.99959
224,0.999454
225,0.999454
226,0.999454
227,1.00052
228,0.998114
229,1.00017
230,1.00017
231,1.00017
232,1.00028
233,1.00007
234,0.999597
235,0.999719
236,0.999719
237,0.999719
238,0.999719
239,0.999719
240,1.0002
241,0.999354
242,1.00034
243,0.999891
244,1.00023
245,1.00007
246,0.999827
247,0.999784
248,0.999784
249,0.999784
250,1.00073
251,1.00026
252,1.00026
253,0.999816
254,0.999412
255,1.00041
256,1.00087
257,0.99892
258,1.00028
259,1.00003
260,1.00004
261,1.00085
262,0.998571
263,0.999012
264,0.999012
265,1.00025
266,1.00025
267,0.999087
268,0.999087
269,0.999982
270,1.00029
271,1.00044
272,1.00044
273,0.998507
274,1.00104
275,1.00104
276,1.00104
277,0.999583
278,0.999583
279,0.999583
280,0.999945
281,0.999945
282,1.00182
283,1.00079
284,1.00048
285,1.00072
286,1.00072
287,1.00072
288,0.999795
289,0.999795
290,1.00003
291,0.999134
292,0.999294
293,1.00016
294,0.999587
295,0.999587
296,1.00065
297,1.00013
298,1.00013
299,1.00121
300,0.998831
301,1.00016
302,1.00012
303,1.00023
304,1.00023
305,0.9978
306,0.9978
307,0.999571
308,0.999571
309,1.00087
310,1.00087
311,0.998683
312,0.999298
313,0.999865
314,0.99957
315,0.99957
316,1.0015
317,1.00165
318,1.00165
319,0.999275
320,0.999275
321,0.99992
322,0.99992
323,0.99992
324,0.99992
325,1.00085
326,0.99952
327,0.99952
328,1.00037
329,1.00028
330,1.00034
331,0.999426
332,0.999878
333,0.998685
334,0.998685
335,0.999589
336,1.00018
337,1.00018
338,1.00103
339,0.999881
340,1.00043
341,0.999967
342,1.00027
343,0.998288
344,1.00062
345,1.00062
346,1.00062
347,1.00062
348,1.00062
349,1.00062
350,0.998604
351,0.998604
352,0.999061
353,0.999061
354,0.999061
355,0.999061
356,1.00124
357,1.00124
358,0.999681
359,0.999681
360,1.00065
361,1.00053
362,0.999347
363,1.00155
364,0.999641
365,1.00079
366,1.00041
367,1.00029
368,1.00064
369,0.999374
370,0.998499
371,0.998499
372,0.999523
373,1.00119
374,0.998531
375,0.998531
376,1.00052
377,1.00076
378,1.00021
379,1.00021
380,1.00053
381,1.00098
382,1.00098
383,1.00098
384,1.00013
385,0.999011
386,0.998586
387,1.00013
388,1.00036
389,1.00036
390,1.00036
391,0.999328
392,0.999848
393,1.00047
394,0.999041
395,1.00025
396,1.00018
397,1.00012
398,1.00012
399,0.999087
400,0.999428
401,0.998905
402,1.00032
403,0.999395
404,0.999639
405,1.00194
406,1.00099
407,0.998911
408,1.00035
409,1.00035
410,1.00232
411,0.999752
412,0.999522
413,0.999522
414,1.0011
415,1.00045
416,0.998989
417,0.998989
418,1.0008
419,1.00124
420,1.00156
421,0.999658
422,0.999658
423,1.00078
424,1.00078
425,0.999314
426,0.999329
427,0.999883
428,0.999965
429,1.00042
430,1.00188
431,1.00032
432,1.00026
433,1.00012
434,0.99884
435,1.00088
436,1.0017
437,0.999173
438,0.999173
439,0.999403
440,0.999403
441,1.00134
442,1.00134
443,1.00033
444,1.00069
445,1.00069
446,1.00191
447,1.00191
448,1.00053
449,0.999967
450,0.999967
451,1.00005
452,0.999567
453,0.999567
454,0.998904
