t,deltaS
1,-0.3851
2,0.001318
3,0.1336
4,-0.0464
5,0.1664
6,-0.04187
7,0.02756
8,0.03077
9,0.0813
10,0.03225
11,0.02672
12,0.2337
13,0.0411
14,-0.08345
15,0.2059
16,0.04781
17,0.09323
18,-0.161
19,0.1696
20,0.1696
21,-0.728
22,1.291
23,0.2983
24,0.3598
25,1.433
26,0.7752
27,0.5282
28,0.2569
29,-0.473
30,-0.6786
31,-0.689
32,1.073
33,0.3363
34,-0.7791
35,0.6479
36,0.6538
37,1.269
38,-0.5512
39,-0.09779
40,0.4265
41,1.102
42,0.2562
43,0.4659
44,-1.201
45,0.2754
46,0.3858
47,1.57
48,0.9682
49,0.3702
50,0.03452
51,0.02771
52,0.2493
53,1.262
54,0.6634
55,1.086
56,1.292
57,0.3348
58,0.5552
59,-0.01257
60,0.57
61,0.157
62,1.238
63,-0.08338
64,0.1658
65,0.5328
66,0.08588
67,-0.3472
68,-0.4374
69,0.375
70,1.032
71,0.9299
72,0.3037
73,0.3704
74,0.6029
75,0.9538
76,1.138
77,0.2744
78,0.8708
79,-0.8986
80,1.725
81,0.2822
82,-0.5371
83,0.2689
84,0.6161
85,-0.1634
86,-0.4444
87,-1.084
88,0.5933
89,1.125
90,-0.5353
91,0.5077
92,-0.1028
93,1.39
94,0.8273
95,-0.2049
96,-0.2234
97,0.01988
98,2.127
99,0.7695
100,0.4865
101,-0.589
102,0.7256
103,0.04194
104,0.9106
105,0.9538
106,0.1835
107,0.1345
108,-0.4223
109,-0.1028
110,0.6768
111,-1.15
112,0.5629
113,-0.6985
114,2.266
115,-0.8255
116,0.7199
117,1.172
118,-0.5552
119,1.648
120,-0.542
121,0.8559
122,0.472
123,0.0007251
124,-0.6403
125,2.792
126,-0.2131
127,1.246
128,0.08085
129,1.349
130,0.9019
131,0.6006
132,0.8814
133,0.1249
134,-0.2252
135,0.5127
136,1.563
137,1.614
138,0.2284
139,-1.35
140,0.1914
141,-1.317
142,0.756
143,0.1848
144,0.8122
145,1.177
146,0.8429
147,1.532
148,0.08458
149,1.337
150,0.9456
151,-0.765
152,0.4126
153,0.1439
154,0.6518
155,0.5257
156,0.7819
157,0.4752
158,-0.4146
159,-0.9667
160,0.28
161,-0.335
162,-0.5738
163,0.4053
164,-0.2324
165,1.607
166,0.5191
167,0.8896
168,1.694
169,0.8042
170,0.2769
171,0.3875
172,1.805
173,0.5695
174,-0.2327
175,0.04562
176,-0.3614
177,-0.03705
178,0.1879
179,1.758
