MDTU,S_F
1,5.45183e-06
2,5.45183e-06
3,5.45183e-06
4,5.54579e-06
5,5.51296e-06
6,5.57591e-06
7,5.65766e-06
8,5.6819e-06
9,5.74445e-06
10,5.76299e-06
11,5.75597e-06
12,5.73498e-06
13,5.68441e-06
14,5.74819e-06
15,5.72954e-06
16,5.80954e-06
17,5.84262e-06
18,5.80062e-06
19,5.82023e-06
20,5.85135e-06
21,5.78562e-06
22,5.87362e-06
23,5.95882e-06
24,5.8905e-06
25,5.84251e-06
26,5.9772e-06
27,5.96054e-06
28,5.93254e-06
29,5.93254e-06
30,6.02886e-06
31,6.09726e-06
32,6.1226e-06
33,5.99619e-06
34,5.95115e-06
35,5.99538e-06
36,6.08947e-06
37,6.03268e-06
38,6.00857e-06
39,6.08255e-06
40,6.12314e-06
41,6.10914e-06
42,6.08004e-06
43,6.25173e-06
44,6.28265e-06
45,6.17095e-06
46,6.21391e-06
47,6.17749e-06
48,6.19531e-06
49,6.20356e-06
50,6.15426e-06
51,6.25415e-06
52,6.22614e-06
53,6.28785e-06
54,6.28785e-06
55,6.17499e-06
56,6.22696e-06
57,6.28003e-06
58,6.28003e-06
59,6.28003e-06
60,6.24879e-06
61,6.29136e-06
62,6.23575e-06
63,6.2029e-06
64,6.20827e-06
65,6.2187e-06
66,6.21884e-06
67,6.18409e-06
68,6.29589e-06
69,6.23249e-06
70,6.29994e-06
71,6.23235e-06
72,6.23235e-06
73,6.21044e-06
74,6.25767e-06
75,6.31885e-06
76,6.253e-06
77,6.30743e-06
78,6.30743e-06
79,6.39766e-06
80,6.38279e-06
81,6.41831e-06
82,6.42406e-06
83,6.37727e-06
84,6.37727e-06
85,6.3564e-06
86,6.3562e-06
87,6.36471e-06
88,6.35486e-06
89,6.35486e-06
90,6.32364e-06
91,6.29205e-06
92,6.3335e-06
93,6.3335e-06
94,6.34643e-06
95,6.40651e-06
96,6.42578e-06
97,6.44653e-06
98,6.43804e-06
99,6.37662e-06
100,6.35878e-06
101,6.35878e-06
102,6.40809e-06
103,6.46008e-06
104,6.4823e-06
105,6.42973e-06
106,6.56644e-06
107,6.52797e-06
108,6.52797e-06
109,6.54462e-06
110,6.59461e-06
111,6.60392e-06
112,6.69038e-06
113,6.6067e-06
114,6.61057e-06
115,6.61057e-06
116,6.70832e-06
117,6.70832e-06
118,6.54793e-06
119,6.66769e-06
120,6.59043e-06
121,6.58326e-06
122,6.58326e-06
123,6.54825e-06
124,6.53197e-06
125,6.58446e-06
126,6.60913e-06
127,6.57725e-06
128,6.67992e-06
129,6.66638e-06
130,6.66638e-06
131,6.66638e-06
132,6.68474e-06
133,6.72493e-06
134,6.72493e-06
135,6.65949e-06
136,6.66392e-06
137,6.66392e-06
138,6.66392e-06
139,6.58142e-06
140,6.58142e-06
141,6.63738e-06
142,6.65758e-06
143,6.70809e-06
144,6.75427e-06
145,6.65565e-06
146,6.67599e-06
147,6.64416e-06
148,6.57991e-06
149,6.62026e-06
150,6.62026e-06
151,6.64482e-06
152,6.69215e-06
153,6.69215e-06
154,6.51163e-06
155,6.51163e-06
156,6.51163e-06
157,6.55156e-06
158,6.55156e-06
159,6.55156e-06
160,6.64254e-06
161,6.66915e-06
162,6.66338e-06
163,6.61675e-06
164,6.60699e-06
165,6.51845e-06
166,6.58481e-06
167,6.58027e-06
168,6.62241e-06
169,6.63858e-06
170,6.58408e-06
171,6.65674e-06
172,6.76948e-06
173,6.76948e-06
174,6.73567e-06
175,6.65646e-06
176,6.61405e-06
177,6.60983e-06
178,6.68305e-06
179,6.68305e-06
180,6.68305e-06
181,6.68305e-06
182,6.68305e-06
183,6.68305e-06
184,6.64156e-06
185,6.77378e-06
186,6.75095e-06
187,6.78491e-06
188,6.78491e-06
189,6.75797e-06
190,6.77923e-06
191,6.71964e-06
192,6.82449e-06
193,6.82291e-06
194,6.82291e-06
195,6.8108e-06
196,6.73691e-06
197,6.77195e-06
198,6.77195e-06
199,6.74747e-06
200,6.70396e-06
201,6.70396e-06
202,6.71595e-06
203,6.76579e-06
204,6.66802e-06
205,6.64978e-06
206,6.64978e-06
207,6.73073e-06
208,6.75738e-06
209,6.85379e-06
210,6.85379e-06
211,6.8719e-06
212,6.8719e-06
213,6.90363e-06
214,6.82693e-06
215,6.86817e-06
216,6.81126e-06
217,6.78973e-06
218,6.74411e-06
219,6.77686e-06
220,6.81775e-06
221,6.79405e-06
222,6.776e-06
223,6.87952e-06
224,6.91556e-06
225,6.82608e-06
226,6.90759e-06
227,6.90763e-06
228,6.90763e-06
229,6.85075e-06
230,6.85075e-06
231,6.85075e-06
232,6.85075e-06
233,6.80988e-06
234,6.75467e-06
235,6.69832e-06
236,6.79229e-06
237,6.8085e-06
238,6.76376e-06
239,6.74663e-06
240,6.78044e-06
241,6.78044e-06
242,6.78433e-06
243,6.78433e-06
244,6.70576e-06
245,6.70576e-06
246,6.70576e-06
247,6.70875e-06
248,6.80075e-06
249,6.79271e-06
250,6.71825e-06
251,6.77183e-06
252,6.71831e-06
253,6.70041e-06
254,6.70041e-06
255,6.71244e-06
256,6.72119e-06
257,6.73627e-06
258,6.70793e-06
259,6.69783e-06
260,6.73246e-06
261,6.7272e-06
262,6.67144e-06
263,6.67144e-06
264,6.67144e-06
265,6.63867e-06
266,6.63867e-06
267,6.63867e-06
268,6.72865e-06
269,6.71067e-06
270,6.71067e-06
271,6.71067e-06
272,6.71067e-06
273,6.7472e-06
274,6.7472e-06
275,6.75851e-06
276,6.84383e-06
277,6.84383e-06
278,6.89055e-06
279,6.89055e-06
280,6.76996e-06
281,6.78297e-06
282,6.78297e-06
283,6.78297e-06
284,6.85162e-06
285,6.85162e-06
286,7.00877e-06
287,6.96455e-06
288,6.79972e-06
289,6.79972e-06
290,6.79972e-06
291,6.74322e-06
292,6.68632e-06
293,6.68632e-06
294,6.72617e-06
295,6.70063e-06
296,6.74161e-06
297,6.74161e-06
298,6.71281e-06
299,6.71281e-06
300,6.71281e-06
301,6.72054e-06
302,6.7104e-06
303,6.76637e-06
304,6.76637e-06
305,6.69408e-06
306,6.79058e-06
307,6.70585e-06
308,6.79046e-06
309,6.74443e-06
310,6.75031e-06
311,6.6995e-06
312,6.6995e-06
313,6.76238e-06
314,6.74383e-06
315,6.74383e-06
316,6.74383e-06
317,6.74383e-06
318,6.71824e-06
319,6.71824e-06
320,6.71824e-06
321,6.79516e-06
322,6.79516e-06
323,6.79516e-06
324,6.80058e-06
325,6.75696e-06
326,6.7958e-06
327,6.7958e-06
328,6.75586e-06
329,6.76379e-06
330,6.76379e-06
331,6.76379e-06
332,6.8982e-06
333,6.8982e-06
334,6.8982e-06
335,6.81781e-06
336,6.72719e-06
337,6.80727e-06
338,6.84032e-06
339,6.80202e-06
340,6.80496e-06
341,6.88422e-06
342,6.77187e-06
343,6.77187e-06
344,6.78112e-06
345,6.83754e-06
346,6.79619e-06
347,6.83195e-06
348,6.72869e-06
349,6.75339e-06
350,6.69218e-06
351,6.78286e-06
352,6.77475e-06
353,6.8011e-06
354,6.8011e-06
355,6.8011e-06
356,6.75438e-06
357,6.78545e-06
358,6.83327e-06
359,6.90549e-06
360,6.90549e-06
361,6.89652e-06
362,6.89652e-06
363,6.89975e-06
364,6.95548e-06
365,6.9633e-06
366,6.87449e-06
367,6.98339e-06
368,6.86436e-06
369,6.86436e-06
370,6.88237e-06
371,6.856e-06
372,6.856e-06
373,6.76167e-06
374,6.79431e-06
375,6.79431e-06
376,6.99031e-06
377,6.95336e-06
378,6.95336e-06
379,7.00031e-06
380,7.07833e-06
381,6.99609e-06
382,7.01333e-06
383,6.87262e-06
