t,N_f,N_g
10,136,2448
20,68,1224
30,44,792
40,34,612
50,34,612
60,34,612
70,34,612
80,34,612
90,34,612
100,34,612
110,32,576
120,32,576
130,32,576
140,32,576
150,32,576
160,32,576
170,32,576
180,32,576
190,32,576
200,32,576
210,32,512
220,32,512
230,32,512
240,32,512
250,32,512
260,32,512
270,32,512
280,32,512
290,32,512
300,32,512
310,32,512
320,32,512
330,32,512
340,32,512
350,32,512
360,32,512
370,32,512
380,32,512
390,32,512
400,32,512
410,32,512
420,32,512
430,32,512
440,32,512
450,32,512
460,32,512
470,32,512
480,32,512
490,32,512
500,32,512
510,32,512
520,32,512
530,32,512
540,32,512
550,32,512
560,32,512
570,32,512
580,32,512
590,32,512
600,32,512
610,32,512
620,32,512
630,32,512
640,32,512
650,32,512
660,32,512
670,32,512
680,32,512
690,32,512
700,32,512
710,32,512
720,32,512
730,32,512
740,32,512
750,32,512
760,32,512
770,32,512
780,32,512
790,32,512
800,32,512
810,32,512
820,32,512
830,32,512
840,32,512
850,32,512
860,32,512
870,32,512
880,32,512
890,32,512
900,32,512
910,32,512
920,32,512
930,32,512
940,32,512
950,32,512
960,32,512
970,32,512
980,32,512
990,32,512
1000,32,512
1010,32,512
1020,32,512
1030,32,512
1040,32,512
1050,32,512
1060,32,512
1070,32,512
1080,32,512
1090,32,512
1100,32,512
1110,32,512
1120,32,512
1130,32,512
1140,32,512
1150,32,512
1160,32,512
1170,32,512
1180,32,512
1190,32,512
1200,32,512
1210,32,512
1220,32,512
1230,32,512
1240,32,512
1250,32,512
1260,32,512
1270,32,512
1280,32,512
1290,32,512
1300,32,512
1310,32,512
1320,32,512
1330,32,512
1340,32,512
1350,32,512
1360,32,512
1370,32,512
1380,32,512
1390,32,512
1400,32,512
1410,32,512
1420,32,512
1430,32,512
1440,32,512
1450,32,512
1460,32,512
1470,32,512
1480,32,512
1490,32,512
1500,32,512
1510,32,512
1520,32,512
1530,32,512
1540,32,512
1550,32,512
1560,32,512
1570,32,512
1580,32,512
1590,32,512
1600,32,512
1610,32,512
1620,32,512
1630,32,512
1640,32,512
1650,32,512
1660,32,512
1670,32,512
1680,32,512
1690,32,512
1700,32,512
1710,32,512
1720,32,512
1730,32,512
1740,32,512
1750,32,512
1760,32,512
1770,32,512
1780,32,512
1790,32,512
1800,32,512
1810,32,512
1820,32,512
1830,32,512
1840,32,512
1850,32,512
1860,32,512
1870,32,512
1880,32,512
1890,32,512
1900,32,512
1910,32,512
1920,32,512
1930,32,512
1940,32,512
1950,32,512
1960,32,512
1970,32,512
1980,32,512
1990,32,512
2000,32,512
2010,32,512
2020,32,512
2030,32,512
2040,32,512
2050,32,512
2060,32,512
2070,32,512
2080,32,512
2090,32,512
2100,32,512
2110,32,512
2120,32,512
2130,32,512
2140,32,512
2150,32,512
2160,32,512
2170,32,512
2180,32,512
2190,32,512
2200,32,512
2210,32,512
2220,32,512
2230,32,512
2240,32,512
2250,32,512
2260,32,512
2270,32,512
2280,32,512
2290,32,512
2300,32,512
2310,32,512
2320,32,512
2330,32,512
2340,32,512
2350,32,512
2360,32,512
2370,32,512
2380,32,512
2390,32,512
2400,32,512
2410,32,512
2420,32,512
2430,32,512
2440,32,512
2450,32,512
2460,32,512
2470,32,512
2480,32,512
2490,32,512
2500,32,512
2510,32,512
2520,32,512
2530,32,512
2540,32,512
2550,32,512
2560,32,512
2570,32,512
2580,32,512
2590,32,512
2600,32,512
2610,32,512
2620,32,512
2630,32,512
2640,32,512
2650,32,512
2660,32,512
2670,32,512
2680,32,512
2690,32,512
2700,32,512
2710,32,512
2720,32,512
2730,32,512
2740,32,512
2750,32,512
2760,32,512
2770,32,512
2780,32,512
2790,32,512
2800,32,512
2810,32,512
2820,32,512
2830,32,512
2840,32,512
2850,32,512
2860,32,512
2870,32,512
2880,32,512
2890,32,512
2900,32,512
2910,32,512
2920,32,512
2930,32,512
2940,32,512
2950,32,512
2960,32,512
2970,32,512
2980,32,512
2990,32,512
3000,32,512
3010,32,512
3020,32,512
3030,32,512
3040,32,512
3050,32,512
3060,32,512
3070,32,512
3080,32,512
3090,32,512
3100,32,512
3110,32,512
3120,32,512
3130,32,512
3140,32,512
3150,32,512
3160,32,512
3170,32,512
3180,32,512
3190,32,512
3200,32,512
3210,32,512
3220,32,512
3230,32,512
3240,32,512
3250,32,512
3260,32,512
3270,32,512
3280,32,512
