MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.926694,0.838616,-0.394316
2,0.926694,0.838616,-0.394316
3,0.926694,0.838616,-0.394316
4,0.937526,0.849747,-0.396086
5,0.938655,0.856577,-0.383859
6,0.93698,0.843542,-0.407882
7,0.937757,0.846171,-0.404205
8,0.935214,0.850586,-0.388751
9,0.931847,0.835666,-0.412311
10,0.930979,0.829786,-0.42211
11,0.935818,0.843066,-0.406196
12,0.932306,0.82108,-0.441613
13,0.926511,0.826947,-0.417829
14,0.933188,0.839875,-0.406756
15,0.928322,0.827178,-0.421378
16,0.929936,0.831645,-0.41611
17,0.925532,0.832943,-0.403505
18,0.925647,0.821899,-0.4258
19,0.934143,0.81593,-0.454841
20,0.931121,0.811717,-0.456181
21,0.928366,0.803365,-0.465261
22,0.929658,0.774445,-0.514295
23,0.929341,0.773706,-0.514833
24,0.931089,0.782833,-0.504082
25,0.933402,0.787834,-0.500557
26,0.934138,0.778648,-0.516064
27,0.929425,0.788991,-0.491246
28,0.928453,0.786564,-0.493297
29,0.928453,0.786564,-0.493297
30,0.93017,0.788245,-0.493849
31,0.928972,0.784273,-0.497901
32,0.928173,0.783891,-0.497011
33,0.930061,0.790755,-0.489613
34,0.930601,0.798889,-0.477279
35,0.926468,0.807074,-0.454945
36,0.928954,0.808571,-0.457349
37,0.928344,0.810116,-0.453359
38,0.929148,0.800611,-0.471526
39,0.926307,0.806034,-0.456459
40,0.930606,0.790446,-0.491144
41,0.929531,0.791056,-0.488117
42,0.922973,0.781576,-0.490936
43,0.920328,0.800745,-0.453664
44,0.923571,0.811482,-0.440999
45,0.927199,0.798227,-0.471732
46,0.925842,0.767672,-0.517555
47,0.92349,0.765631,-0.516375
48,0.923626,0.761056,-0.523334
49,0.925852,0.766625,-0.519123
50,0.923519,0.789086,-0.479822
51,0.920077,0.770012,-0.503609
52,0.925874,0.762196,-0.525643
53,0.922294,0.739047,-0.551756
54,0.922294,0.739047,-0.551756
55,0.922281,0.734468,-0.557817
56,0.921903,0.751329,-0.534238
57,0.916772,0.727779,-0.557503
58,0.916772,0.727779,-0.557503
59,0.916772,0.727779,-0.557503
60,0.919376,0.729626,-0.559373
61,0.919847,0.721657,-0.570376
62,0.920701,0.735542,-0.553776
63,0.924436,0.73935,-0.554926
64,0.921045,0.751526,-0.532478
65,0.925972,0.767528,-0.518001
66,0.922199,0.763243,-0.517601
67,0.925349,0.766016,-0.519124
68,0.925856,0.754258,-0.53694
69,0.923156,0.733614,-0.560381
70,0.925563,0.748571,-0.544341
71,0.918638,0.74403,-0.538809
72,0.918638,0.74403,-0.538809
73,0.924977,0.753944,-0.535865
74,0.922106,0.747421,-0.540037
75,0.922054,0.734941,-0.556816
76,0.923394,0.717662,-0.581048
77,0.923005,0.73052,-0.564163
78,0.923005,0.73052,-0.564163
79,0.921421,0.73785,-0.5519
80,0.921261,0.736166,-0.553879
81,0.923865,0.72873,-0.567873
82,0.921982,0.73109,-0.561746
83,0.919229,0.738401,-0.54749
84,0.919229,0.738401,-0.54749
85,0.919305,0.732395,-0.555625
86,0.917263,0.724555,-0.562488
87,0.912246,0.710867,-0.571716
88,0.91379,0.693253,-0.595326
89,0.91379,0.693253,-0.595326
90,0.920579,0.718755,-0.575201
91,0.920791,0.719665,-0.574403
92,0.920853,0.695415,-0.603629
93,0.920853,0.695415,-0.603629
94,0.919,0.683859,-0.61392
95,0.914314,0.688571,-0.601531
96,0.917184,0.676658,-0.619161
97,0.921134,0.711065,-0.585555
98,0.922692,0.695603,-0.606216
99,0.916703,0.70689,-0.583653
100,0.917198,0.693922,-0.59977
101,0.917198,0.693922,-0.59977
102,0.91677,0.699861,-0.592167
103,0.915429,0.694525,-0.59636
104,0.918048,0.692886,-0.602264
105,0.916034,0.69535,-0.596328
106,0.916595,0.688991,-0.604514
107,0.920443,0.738783,-0.549014
108,0.920443,0.738783,-0.549014
109,0.91531,0.745824,-0.530602
110,0.918616,0.71926,-0.57142
111,0.917367,0.71251,-0.577834
112,0.919268,0.729645,-0.559171
113,0.91734,0.700361,-0.592457
114,0.91454,0.708063,-0.578819
115,0.91454,0.708063,-0.578819
116,0.917664,0.725228,-0.562275
117,0.917664,0.725228,-0.562275
118,0.915174,0.730274,-0.551582
119,0.914636,0.713171,-0.572666
120,0.910774,0.71036,-0.569999
121,0.909461,0.724376,-0.549907
122,0.909461,0.724376,-0.549907
123,0.911972,0.720002,-0.559723
124,0.913384,0.73392,-0.54372
125,0.91812,0.747066,-0.5337
126,0.918469,0.757651,-0.519182
127,0.91827,0.73518,-0.550209
128,0.919319,0.729402,-0.55957
129,0.915594,0.728132,-0.555099
130,0.915594,0.728132,-0.555099
131,0.915594,0.728132,-0.555099
132,0.918384,0.762525,-0.511845
133,0.914548,0.761911,-0.505855
134,0.914548,0.761911,-0.505855
135,0.916125,0.774704,-0.488999
136,0.914637,0.745366,-0.530085
137,0.914637,0.745366,-0.530085
138,0.914637,0.745366,-0.530085
139,0.917853,0.731461,-0.554454
140,0.917853,0.731461,-0.554454
141,0.915557,0.712134,-0.575421
142,0.910787,0.714221,-0.565174
143,0.916048,0.698586,-0.592555
144,0.917713,0.714908,-0.575416
145,0.916946,0.740023,-0.541439
146,0.912005,0.752657,-0.515034
147,0.912862,0.735199,-0.54111
148,0.912038,0.755234,-0.511308
149,0.913742,0.732823,-0.545799
150,0.913742,0.732823,-0.545799
151,0.915737,0.716585,-0.570159
152,0.919727,0.711495,-0.582815
153,0.919727,0.711495,-0.582815
154,0.917867,0.7041,-0.588831
155,0.917867,0.7041,-0.588831
156,0.917867,0.7041,-0.588831
157,0.915648,0.718795,-0.567225
158,0.915648,0.718795,-0.567225
159,0.915648,0.718795,-0.567225
160,0.913661,0.70544,-0.58063
161,0.912542,0.717221,-0.564204
162,0.911941,0.722425,-0.556541
163,0.9222,0.719046,-0.57743
164,0.915354,0.7072,-0.581155
165,0.910809,0.728149,-0.547149
166,0.918665,0.761004,-0.514606
167,0.916164,0.760583,-0.510755
168,0.916859,0.751109,-0.5258
169,0.913989,0.754409,-0.515988
170,0.910592,0.73864,-0.53253
171,0.912625,0.738401,-0.536327
172,0.911995,0.761024,-0.502571
173,0.911995,0.761024,-0.502571
174,0.913779,0.771162,-0.490204
175,0.91901,0.785203,-0.477531
176,0.918745,0.799084,-0.453385
177,0.911898,0.787955,-0.459005
178,0.912382,0.76995,-0.489507
179,0.912382,0.76995,-0.489507
180,0.912382,0.76995,-0.489507
181,0.912382,0.76995,-0.489507
182,0.912382,0.76995,-0.489507
183,0.912382,0.76995,-0.489507
184,0.909092,0.750749,-0.512664
185,0.911033,0.723897,-0.553131
186,0.917658,0.733768,-0.551074
187,0.911757,0.746139,-0.524001
188,0.911757,0.746139,-0.524001
189,0.91641,0.763259,-0.507193
190,0.919679,0.738489,-0.548127
191,0.914904,0.744665,-0.531529
192,0.918408,0.728421,-0.559353
193,0.908185,0.712216,-0.563514
194,0.908185,0.712216,-0.563514
195,0.914776,0.708436,-0.578734
196,0.913281,0.694481,-0.593109
197,0.913355,0.694506,-0.593194
198,0.913355,0.694506,-0.593194
199,0.915258,0.675778,-0.61727
200,0.913449,0.684661,-0.604671
201,0.913449,0.684661,-0.604671
202,0.913578,0.652866,-0.639054
203,0.912535,0.623027,-0.666751
204,0.916127,0.645314,-0.650276
205,0.913709,0.688928,-0.600202
206,0.913709,0.688928,-0.600202
207,0.91062,0.669414,-0.617344
208,0.911509,0.662944,-0.625584
209,0.913212,0.660619,-0.630507
210,0.913212,0.660619,-0.630507
211,0.912005,0.641604,-0.64815
212,0.912005,0.641604,-0.64815
213,0.91255,0.658156,-0.632121
214,0.912485,0.626689,-0.663242
215,0.91656,0.640759,-0.65537
216,0.91581,0.638159,-0.656857
217,0.913376,0.61734,-0.673162
218,0.912691,0.620215,-0.669581
219,0.909901,0.582435,-0.699064
220,0.907422,0.592688,-0.687121
221,0.913175,0.620305,-0.670157
222,0.911717,0.586491,-0.698037
223,0.916692,0.595275,-0.697117
224,0.912223,0.558933,-0.720934
225,0.91326,0.564809,-0.717659
226,0.913648,0.563826,-0.718925
227,0.912837,0.593786,-0.693318
228,0.912837,0.593786,-0.693318
229,0.911563,0.583849,-0.700049
230,0.911563,0.583849,-0.700049
231,0.911563,0.583849,-0.700049
232,0.911563,0.583849,-0.700049
233,0.911066,0.580826,-0.701914
234,0.912907,0.573281,-0.710456
235,0.912591,0.529664,-0.743155
236,0.913078,0.529487,-0.743877
237,0.909061,0.532038,-0.737108
238,0.912929,0.53072,-0.742816
239,0.912183,0.547824,-0.729361
240,0.912212,0.544951,-0.731545
241,0.912212,0.544951,-0.731545
242,0.911522,0.536325,-0.73704
243,0.911522,0.536325,-0.73704
244,0.910735,0.530501,-0.740275
245,0.910735,0.530501,-0.740275
246,0.910735,0.530501,-0.740275
247,0.909106,0.516759,-0.747954
248,0.910417,0.51412,-0.751359
249,0.91109,0.512029,-0.753599
250,0.909658,0.5226,-0.744559
251,0.915993,0.53095,-0.746415
252,0.909772,0.568653,-0.710155
253,0.915423,0.584978,-0.704131
254,0.915423,0.584978,-0.704131
255,0.914218,0.560691,-0.722094
256,0.913543,0.555964,-0.72489
257,0.910076,0.515266,-0.750159
258,0.915488,0.520276,-0.75328
259,0.90994,0.549239,-0.725485
260,0.914825,0.538534,-0.739518
261,0.909858,0.520706,-0.746128
262,0.908447,0.511912,-0.750481
263,0.908447,0.511912,-0.750481
264,0.908447,0.511912,-0.750481
265,0.910076,0.519458,-0.747264
266,0.910076,0.519458,-0.747264
267,0.910076,0.519458,-0.747264
268,0.914129,0.517095,-0.75382
269,0.912384,0.518062,-0.751036
270,0.912384,0.518062,-0.751036
271,0.912384,0.518062,-0.751036
272,0.912384,0.518062,-0.751036
273,0.912792,0.499273,-0.764144
274,0.912792,0.499273,-0.764144
275,0.910278,0.493629,-0.764811
276,0.915272,0.489329,-0.773486
277,0.915272,0.489329,-0.773486
278,0.915774,0.499925,-0.767279
279,0.915774,0.499925,-0.767279
280,0.913267,0.505822,-0.760395
281,0.912403,0.508845,-0.757335
282,0.912403,0.508845,-0.757335
283,0.912403,0.508845,-0.757335
284,0.917094,0.450561,-0.798784
285,0.917094,0.450561,-0.798784
286,0.917289,0.46513,-0.790616
287,0.915798,0.443261,-0.801377
288,0.912555,0.449966,-0.793906
289,0.912555,0.449966,-0.793906
290,0.912555,0.449966,-0.793906
291,0.915547,0.45045,-0.79707
292,0.911742,0.466046,-0.783629
293,0.911742,0.466046,-0.783629
294,0.913874,0.49358,-0.769119
295,0.913817,0.503945,-0.7623
296,0.915442,0.532456,-0.744664
297,0.915442,0.532456,-0.744664
298,0.91525,0.518135,-0.754466
299,0.91525,0.518135,-0.754466
300,0.91525,0.518135,-0.754466
301,0.913921,0.49573,-0.767791
302,0.913295,0.516818,-0.752999
303,0.914465,0.529296,-0.745715
304,0.914465,0.529296,-0.745715
305,0.921276,0.549265,-0.739634
306,0.915371,0.533502,-0.743827
307,0.916787,0.533,-0.745929
308,0.915301,0.562593,-0.721988
309,0.917204,0.586477,-0.7052
310,0.913262,0.56722,-0.715758
311,0.912243,0.59739,-0.689429
312,0.912243,0.59739,-0.689429
313,0.914365,0.602975,-0.687375
