t,cost
10,4317
20,2281.8
30,1477.2
40,1096.5
50,1099.5
60,1250.1
70,1249.5
80,1260.6
90,1261.8
100,1243.8
110,1096.5
120,1098
130,1137.6
140,1136.7
150,1166.1
160,1144.5
170,1140.3
180,1149.6
190,1137.6
200,1133.7
210,1119.6
220,1132.2
230,1133.1
240,1138.2
250,1140.6
260,1154.4
270,1161.6
280,1155.3
290,1164.9
300,1173
310,1172.4
320,1176
330,1181.1
340,1183.8
350,1177.8
360,1180.8
370,1173
380,1172.4
390,1174.2
400,1176.9
410,1175.1
420,1170.3
430,1169.4
440,1174.2
450,1187.7
460,1113.9
470,1133.4
480,1127.7
490,1134.9
500,1125.3
510,1105.8
520,1121.4
530,1117.5
540,1134.6
550,1123.8
560,1096.5
570,1129.2
580,1120.8
590,1120.8
600,1124.1
610,1126.2
620,1132.5
630,1121.7
640,1165.8
650,1124.1
660,1107.6
670,1086.9
680,1105.2
690,1132.5
700,1129.5
710,1104.9
720,1131
730,1131.6
740,1123.2
750,1127.4
760,1098.6
770,1137.9
780,1130.4
790,1136.1
800,1105.5
810,1097.1
820,1088.1
830,1093.8
840,1093.5
850,1090.5
860,1115.1
870,1151.1
880,1149.6
890,1149
900,1152.3
910,1135.2
920,1146.9
930,1152.6
940,1149.3
950,1150.5
960,1154.4
970,1157.1
980,1143.3
990,1155
1000,1151.1
1010,1136.4
1020,1143
1030,1137.6
1040,1147.8
1050,1135.2
1060,1067.4
1070,1066.8
1080,1059.9
1090,1067.7
1100,1054.2
1110,1070.7
1120,1071
1130,1071.9
1140,1056
1150,1040.7
1160,1029.6
1170,1044
1180,1067.7
1190,1056.9
1200,1094.1
1210,1092.9
1220,1086.6
1230,1086.9
1240,1061.7
1250,1067.4
1260,1164.6
1270,1163.7
1280,1164.9
1290,1149
1300,1140
1310,1119
1320,1161.9
1330,1145.4
1340,1130.7
1350,1145.4
1360,1154.1
1370,1155.3
1380,1162.8
1390,1158.9
1400,1159.5
1410,1168.2
1420,1169.1
1430,1166.1
1440,1121.7
1450,1088.7
1460,1119
1470,1118.4
1480,1135.8
1490,1125.3
1500,1119.6
1510,1122
1520,1129.5
1530,1122.3
1540,1123.8
1550,1121.1
1560,1106.7
1570,1092
1580,1089
1590,1113
1600,1124.1
1610,1113.6
1620,1128.3
1630,1148.1
1640,1130.1
1650,1126.2
1660,1007.1
1670,1039.2
1680,1091.1
1690,1098.3
1700,1098.6
1710,1098.3
1720,1095.3
1730,1038.6
1740,1057.2
1750,1066.5
1760,1044.3
1770,1005.6
1780,981.9
1790,1010.1
1800,1023
1810,1023
1820,1023.3
1830,1034.1
1840,1055.1
1850,1021.8
1860,1153.2
1870,1152.9
1880,1157.1
1890,1158.3
1900,1145.1
1910,1154.4
1920,1147.5
1930,1153.5
1940,1146.9
1950,1152.3
1960,1150.5
1970,1141.8
1980,1142.7
1990,1143
2000,1148.4
2010,1154.4
2020,1157.7
2030,1158
2040,1131.9
2050,1114.5
2060,1138.2
2070,1142.7
2080,1134
2090,1117.5
2100,1116.3
2110,1116.9
2120,1112.4
2130,1124.7
2140,1136.1
2150,1135.2
2160,1140
2170,1136.4
2180,1104
2190,1076.4
2200,1070.1
2210,1075.2
2220,1080
2230,1086.6
2240,1080.6
2250,1080
2260,1125.9
2270,1174.5
2280,1167
2290,1169.1
2300,1181.1
2310,1180.2
2320,1176.9
2330,1175.4
2340,1173.3
2350,1168.2
2360,1157.1
2370,1113.3
2380,1058.7
2390,1064.7
2400,1062
2410,1060.8
2420,1058.7
2430,1060.5
2440,1068.9
2450,1099.5
2460,1023.3
2470,1027.2
2480,1041
2490,1042.8
2500,1036.5
2510,1084.2
2520,1080
2530,1084.8
2540,1075.8
2550,1058.7
2560,1022.1
2570,1045.2
2580,1037.4
