MDTU,plaq_ss,plaq_st
1,0.929655,1.12313
2,0.929655,1.12313
3,0.929655,1.12313
4,1.34729,1.7045
5,1.2983,1.62825
6,1.28321,1.59566
7,1.275,1.57472
8,1.26659,1.56296
9,1.27458,1.55596
10,1.26625,1.53944
11,1.25873,1.52346
12,1.25418,1.51485
13,1.25181,1.50448
14,1.24855,1.49445
15,1.24433,1.49523
16,1.23895,1.47998
17,1.23887,1.47853
18,1.22236,1.4675
19,1.22521,1.45968
20,1.21432,1.4594
21,1.2129,1.44502
22,1.2039,1.44266
23,1.20182,1.43261
24,1.20246,1.42298
25,1.20198,1.41468
26,1.19879,1.42677
27,1.1952,1.41697
28,1.19712,1.40515
29,1.19712,1.40515
30,1.18368,1.3976
31,1.17061,1.38938
32,1.17161,1.37754
33,1.17021,1.38048
34,1.16689,1.38563
35,1.1572,1.37738
36,1.16388,1.37215
37,1.16114,1.3803
38,1.15457,1.38263
39,1.1458,1.3715
40,1.14116,1.3614
41,1.13917,1.36782
42,1.13565,1.35782
43,1.13598,1.34732
44,1.13013,1.34575
45,1.1245,1.34347
46,1.12582,1.3373
47,1.12826,1.32905
48,1.12656,1.32023
49,1.12176,1.31772
50,1.11599,1.31352
51,1.11092,1.30355
52,1.10532,1.30477
53,1.10357,1.29886
54,1.10357,1.29886
55,1.10708,1.28588
56,1.10397,1.29091
57,1.10196,1.28459
58,1.10196,1.28459
59,1.10196,1.28459
60,1.10152,1.28863
61,1.09455,1.28139
62,1.10234,1.28085
63,1.10057,1.27754
64,1.09728,1.2764
65,1.08529,1.27842
66,1.08481,1.27335
67,1.0801,1.27441
68,1.0736,1.27044
69,1.07829,1.27686
70,1.07773,1.2688
71,1.08094,1.26291
72,1.08094,1.26291
73,1.07848,1.25754
74,1.08364,1.25915
75,1.08353,1.24905
76,1.08182,1.24499
77,1.07518,1.24286
78,1.07518,1.24286
79,1.07882,1.23997
80,1.07493,1.23847
81,1.06519,1.23696
82,1.06777,1.23677
83,1.06804,1.23376
84,1.06804,1.23376
85,1.06928,1.22793
86,1.06728,1.23164
87,1.06428,1.23203
88,1.06606,1.23363
89,1.06606,1.23363
90,1.06289,1.22823
91,1.06425,1.2271
92,1.06033,1.233
93,1.06033,1.233
94,1.06038,1.23019
95,1.059,1.2197
96,1.05682,1.22031
97,1.05223,1.21438
98,1.05319,1.20904
99,1.04537,1.21063
100,1.04335,1.21198
101,1.04335,1.21198
102,1.04127,1.21056
103,1.03542,1.2032
104,1.0318,1.20326
