MDTU,S_B
1,0.799511
2,0.799511
3,0.799511
4,1.01478
5,1.00123
6,0.997561
7,0.99665
8,0.995188
9,0.996933
10,0.995761
11,0.995354
12,0.996015
13,0.995476
14,0.995992
15,0.996984
16,0.995801
17,0.998537
18,0.99601
19,0.996162
20,0.996521
21,0.997564
22,0.997455
23,0.997103
24,0.99723
25,0.996048
26,0.997237
27,0.997564
28,0.996735
29,0.996735
30,0.997939
31,0.9978
32,0.99781
33,0.997924
34,0.99741
35,0.996697
36,0.99777
37,0.997943
38,0.99736
39,0.997706
40,0.997095
41,0.997665
42,0.997554
43,0.996779
44,0.997853
45,0.996152
46,0.997708
47,0.997698
48,0.998597
49,0.997933
50,0.998712
51,0.998239
52,0.997016
53,0.998845
54,0.998845
55,0.998271
56,0.999511
57,0.997677
58,0.997677
59,0.997677
60,0.998859
61,0.997601
62,0.998729
63,0.999165
64,0.997659
65,0.99775
66,0.999588
67,0.998
68,0.997418
69,0.999149
70,0.998087
71,0.998833
72,0.998833
73,0.997709
74,0.998939
75,0.997904
76,0.999042
77,0.998365
78,0.998365
79,0.998545
80,0.998762
81,0.998249
82,0.999424
83,0.999357
84,0.999357
85,0.998257
86,0.999112
87,0.99914
88,0.998798
89,0.998798
90,0.998584
91,0.99886
92,0.997812
93,0.997812
94,0.999068
95,0.998827
96,0.998872
97,0.998384
98,0.998968
99,0.9983
100,0.99838
101,0.99838
102,0.998801
103,0.999561
104,0.998631
105,0.998934
106,0.999533
107,0.997962
108,0.997962
109,0.999824
110,0.998786
111,0.998774
112,0.999552
113,0.997021
114,0.998912
115,0.998912
116,0.999375
117,0.999375
118,0.999234
119,0.999434
120,0.999428
121,0.999346
122,0.999346
123,0.998504
124,0.998787
125,0.998616
126,0.998928
127,1.00032
128,0.998658
129,0.999386
130,0.999386
131,0.999386
132,0.999167
133,0.999783
134,0.999783
135,0.999477
136,0.998711
137,0.998711
138,0.998711
139,0.998388
140,0.998388
141,1.00055
142,0.999772
143,0.998602
144,0.999552
145,0.998949
146,0.999381
147,0.999318
148,1
149,0.99985
150,0.99985
151,0.99927
152,0.998588
153,0.998588
154,0.999568
155,0.999568
156,0.999568
157,0.999443
158,0.999443
159,0.999443
160,0.99792
161,0.999473
162,1.00014
163,0.999019
164,0.999069
165,0.999063
166,0.999448
167,1.00025
168,0.999169
169,0.99937
170,0.999326
171,0.999414
172,0.999182
173,0.999182
174,0.998684
175,0.999756
176,0.999496
177,0.999781
178,0.997997
179,0.997997
180,0.997997
181,0.997997
182,0.997997
183,0.997997
184,0.99945
185,0.999455
186,0.998102
187,0.999996
188,0.999996
189,0.999211
190,0.999965
191,0.999313
192,0.999932
193,0.99953
194,0.99953
195,1.00029
196,0.99948
197,0.999902
198,0.999902
199,0.99956
200,1.00014
201,1.00014
202,0.998259
203,0.99908
204,0.999933
205,0.998906
206,0.998906
207,1.00078
208,0.999911
209,1
210,1
211,0.998881
212,0.998881
213,0.998949
214,0.999106
215,0.999396
216,0.999189
217,0.999412
218,0.998825
219,1.00051
220,0.99902
221,0.998712
222,1.00001
223,0.998436
224,0.999888
225,0.999577
226,1.00043
227,0.999916
228,0.999916
229,0.998758
230,0.998758
231,0.998758
232,0.998758
233,1.00034
234,0.999584
235,0.999439
236,0.999256
237,0.99985
238,0.99927
239,0.998944
240,0.998904
241,0.998904
242,0.999591
243,0.999591
244,0.999152
245,0.999152
246,0.999152
247,0.999047
248,0.999002
249,0.999544
250,0.999473
251,0.999458
252,0.999092
253,0.998786
254,0.998786
255,0.999838
256,0.999297
257,1.00047
258,1.00086
259,0.998341
260,1.00028
261,0.998561
262,0.999708
263,0.999708
264,0.999708
265,0.998886
266,0.998886
267,0.998886
268,0.999113
269,0.998871
270,0.998871
271,0.998871
272,0.998871
273,0.999195
274,0.999195
275,0.998695
276,0.999594
277,0.999594
278,0.999486
279,0.999486
280,0.999073
281,0.998836
282,0.998836
283,0.998836
284,0.998671
285,0.998671
286,0.999513
287,1.00053
288,0.998946
289,0.998946
290,0.998946
291,1.00094
292,1.00028
293,1.00028
294,0.999818
295,0.999384
296,0.999403
297,0.999403
298,0.998726
299,0.998726
300,0.998726
301,0.999728
302,0.999237
303,1.00036
304,1.00036
305,0.998967
306,1.00076
307,0.998469
308,0.99897
309,0.999959
310,0.999153
311,0.999015
312,0.999015
313,0.999866
314,0.999564
315,0.999564
316,0.999564
317,0.999564
318,0.999261
319,0.999261
320,0.999261
321,1.00023
322,1.00023
