MDTU,min_min,min_max,max_min,max_max5
1,-0.307235,0.0145526,0.0397816,0.245817
2,-0.307235,0.0145526,0.0397816,0.245817
3,-0.307235,0.0145526,0.0397816,0.245817
4,-0.23319,0.13634,0.0485457,0.350963
5,-0.232859,0.123404,0.0527404,0.340111
6,-0.256454,0.113977,0.0604946,0.330849
7,-0.249465,0.114025,0.0521937,0.340337
8,-0.248318,0.101995,0.0478995,0.328801
9,-0.255933,0.10812,0.0533388,0.326863
10,-0.277458,0.0967724,0.0588991,0.317614
11,-0.251063,0.104792,0.0525248,0.311593
12,-0.260957,0.0970203,0.050893,0.3167
13,-0.257983,0.0877836,0.0538211,0.322943
14,-0.245658,0.0943813,0.0535217,0.308121
15,-0.248638,0.0993899,0.0632168,0.319812
16,-0.241922,0.0839207,0.0560922,0.32195
17,-0.248401,0.0827651,0.0591805,0.313771
18,-0.25208,0.081441,0.0567578,0.311184
19,-0.246963,0.0801199,0.0554794,0.307012
20,-0.251039,0.077496,0.066611,0.308478
21,-0.266347,0.0789489,0.0527234,0.30496
22,-0.249727,0.0799788,0.0611445,0.304542
23,-0.26792,0.0709181,0.0597617,0.301807
24,-0.238918,0.072222,0.0598826,0.30145
25,-0.237098,0.0662342,0.054969,0.292263
26,-0.273103,0.0776848,0.0638816,0.306378
27,-0.241802,0.0747393,0.0684095,0.30557
28,-0.249267,0.0730809,0.0669722,0.302898
29,-0.249267,0.0730809,0.0669722,0.302898
30,-0.25025,0.0656124,0.0647802,0.306083
31,-0.264689,0.0665522,0.0541712,0.29557
32,-0.263224,0.0636577,0.0523661,0.297222
33,-0.303308,0.0701938,0.0478471,0.287392
34,-0.249875,0.0663833,0.0602952,0.299895
35,-0.266497,0.0668601,0.0567312,0.308262
36,-0.267281,0.0610684,0.0639356,0.295846
37,-0.263438,0.0597965,0.0494659,0.290902
38,-0.252755,0.0644929,0.0656859,0.300899
39,-0.258575,0.0619723,0.0506181,0.303632
40,-0.261258,0.0727896,0.0556336,0.298568
41,-0.267328,0.0621151,0.0560842,0.310717
42,-0.272101,0.0553194,0.0543741,0.302623
43,-0.292102,0.0591814,0.0537908,0.298002
44,-0.262297,0.0561335,0.061146,0.285198
45,-0.260959,0.0680358,0.0447385,0.289816
46,-0.283161,0.0633443,0.0512067,0.287575
47,-0.28901,0.0483715,0.0623089,0.283804
48,-0.269001,0.0427287,0.0600236,0.290326
49,-0.280854,0.0474945,0.0603952,0.292966
50,-0.265263,0.0484325,0.052241,0.28697
51,-0.266288,0.0417279,0.0400655,0.291559
52,-0.257788,0.0431891,0.0671283,0.279754
53,-0.266555,0.0490939,0.0490733,0.284623
54,-0.266555,0.0490939,0.0490733,0.284623
55,-0.265254,0.0381273,0.0525588,0.274573
56,-0.277766,0.042132,0.047996,0.287439
57,-0.28136,0.0460696,0.057152,0.277704
58,-0.28136,0.0460696,0.057152,0.277704
59,-0.28136,0.0460696,0.057152,0.277704
60,-0.273703,0.0365241,0.0548981,0.28512
61,-0.263029,0.0351504,0.0458508,0.279448
62,-0.253749,0.0361477,0.0599042,0.280876
63,-0.273951,0.0321469,0.0584349,0.289551
64,-0.264988,0.0307518,0.064407,0.286278
65,-0.248044,0.0434039,0.0552688,0.288621
66,-0.261833,0.0407072,0.0546993,0.284228
67,-0.263936,0.0370083,0.0569103,0.277642
68,-0.283467,0.048208,0.0494629,0.287293
69,-0.253473,0.0418016,0.0524549,0.276484
70,-0.264182,0.0442626,0.0505938,0.293988
71,-0.286397,0.0384182,0.0616998,0.276526
72,-0.286397,0.0384182,0.0616998,0.276526
73,-0.26988,0.0306991,0.0583151,0.276054
74,-0.272681,0.0297839,0.0696858,0.275504
75,-0.258021,0.0229386,0.0640002,0.274505
76,-0.260983,0.0249711,0.063014,0.278122
77,-0.252415,0.0312801,0.0591878,0.274965
78,-0.252415,0.0312801,0.0591878,0.274965
79,-0.265052,0.0315634,0.0619594,0.261771
80,-0.272641,0.0301363,0.0563566,0.282681
81,-0.275309,0.0344825,0.05251,0.273645
82,-0.260505,0.0194788,0.0510216,0.272659
83,-0.270549,0.0217371,0.0628314,0.287474
84,-0.270549,0.0217371,0.0628314,0.287474
85,-0.268289,0.0223156,0.0610067,0.274359
86,-0.267928,0.0271648,0.0648025,0.268464
87,-0.265076,0.0332709,0.0584823,0.27218
88,-0.255268,0.0321803,0.064024,0.277891
89,-0.255268,0.0321803,0.064024,0.277891
90,-0.272641,0.0233631,0.0683015,0.271373
91,-0.272878,0.0266819,0.0691385,0.263762
92,-0.261378,0.0246383,0.059878,0.269638
93,-0.261378,0.0246383,0.059878,0.269638
94,-0.261388,0.0305499,0.0628535,0.293401
95,-0.256285,0.0200692,0.0634967,0.284443
96,-0.254902,0.0228483,0.0647869,0.276141
97,-0.267513,0.0173748,0.0738344,0.273812
98,-0.266031,0.0199506,0.0662339,0.270759
99,-0.278719,0.0225518,0.0666024,0.262877
100,-0.266348,0.0191751,0.0654649,0.274173
101,-0.266348,0.0191751,0.0654649,0.274173
102,-0.26849,0.0209455,0.0618875,0.267311
103,-0.276832,0.0261274,0.0530432,0.279745
104,-0.280286,0.0296385,0.0562657,0.270031
105,-0.280499,0.0180073,0.0573906,0.272398
106,-0.293736,0.0155118,0.0544478,0.270267
107,-0.29246,0.0183981,0.0592843,0.267451
108,-0.29246,0.0183981,0.0592843,0.267451
109,-0.272076,0.0170839,0.0541188,0.274436
110,-0.294169,0.0204514,0.0493784,0.266565
111,-0.269212,0.0152348,0.0521096,0.272447
112,-0.287538,0.00930488,0.0358317,0.264896
113,-0.276774,0.00933919,0.0389291,0.275646
114,-0.268923,0.016709,0.0577663,0.268558
115,-0.268923,0.016709,0.0577663,0.268558
116,-0.279323,0.011341,0.053753,0.267099
117,-0.279323,0.011341,0.053753,0.267099
118,-0.271287,0.0223514,0.0484077,0.259788
119,-0.284331,0.0120644,0.0516794,0.264447
120,-0.273478,0.0142557,0.0542779,0.279784
121,-0.281188,0.0127655,0.0552505,0.265266
122,-0.281188,0.0127655,0.0552505,0.265266
123,-0.282174,0.00907709,0.0650919,0.267765
124,-0.279879,0.0196342,0.0513897,0.269607
125,-0.283191,0.0328995,0.0596185,0.264767
126,-0.286131,0.0117855,0.0623181,0.262201
127,-0.262011,0.0180657,0.0604718,0.275828
128,-0.271714,0.0167023,0.0603049,0.273694
129,-0.283775,0.012555,0.044089,0.261569
130,-0.283775,0.012555,0.044089,0.261569
131,-0.283775,0.012555,0.044089,0.261569
132,-0.298994,0.00904073,0.062353,0.266595
133,-0.297336,0.0126557,0.0554066,0.263726
134,-0.297336,0.0126557,0.0554066,0.263726
135,-0.296392,0.0131798,0.0528627,0.265253
136,-0.282491,0.00531315,0.0604778,0.267407
137,-0.282491,0.00531315,0.0604778,0.267407
138,-0.282491,0.00531315,0.0604778,0.267407
139,-0.280945,0.00448762,0.0471313,0.258679
140,-0.280945,0.00448762,0.0471313,0.258679
141,-0.286336,0.011914,0.0557368,0.262838
142,-0.283278,0.00439143,0.0541331,0.257301
143,-0.293991,-4.4368e-05,0.0582074,0.258351
144,-0.285098,0.00482035,0.0592778,0.259212
145,-0.282535,0.00182206,0.0631315,0.279542
146,-0.279258,0.00814335,0.062507,0.262585
147,-0.269503,0.0107579,0.055721,0.260963
148,-0.271498,0.00657154,0.0551429,0.262876
149,-0.26939,0.00237202,0.0588091,0.265902
150,-0.26939,0.00237202,0.0588091,0.265902
151,-0.297864,0.00653156,0.0562993,0.270608
152,-0.28653,0.00498311,0.0482976,0.264375
153,-0.28653,0.00498311,0.0482976,0.264375
154,-0.291827,0.00232154,0.0558582,0.258407
155,-0.291827,0.00232154,0.0558582,0.258407
156,-0.291827,0.00232154,0.0558582,0.258407
157,-0.264299,0.0097,0.0673545,0.258322
158,-0.264299,0.0097,0.0673545,0.258322
159,-0.264299,0.0097,0.0673545,0.258322
160,-0.274734,0.0163836,0.0506994,0.267282
161,-0.287842,0.0206676,0.0523784,0.259793
162,-0.284884,0.00301917,0.0597742,0.259494
163,-0.273086,0.00388851,0.0433256,0.261929
164,-0.280347,0.00440418,0.0596282,0.266325
165,-0.277878,0.00439875,0.0584958,0.259748
166,-0.277001,0.0113816,0.0519284,0.26468
167,-0.269087,0.0150897,0.0666702,0.257967
168,-0.272346,0.00214708,0.0624378,0.25743
169,-0.281044,0.00697467,0.0599754,0.264625
170,-0.28245,0.00276248,0.0670755,0.257916
171,-0.298387,0.0136495,0.052275,0.270523
172,-0.302251,0.00271531,0.0649036,0.260332
173,-0.302251,0.00271531,0.0649036,0.260332
174,-0.272351,-0.00121036,0.051439,0.256904
175,-0.272148,-0.00468341,0.0605926,0.267467
176,-0.274369,0.00921199,0.0581219,0.260602
177,-0.290493,0.0105494,0.0609656,0.263272
178,-0.314401,0.00811579,0.0563695,0.255823
179,-0.314401,0.00811579,0.0563695,0.255823
180,-0.314401,0.00811579,0.0563695,0.255823
181,-0.314401,0.00811579,0.0563695,0.255823
182,-0.314401,0.00811579,0.0563695,0.255823
183,-0.314401,0.00811579,0.0563695,0.255823
184,-0.276819,0.0050092,0.0557865,0.261738
185,-0.267924,0.00850461,0.0529429,0.262438
186,-0.28166,0.00821547,0.0488785,0.258087
187,-0.290855,0.016788,0.0547696,0.257119
188,-0.290855,0.016788,0.0547696,0.257119
189,-0.283858,0.00534547,0.0528851,0.269237
190,-0.295875,9.41495e-05,0.0578458,0.26154
191,-0.305487,0.00108229,0.0548633,0.255227
192,-0.290961,0.0111358,0.0467123,0.261292
193,-0.289625,0.00713842,0.0564492,0.261707
194,-0.289625,0.00713842,0.0564492,0.261707
195,-0.289772,0.0122134,0.0533213,0.262829
196,-0.28793,-0.00327202,0.0510639,0.259751
197,-0.285157,0.00814257,0.0469183,0.258052
198,-0.285157,0.00814257,0.0469183,0.258052
199,-0.282426,0.0142654,0.0527399,0.275714
200,-0.32876,0.000944092,0.0560782,0.257598
201,-0.32876,0.000944108,0.0560781,0.257598
202,-0.286229,0.00301651,0.051659,0.259889
203,-0.283594,-0.00221854,0.0522322,0.257977
204,-0.287711,-0.00396165,0.0582575,0.262627
205,-0.283526,-0.00146797,0.0569261,0.254118
206,-0.283526,-0.00146797,0.0569261,0.254118
207,-0.331926,0.0044719,0.0561921,0.255967
208,-0.305546,-0.00832284,0.0473332,0.260992
209,-0.31161,-0.00226411,0.0499432,0.254522
210,-0.31161,-0.00226411,0.0499432,0.254522
211,-0.296205,-0.00495624,0.0487935,0.252081
212,-0.296205,-0.00495624,0.0487935,0.252081
213,-0.291926,0.0129406,0.0397341,0.265192
214,-0.280788,0.0193519,0.0496781,0.263898
215,-0.288341,0.00209076,0.0509928,0.255838
216,-0.311768,0.00343738,0.0594751,0.25621
217,-0.297033,-0.00205745,0.0534083,0.254252
218,-0.311358,-0.00566211,0.0583886,0.253874
219,-0.30193,-0.00409934,0.0454339,0.255751
220,-0.294817,-0.00637973,0.0553158,0.260557
221,-0.287002,-0.000464041,0.0520784,0.25256
222,-0.290797,-0.00457165,0.0467719,0.244864
223,-0.307056,-0.00147304,0.058526,0.249644
224,-0.288572,0.008707,0.0555019,0.262418
225,-0.286485,-0.00642745,0.0601065,0.262692
226,-0.312375,-0.0023683,0.0558599,0.26537
227,-0.278379,-0.00192585,0.052931,0.263576
228,-0.278379,-0.00192585,0.052931,0.263576
229,-0.284691,0.00459157,0.0441107,0.253122
230,-0.284691,0.00459157,0.0441107,0.253122
231,-0.284691,0.00459157,0.0441107,0.253122
232,-0.284691,0.00459157,0.0441107,0.253122
233,-0.286332,-0.00582607,0.0569732,0.261665
234,-0.303043,-0.00422559,0.0577439,0.254627
235,-0.297779,-0.00558458,0.0610881,0.261721
236,-0.291818,-0.00877707,0.0558201,0.252534
237,-0.296947,-0.0101437,0.0527265,0.252829
238,-0.305121,-0.00979529,0.0593834,0.242186
239,-0.296268,-0.00968058,0.0560142,0.248616
240,-0.303468,-0.0169868,0.0627392,0.259064
241,-0.303468,-0.0169868,0.0627392,0.259064
