ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.996835,-0.000506698,null,null,null
1.36018e+09,null,1.1968e+08,null,null
1.28182e+09,null,null,8.34994e+07,null
3636.9,null,null,null,76.4401
0.995672,-0.00125734,null,null,null
1.73252e+08,null,1.8697e+07,null,null
1.67821e+08,null,null,9.02748e+06,null
1334.31,null,null,null,24.5257
0.990287,-0.00204973,null,null,null
1.07693e+08,null,9.9844e+06,null,null
9.55692e+07,null,null,2.19728e+06,null
883.89,null,null,null,33.0619
0.991746,-0.00544161,null,null,null
4.7871e+07,null,4.31666e+06,null,null
4.4272e+07,null,null,2.96696e+06,null
537.332,null,null,null,14.9681
0.995074,-0.0066607,null,null,null
2.81558e+07,null,1.71675e+06,null,null
2.6698e+07,null,null,420701,null
349.431,null,null,null,0.487474
0.998516,-0.00258601,null,null,null
1.69332e+07,null,2.2511e+06,null,null
1.57911e+07,null,null,-829469,null
223.808,null,null,null,3.89153
1.00163,0.00111455,null,null,null
1.04868e+07,null,1.01954e+06,null,null
1.00981e+07,null,null,-513512,null
147.769,null,null,null,5.52607
1.00096,0.00167677,null,null,null
6.85344e+06,null,124604,null,null
6.20311e+06,null,null,-518399,null
99.2375,null,null,null,3.45187
0.995496,-0.00019582,null,null,null
4.63796e+06,null,-95870.5,null,null
3.91532e+06,null,null,-398662,null
66.8264,null,null,null,4.39815
0.997132,0.00186816,null,null,null
2.97461e+06,null,40934,null,null
2.91465e+06,null,null,-266565,null
44.1046,null,null,null,2.45095
0.99813,-0.00159459,null,null,null
2.04246e+06,null,-154981,null,null
1.9171e+06,null,null,-289375,null
29.504,null,null,null,1.19767
0.9989,0.00234485,null,null,null
1.41041e+06,null,-34160.5,null,null
1.48456e+06,null,null,-248764,null
19.9937,null,null,null,-0.883379
1.00295,0.00275895,null,null,null
1.0461e+06,null,56537.2,null,null
1.052e+06,null,null,-300959,null
13.5645,null,null,null,-0.71628
1.00128,0.0021901,null,null,null
750905,null,23620.6,null,null
755379,null,null,-183746,null
9.5123,null,null,null,-0.292834
1.00238,0.00588819,null,null,null
609938,null,20798.5,null,null
519066,null,null,-162748,null
6.36229,null,null,null,-1.33954
1.00155,0.0068643,null,null,null
447648,null,32499.4,null,null
370976,null,null,-123692,null
4.32944,null,null,null,-0.722843
1.0002,0.00778012,null,null,null
327836,null,34252.1,null,null
289910,null,null,-94205.5,null
2.5853,null,null,null,-0.905602
0.998707,0.00608366,null,null,null
275709,null,37059.4,null,null
210876,null,null,-80635.2,null
1.78903,null,null,null,-0.531986
0.996485,0.00713415,null,null,null
197835,null,31202.8,null,null
169128,null,null,-75164.5,null
1.74351,null,null,null,0.347275
1.00146,0.00368529,null,null,null
163278,null,26517.5,null,null
141208,null,null,-57432.9,null
0.754409,null,null,null,0.0642632
1.00039,0.00651224,null,null,null
134611,null,19546.5,null,null
111080,null,null,-38403.9,null
0.0267534,null,null,null,-0.368016
1.00388,0.00207825,null,null,null
113373,null,18101.8,null,null
92400.1,null,null,-30235.6,null
0.124675,null,null,null,-0.208201
1.00559,0.00113368,null,null,null
92194.5,null,18565.1,null,null
73190.2,null,null,-21280.9,null
-0.0408749,null,null,null,-0.439937
1.00404,0.0046236,null,null,null
73030.2,null,23835.2,null,null
66364.6,null,null,-19143.5,null
-0.0749494,null,null,null,-0.444115
1.0069,0.00365176,null,null,null
61649.4,null,18307,null,null
56883.8,null,null,-16487.9,null
0.303155,null,null,null,-0.222903
1.00115,0.00335716,null,null,null
47670.9,null,13577.9,null,null
45634.1,null,null,-18157.5,null
0.188221,null,null,null,-0.433343
0.999874,0.0071111,null,null,null
41916.6,null,12785.9,null,null
42119.6,null,null,-10540.3,null
0.250854,null,null,null,-0.348888
0.99664,0.0106801,null,null,null
35524.6,null,7823.82,null,null
32046.1,null,null,-9317.52,null
0.109586,null,null,null,-0.257101
0.995481,0.00612306,null,null,null
29981.5,null,5902.02,null,null
29679.5,null,null,-10014.8,null
-0.0305964,null,null,null,0.0765428
0.99578,0.00540197,null,null,null
23432.5,null,5217.34,null,null
24458.6,null,null,-8369.2,null
0.0127629,null,null,null,0.0395094
0.995605,0.00110934,null,null,null
20790.9,null,4223.4,null,null
19698.8,null,null,-7380.01,null
-0.0885357,null,null,null,-0.189046
0.994289,0.004026,null,null,null
18378.1,null,2818.22,null,null
17081.4,null,null,-5424.39,null
-0.0147031,null,null,null,-0.0167609
0.995289,0.00201161,null,null,null
15918,null,1728.16,null,null
13653.8,null,null,-5281.82,null
0.151731,null,null,null,-0.207909
0.993188,0.0033541,null,null,null
13184,null,3194.53,null,null
12023.2,null,null,-5248.89,null
-0.021003,null,null,null,-0.110796
0.993421,0.00479967,null,null,null
10875.4,null,2895.64,null,null
9846.75,null,null,-5099.86,null
-0.213715,null,null,null,-0.0560698
0.992851,0.00662433,null,null,null
9819.05,null,2338.9,null,null
8658.17,null,null,-3725.99,null
