t,walltime
10,1977
20,972.5
30,706.8
40,566.4
50,522.7
60,520.4
70,509.2
80,456.2
90,453.6
100,404.4
110,363.2
120,348.9
130,378.9
140,377.5
150,380.6
160,328.8
170,364.3
180,361.7
190,356.3
200,349
210,379.7
220,371.3
230,373.8
240,346.2
250,344.5
260,375.3
270,385.7
280,382.4
290,384.3
300,386.4
310,359.6
320,366.7
330,368.5
340,368.9
350,364.2
360,341.6
370,336.8
380,343.9
390,340.4
400,338.7
410,322.8
420,321.8
430,321.8
440,316.6
450,316.5
460,316.2
470,310.9
480,310.1
490,313.9
500,311.8
510,313.4
520,341.5
530,334.8
540,355.7
550,357.1
560,359.7
570,360.8
580,336.8
590,318.5
600,320.1
610,307
620,317
630,313.4
640,309.9
650,306.5
660,322
670,324.1
680,319.2
690,312.2
700,302.5
710,315.2
720,332.8
730,346.3
740,346.9
750,343.6
760,335.4
770,333.3
780,335.1
790,336.8
800,334.6
810,315
820,314.3
830,312.5
840,306.9
850,304.3
860,307.1
870,313.4
880,314.9
890,314.3
900,314.9
910,319.6
920,322
930,324.7
940,323.1
950,319.3
960,334.2
970,333.7
980,332.1
990,334.1
1000,334.7
1010,331.1
1020,329.2
1030,327.1
1040,328.6
1050,330.2
1060,323.5
1070,312.2
1080,307.2
1090,307.8
1100,306.7
1110,314.2
1120,334.2
1130,332.7
1140,327.9
1150,312.6
1160,307.4
1170,314.4
1180,318.7
1190,322.5
1200,323
1210,327.5
1220,329.8
1230,336.4
1240,333
1250,324.3
1260,298.9
1270,296.2
1280,298.2
1290,297.9
1300,301.7
1310,320.2
1320,326.5
1330,323.5
1340,322.4
1350,312.4
1360,314
1370,315.2
1380,317.8
1390,325.8
1400,325.6
1410,303.1
1420,316.3
1430,327.7
1440,323.2
1450,324.9
1460,319.3
1470,328
1480,325.7
1490,324
1500,328.3
1510,298.1
1520,300.8
1530,310.8
1540,308.2
1550,300.7
1560,305.3
1570,302.3
1580,304
1590,299
1600,299.7
1610,317.2
1620,314.4
1630,316.5
1640,319.7
1650,314
1660,306.7
1670,310.5
1680,329
1690,329.5
1700,325.7
1710,311.9
1720,314.1
1730,312.1
1740,307
1750,311.4
1760,309
1770,309.3
1780,314.9
1790,316.5
1800,313.4
1810,302.4
1820,306.1
1830,306
1840,304.1
1850,305
1860,306.8
1870,313.1
1880,309.7
1890,311.8
1900,310.1
1910,306.9
1920,307.8
1930,310.4
1940,310.9
1950,315.4
1960,307.7
1970,306
1980,306
1990,307.3
2000,307.5
2010,302.5
2020,293.4
2030,294.1
2040,310.7
2050,311.7
2060,312.6
2070,314.1
2080,313.3
2090,313.1
2100,313.7
2110,292.4
2120,287.3
2130,288
2140,289.8
2150,287.3
