t,cost
10,9885
20,4862.5
30,3534
40,2832
50,2613.5
60,2602
70,2546
80,2281
90,2268
100,2022
110,1816
120,1744.5
130,1894.5
140,1887.5
150,1903
160,1644
170,1821.5
180,1808.5
190,1781.5
200,1745
210,1898.5
220,1856.5
230,1869
240,1731
250,1722.5
260,1876.5
270,1928.5
280,1912
290,1921.5
300,1932
310,1798
320,1833.5
330,1842.5
340,1844.5
350,1821
360,1708
370,1684
380,1719.5
390,1702
400,1693.5
410,1614
420,1609
430,1609
440,1583
450,1582.5
460,1581
470,1554.5
480,1550.5
490,1569.5
500,1559
510,1567
520,1707.5
530,1674
540,1778.5
550,1785.5
560,1798.5
570,1804
580,1684
590,1592.5
600,1600.5
610,1535
620,1585
630,1567
640,1549.5
650,1532.5
660,1610
670,1620.5
680,1596
690,1561
700,1512.5
710,1576
720,1664
730,1731.5
740,1734.5
750,1718
760,1677
770,1666.5
780,1675.5
790,1684
800,1673
810,1575
820,1571.5
830,1562.5
840,1534.5
850,1521.5
860,1535.5
870,1567
880,1574.5
890,1571.5
900,1574.5
910,1598
920,1610
930,1623.5
940,1615.5
950,1596.5
960,1671
970,1668.5
980,1660.5
990,1670.5
1000,1673.5
1010,1655.5
1020,1646
1030,1635.5
1040,1643
1050,1651
1060,1617.5
1070,1561
1080,1536
1090,1539
1100,1533.5
1110,1571
1120,1671
1130,1663.5
1140,1639.5
1150,1563
1160,1537
1170,1572
1180,1593.5
1190,1612.5
1200,1615
1210,1637.5
1220,1649
1230,1682
1240,1665
1250,1621.5
1260,1494.5
1270,1481
1280,1491
1290,1489.5
1300,1508.5
1310,1601
1320,1632.5
1330,1617.5
1340,1612
1350,1562
1360,1570
1370,1576
1380,1589
1390,1629
1400,1628
1410,1515.5
1420,1581.5
1430,1638.5
1440,1616
1450,1624.5
1460,1596.5
1470,1640
1480,1628.5
1490,1620
1500,1641.5
1510,1490.5
1520,1504
1530,1554
1540,1541
1550,1503.5
1560,1526.5
1570,1511.5
1580,1520
1590,1495
1600,1498.5
1610,1586
1620,1572
1630,1582.5
1640,1598.5
1650,1570
1660,1533.5
1670,1552.5
1680,1645
1690,1647.5
1700,1628.5
1710,1559.5
1720,1570.5
1730,1560.5
1740,1535
1750,1557
1760,1545
1770,1546.5
1780,1574.5
1790,1582.5
1800,1567
1810,1512
1820,1530.5
