ReTr(L),ImTr(L)
4501.5,-87.0181
2124.07,-51.5498
1819.09,-46.0346
1346.05,-21.1492
1071.08,-32.1692
831.374,-6.98156
678.601,12.7388
569.238,6.9118
478.007,4.52885
411.26,7.99755
358.107,12.2528
310.072,17.6883
280.378,17.7368
247.88,13.7708
230.354,9.9286
204.299,7.47412
184.532,10.5878
161.937,10.2506
148.598,12.2906
136.209,14.2655
125.218,14.3278
114.784,12.5915
108.529,11.6521
100.664,13.591
92.924,14.6113
88.2038,14.4167
81.839,9.64594
76.2991,7.91522
76.2213,5.99897
69.6002,5.90556
66.8267,4.28952
63.5306,3.59452
60.0039,3.61838
56.1184,3.20175
52.8805,3.42773
49.4954,3.96762
47.777,4.14043
44.1699,3.69164
41.4181,3.95876
40.7702,4.29371
38.8636,4.18523
37.7325,4.36238
36.9837,5.13351
36.4082,3.7563
33.3731,3.9803
32.3146,3.40208
30.4965,3.04188
30.3455,3.24158
30.154,3.67782
29.0252,2.784
28.9304,2.63855
27.6889,2.37936
26.8732,3.64189
25.8482,1.99053
25.0757,2.13623
24.6071,2.74097
23.4192,2.67576
23.0737,3.28366
21.6423,3.24996
20.5205,2.59905
20.5283,2.02971
20.4554,1.79436
18.962,1.69054
18.5273,1.60207
18.5769,1.77328
17.8617,1.936
17.2108,1.77984
16.7361,1.52591
16.2622,0.943883
15.8726,1.15832
15.8083,1.06672
15.569,0.954492
14.4676,0.992931
14.2088,0.956872
14.2508,0.77022
13.7325,0.963033
13.9672,1.28457
13.6426,1.29529
13.3156,1.54589
13.4338,1.25368
13.1762,1.14391
13.1774,1.03511
13.142,1.27249
13.2087,0.728564
13.2,0.597944
13.0989,0.583983
12.4755,0.677731
12.2418,0.694684
11.2929,0.343829
11.5314,0.101071
11.276,0.103512
10.7414,0.197246
10.956,-0.3067
10.8865,0.143005
10.2694,0.376161
10.1093,0.715462
9.86248,0.845247
9.61887,0.414975
9.57153,0.662508
9.57153,0.662508
9.12815,0.272206
9.12815,0.272206
9.36988,0.250124
