MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.79888e+19,-3.27809e+09,-6910.17
2,2.54951e+17,-3.89579e+08,-3294.1
3,8.91412e+16,-2.29711e+08,-1010.84
4,1.81344e+16,-1.036e+08,-1169.9
5,5.68628e+15,-5.80552e+07,-138.956
6,1.67781e+15,-3.15689e+07,293.354
7,6.0165e+14,-1.89121e+07,-5.04412
8,2.42136e+14,-1.19962e+07,177.132
9,9.94537e+13,-7.68712e+06,-80.1607
10,4.38102e+13,-5.10226e+06,16.5415
11,1.97457e+13,-3.423e+06,12.5418
12,9.74763e+12,-2.40564e+06,45.5857
13,5.31855e+12,-1.77578e+06,24.206
14,2.65176e+12,-1.25358e+06,-11.3787
15,1.50505e+12,-942171,20.2434
16,7.93881e+11,-683739,10.6733
17,4.64566e+11,-523182,24.9387
18,2.64853e+11,-395348,10.6567
19,1.61981e+11,-308997,8.98634
20,1.04143e+11,-247685,1.85953
21,6.58892e+10,-197019,-3.15222
22,4.24626e+10,-158214,-3.74097
23,2.96252e+10,-132070,0.465234
24,2.02766e+10,-109254,-2.95041
25,1.3468e+10,-89099.6,-1.08855
26,9.08152e+09,-73061.3,-3.50625
27,6.16562e+09,-60252.3,-0.623994
28,4.21442e+09,-49798.2,0.705614
29,3.2857e+09,-43810.3,0.765423
30,2.18046e+09,-35723.9,-0.495444
31,1.55016e+09,-30071.9,0.0759064
32,1.18965e+09,-26330.8,-0.0747625
33,8.69567e+08,-22497.7,0.0940586
34,6.38845e+08,-19302.8,0.150603
35,4.67575e+08,-16519.9,0.0207305
36,3.4452e+08,-14182.1,0.14022
37,2.7317e+08,-12613.5,0.306473
38,2.02568e+08,-10875.9,0.0910035
39,1.55192e+08,-9539.53,0.323371
40,1.21801e+08,-8424.25,-0.158605
41,1.03259e+08,-7770.15,-0.0184566
42,8.21581e+07,-6926.8,-0.295778
43,6.75519e+07,-6264.16,-0.0740966
44,5.5106e+07,-5643.99,0.189235
45,4.28596e+07,-4988.57,-0.226981
46,3.48544e+07,-4498.4,-0.157472
47,2.97402e+07,-4154.77,-0.160818
48,2.37854e+07,-3710.85,-0.139019
49,1.95909e+07,-3349.35,-0.0893983
50,1.52586e+07,-2967.8,0.0474495
51,1.31538e+07,-2736.01,-0.041533
52,1.04743e+07,-2439.45,-0.0712854
53,8.87624e+06,-2245.33,-0.0503492
54,7.36316e+06,-2045.87,-0.053154
55,6.29604e+06,-1892.36,0.0105352
56,5.33906e+06,-1736.46,-0.00515349
57,4.21822e+06,-1548.06,0.0290268
58,3.84337e+06,-1477.03,-0.0571395
59,3.02826e+06,-1316.33,-0.0796289
60,2.48293e+06,-1195.17,-0.0343598
61,2.06078e+06,-1089.59,-0.0827911
62,1.9059e+06,-1046.48,-0.0244503
63,1.46825e+06,-922.155,-0.055219
64,1.32666e+06,-876.416,0.0351543
65,1.24409e+06,-848.37,-0.0466724
66,1.0466e+06,-779.203,-0.0716103
67,929491,-734.597,-0.0433693
68,834587,-699.664,-0.0206426
69,719513,-650.784,0.0343084
70,593119,-589.939,0.000352202
71,495774,-538.167,0.0460775
72,456576,-515.417,0.0139817
73,366431,-465.161,0.038851
74,324792,-436.977,-0.00967196
75,302978,-421.191,-0.00101799
76,245275,-378.47,0.0245509
77,227182,-362.396,0.0299906
78,202364,-342.569,0.0155025
79,187664,-330.233,0.0265776
80,167716,-309.735,0.00500531
81,149471,-292.49,-0.00876968
82,140174,-282.321,0.0270626
83,129234,-271.231,0.00596398
84,119383,-259.183,-0.0263424
85,104559,-241.378,-0.00569797
86,98373.4,-233.491,-0.0133372
87,80713.3,-213.06,0.013438
88,75454.2,-206.68,0.0170703
89,62208,-189.715,0.0212004
90,57769.7,-182.154,0.00956554
91,53012.1,-174.819,-0.0116422
92,44424.6,-160.45,0.0076617
93,42014.3,-154.948,0.00712359
94,40221.6,-151.453,-0.000222578
95,34642.2,-141.776,-0.00562148
96,32898.9,-138.068,-0.00628479
97,29626.8,-131.317,0.00594758
98,27852.2,-127.769,0.002743
99,25582.8,-122.288,0.00372633
100,25582.8,-122.288,0.00372633
101,20334,-109.485,0.00306859
102,20334,-109.485,0.00306859
103,20864.5,-110.039,-0.00104483
104,20864.5,-110.039,-0.00104483
105,19185.9,-105.32,-0.00944279
106,17129.9,-99.741,-0.00242027
107,15087.6,-94.3427,-0.0158821
108,13541,-89.4858,-0.00435862
109,12290.4,-85.4009,0.00262177
110,11883.2,-83.7856,0.000994782
111,10953.6,-80.6762,0.00688088
112,9418.61,-75.176,-0.00378403
113,9418.61,-75.176,-0.00378403
114,8692.08,-72.1249,0.00154171
115,7997.65,-69.2207,0.00535662
116,7283.27,-65.5997,-0.00038036
117,6803.81,-63.4735,0.00217224
118,6698.53,-62.7506,-0.00116087
119,6424.76,-61.7537,-0.0064756
120,5920.21,-59.3929,-0.00411201
121,5695.6,-58.0578,0.00486418
122,5486.91,-56.6734,-0.000180226
123,4793.31,-53.3789,0.00662444
124,4854.22,-53.0017,-0.000301421
125,4586.64,-51.9106,0.00169737
126,4175.99,-49.5548,-0.00162972
127,3711.95,-46.7562,-0.00498807
128,3325.05,-44.4375,-0.00153298
129,3325.05,-44.4375,-0.00153298
130,3277.62,-44.0905,-0.00282297
131,3122.07,-42.8594,0.00310671
132,2814.69,-40.6136,0.000901991
133,2731.16,-39.8711,0.00203146
134,2701.35,-39.4545,0.000281666
135,2470.15,-37.9053,4.49733e-05
136,2224.46,-36.1918,0.0042016
137,2278.51,-36.4208,0.000571459
138,2181.49,-35.9104,-0.000305977
139,2180.83,-35.6876,-0.00103006
140,2180.83,-35.6876,-0.00103006
141,2126.38,-35.095,0.00248836
142,1904.05,-33.1884,0.000326135
143,1901.49,-32.8447,-0.000160598
144,2012.3,-33.2806,0.000864606
145,1741.94,-31.3518,0.00479207
146,1665.6,-30.7587,-0.00146097
147,1581.77,-30.0874,0.00187179
148,1468.11,-29.1801,-0.00315129
149,1349.87,-28.2969,-0.00110721
150,1289.06,-27.5915,0.00138081
151,1289.06,-27.5915,0.00138081
152,1289.06,-27.5915,0.00138081
153,1151.66,-26.1074,0.000696019
154,1150.23,-26.0026,0.00288358
155,1097.79,-25.3815,0.0019336
156,1128.18,-25.5967,0.00220972
157,1128.18,-25.5967,0.00220972
158,1053.5,-24.8104,0.000863336
159,940.922,-23.4705,0.00471675
160,881.279,-22.9366,0.00187519
161,819.31,-22.2596,0.00265372
162,767.482,-21.6006,-0.000744567
163,702.584,-20.7132,-0.00103874
164,702.584,-20.7132,-0.00103874
165,695.846,-20.6879,2.01878e-05
166,685.599,-20.5579,-0.00356693
167,638.991,-19.9552,-0.00300075
168,577.93,-18.9692,-0.001694
169,577.93,-18.9692,-0.001694
170,580.252,-18.8116,0.000337735
171,520.515,-17.8693,0.00106731
172,530.195,-17.9466,0.00133979
173,525.555,-17.7939,0.00153438
174,504.201,-17.2528,0.00213075
175,480.445,-16.9624,-0.00124853
176,482.889,-16.9339,0.000205978
177,444.949,-16.4102,-0.00135229
178,444.949,-16.4102,-0.00135229
179,459.548,-16.5914,-0.00141375
180,431.397,-16.0506,0.000919792
181,433.9,-16.1274,0.0017737
182,412.813,-15.6667,0.00213026
183,399.501,-15.5687,0.000814951
184,384.453,-15.3229,0.000403344
185,369.668,-15.0207,-0.00119309
186,378.399,-15.2585,-0.000814719
187,374.865,-15.2098,0.00027626
188,362.233,-14.8768,0.00202763
189,358.102,-14.8248,0.00225163
190,327.586,-14.2031,0.000595162
