MDTU,susyTrans,Im(bilin)
10,-0.0101938,-0.000588553
20,-0.0083973,6.81884e-05
30,-0.00386394,0.000112741
40,-0.00553165,-0.000516541
50,-0.00129384,-0.000174284
60,-0.00341069,0.000801312
70,-0.00237087,0.000829668
80,-0.00451653,9.48368e-06
90,-0.00203027,0.000185275
100,0.00092418,0.000263432
110,-0.00231548,-0.000285331
120,0.000258346,0.000328863
130,-0.00150362,-0.000554944
140,-0.00308641,-0.000361744
150,-0.00121743,0.000736065
160,-0.00618139,-0.000546076
170,-0.00342806,0.000786812
180,0.00089705,0.000377405
190,-0.00235448,0.000198141
200,-0.000455924,0.000651639
210,-0.00404061,-0.000219965
220,-0.000394291,0.00101606
230,0.00216555,-0.000189056
240,0.00103314,1.80073e-05
250,-0.000414492,0.000417059
260,0.00112201,-0.000137312
270,-0.000421938,-0.000282076
280,-0.00200092,-6.05929e-05
290,0.00216765,0.00113847
300,0.000489366,0.000205017
310,-0.00072804,-0.000431066
320,0.00241197,0.000644198
330,-0.00280403,-0.000134091
340,-0.00404354,-2.82018e-05
350,-0.00265642,-0.000575863
360,0.00277009,-0.000743559
370,0.00220734,-0.000184738
380,-0.000734904,0.00023666
390,0.000910624,-0.000308248
400,0.00184262,-0.000287415
410,-0.00243604,0.000403362
420,-0.00101396,3.52585e-05
430,0.000917883,-0.000127068
440,-0.000687526,-5.58127e-05
450,0.00255155,0.00107681
460,-0.00176416,-0.000204381
470,-0.00319102,-0.00112518
480,-6.79642e-05,0.000701233
490,-0.0017012,2.64e-05
500,-0.000299163,-0.000637269
510,-2.04051e-05,-0.000848859
520,-4.76774e-05,-9.67865e-05
530,-0.00441944,0.000261996
540,-0.00178948,0.000448309
550,0.000224201,0.000119692
560,-0.000462348,0.000423257
570,-0.000401249,0.000468632
580,0.00142666,-0.000501148
590,0.00102028,0.000145375
600,0.00290574,-0.000211457
610,-0.00119787,-0.000911713
620,-0.00150965,0.000186099
630,0.00106664,-0.000468713
640,-0.00251209,0.000252653
650,-0.00419031,-0.000284901
660,0.000625025,-0.000374926
670,-0.00431483,7.41681e-05
