ReTr(L),ImTr(L)
0.593684,-0.748161
0.602865,-0.729816
0.62071,-0.709431
0.618188,-0.711459
0.632424,-0.697597
0.635389,-0.699816
0.620568,-0.706344
0.611284,-0.709994
0.615226,-0.700531
0.604331,-0.709418
0.594699,-0.720712
0.583122,-0.730738
0.554242,-0.753815
0.538824,-0.758059
0.554344,-0.747145
0.584131,-0.724696
0.559451,-0.75062
0.549195,-0.751827
0.531351,-0.75747
0.527916,-0.755311
0.558686,-0.73473
0.565649,-0.726709
0.565688,-0.726842
0.532695,-0.750273
0.549621,-0.744297
0.513643,-0.768816
0.522379,-0.760606
0.519146,-0.758341
0.536986,-0.742569
0.532497,-0.746529
0.498652,-0.765109
0.466144,-0.789308
0.451006,-0.80034
0.450228,-0.797794
0.422681,-0.813843
0.424117,-0.812362
0.425223,-0.812174
0.392282,-0.830235
0.392904,-0.823981
0.366331,-0.840233
0.394865,-0.826486
0.41151,-0.818986
0.40583,-0.818175
0.40583,-0.818175
0.408567,-0.812203
0.410721,-0.817544
0.394656,-0.822187
0.389014,-0.826065
0.338267,-0.844427
0.332402,-0.846967
0.323688,-0.846014
0.291551,-0.85945
0.271213,-0.869969
0.235916,-0.874467
0.253145,-0.874949
0.266765,-0.86908
0.26838,-0.868358
0.253379,-0.872614
0.219433,-0.877815
0.205585,-0.883498
0.188944,-0.885456
0.176778,-0.892454
0.192924,-0.886389
0.213894,-0.879914
0.250106,-0.870896
0.270961,-0.865715
0.259435,-0.866005
0.272441,-0.866704
0.244574,-0.874062
0.236925,-0.876421
0.259508,-0.866216
0.218512,-0.880181
0.214223,-0.874356
0.229964,-0.871158
0.264103,-0.858343
0.276137,-0.854491
0.262499,-0.86013
0.286574,-0.842849
0.249504,-0.863275
0.270099,-0.855754
0.22321,-0.87296
0.190798,-0.8776
0.215304,-0.873081
0.221518,-0.872457
0.224587,-0.871419
0.260051,-0.857783
0.241875,-0.859596
0.243346,-0.857576
0.245501,-0.861942
0.241157,-0.86422
0.221798,-0.863561
0.191315,-0.872294
0.202704,-0.868108
0.185824,-0.873742
0.192876,-0.873129
0.225396,-0.868885
0.19832,-0.874731
0.211891,-0.873581
0.188376,-0.878138
0.138635,-0.883219
0.130135,-0.88448
0.124429,-0.883385
0.10026,-0.894355
0.0759932,-0.896663
0.111526,-0.890814
0.0828717,-0.891951
0.0440221,-0.896783
0.0530682,-0.894906
0.0249911,-0.899321
0.0114307,-0.897534
-0.0124839,-0.887085
0.020999,-0.894787
0.020999,-0.894787
-0.00404064,-0.889551
-0.00404604,-0.88804
0.00939917,-0.88772
0.0144039,-0.890396
-0.0050248,-0.889007
-0.00344239,-0.894478
0.0033375,-0.891941
-0.0216931,-0.892104
-0.0489276,-0.892382
-0.102758,-0.886416
-0.133288,-0.88387
-0.137261,-0.879988
-0.136148,-0.878671
-0.136148,-0.878671
-0.136148,-0.878671
-0.144457,-0.880445
-0.126587,-0.88179
-0.145304,-0.880005
-0.145304,-0.880005
