MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.14771e+07,-2189.69,-0.0537126
2,1.04464e+06,-701.981,-0.0469497
3,814842,-631.76,-0.00937474
4,434290,-465.99,-0.0193104
5,265352,-367.465,-0.027204
6,175610,-299.816,-0.0394011
7,128783,-259.567,0.0265017
8,92983.7,-221.442,-0.000509204
9,62311.4,-184.03,-0.0224761
10,44595,-156.363,-0.0173914
11,36915.5,-141.851,-0.00403603
12,28755.9,-125.878,-0.00592077
13,22375.4,-111.737,0.00610836
14,18410.7,-102.015,-0.0125338
15,13803,-88.4052,0.000488706
16,11321,-79.5183,-0.00868983
17,8436.1,-69.7579,0.00419349
18,7164.3,-63.8475,0.00162363
19,6056.87,-59.2936,0.00200683
20,4967.59,-53.684,0.00432847
21,4070.38,-49.0873,0.00642501
22,3476.57,-45.6317,0.00826932
23,2705.77,-40.5955,0.00466365
24,2257.94,-37.1677,-0.00237409
25,2105.86,-35.8084,0.000902044
26,1883.9,-33.7467,7.93363e-05
27,1711.03,-32.1159,-0.000320795
28,1467.7,-29.7623,0.00385869
29,1188.09,-26.8234,-0.00444791
30,1037.96,-24.9038,0.00160381
31,904.394,-23.2486,-0.000377775
32,743.646,-21.0422,0.00139584
33,672.685,-20.2807,-0.00225627
34,655.273,-19.8626,-0.000405378
35,551.906,-18.1674,-0.0016047
36,515.537,-17.5315,0.000540634
37,455.591,-16.4133,-0.00270409
38,396.359,-15.3881,-0.000994145
39,357.979,-14.6132,-0.00161893
40,318.212,-13.8824,-0.000983708
41,291.691,-13.1911,0.000227583
42,272.855,-12.7265,-0.00196914
43,241.009,-11.8879,-0.000543686
44,241.009,-11.8879,-0.000543686
45,216.731,-11.2433,-0.00131656
46,213.391,-11.1501,-0.000306985
47,187.896,-10.6726,-0.00127264
48,173.193,-10.1043,9.71803e-05
49,156.912,-9.7673,-0.000718098
50,142.391,-9.2663,-0.000399212
51,115.06,-8.37929,0.000436843
52,104.084,-8.01265,0.0024371
53,94.6723,-7.68654,-0.00112576
54,88.4677,-7.4194,0.00132201
55,87.0571,-7.33185,-0.000846196
56,75.7119,-6.70297,-0.000404849
57,68.9437,-6.35829,-0.00142376
58,67.282,-6.1838,-0.0010372
59,58.3184,-5.67847,0.000245643
60,54.5618,-5.52753,-0.000216198
61,50.9703,-5.37164,0.000505552
62,46.9073,-5.22507,0.000185952
63,40.1975,-4.83682,0.000565122
64,41.7194,-4.8649,0.00106954
65,38.0501,-4.61529,0.000826585
66,35.5154,-4.44957,-0.000103233
67,33.9275,-4.30794,-6.00009e-06
68,30.1327,-4.09288,-0.000303926
69,26.9986,-3.84441,-0.00096628
70,24.9244,-3.70227,-0.00100353
71,23.8676,-3.55678,8.05585e-05
72,21.7251,-3.41531,-0.000433672
73,19.4688,-3.23823,0.000523829
74,16.4458,-2.99962,0.000781506
75,16.8115,-3.01255,0.000724059
76,15.2859,-2.88974,-9.98594e-05
77,15.2918,-2.85423,0.000529647
78,14.3695,-2.75255,0.000746363
79,12.5589,-2.61364,-0.000154221
80,11.5933,-2.52855,0.000489978
81,10.2638,-2.37257,-0.000642368
82,10.4317,-2.38455,8.70638e-05
83,9.01225,-2.21096,4.1073e-05
84,8.69999,-2.17024,-0.000656611
85,7.91774,-2.12501,-3.18576e-05
86,7.36123,-2.07672,0.000472136
87,7.49239,-2.09291,-5.15289e-05
88,7.05833,-2.01895,6.45791e-05
89,6.29877,-1.88172,0.000466383
90,6.30338,-1.86607,0.000584465
91,5.90203,-1.77449,0.000772854
92,5.81332,-1.75171,0.000177734
93,5.53349,-1.70412,-0.000304039
94,5.04644,-1.62322,0.00045833
95,4.96473,-1.59601,0.000177855
96,4.44609,-1.51135,-0.000206367
97,4.0774,-1.42557,-0.000260241
98,4.42092,-1.49046,0.00036467
99,4.04387,-1.38518,-0.000305193
100,4.11647,-1.39241,0.000326998
101,3.86417,-1.34734,0.000151197
102,3.82555,-1.34092,-1.32285e-05
103,3.26247,-1.22695,-6.90708e-05
104,3.39118,-1.25453,-0.000409989
105,3.25532,-1.23201,-8.00061e-05
106,3.29048,-1.25511,2.39486e-05
107,3.31301,-1.27608,-9.53703e-05
108,2.74197,-1.12734,0.000217572
109,2.56466,-1.06389,0.000175314
110,2.35804,-1.00355,2.10604e-05
111,2.31071,-0.98766,0.000246073
112,2.29536,-0.96124,0.000299664
113,2.29536,-0.96124,0.000299664
114,2.2609,-0.94073,0.000184155
115,2.28746,-0.95236,-0.000145559
116,1.95684,-0.8779,0.000220876
117,2.14508,-0.8909,-0.000109813
118,1.88175,-0.80649,-5.07825e-05
119,1.66141,-0.75315,-0.000184843
120,1.5959,-0.7713,-3.93049e-05
121,1.54672,-0.75614,0.000230092
122,1.63634,-0.75994,8.04267e-05
123,1.53078,-0.71577,3.67253e-05
124,1.62269,-0.71548,-8.84599e-05
125,1.52428,-0.68471,-0.000297897
126,1.37017,-0.63909,-2.50922e-05
127,1.37017,-0.63909,-2.50922e-05
128,1.37017,-0.63909,-2.50922e-05
129,1.29727,-0.62485,4.00925e-05
130,1.32909,-0.61276,0.000433471
131,1.5203,-0.65654,-0.000331098
132,1.5203,-0.65654,-0.000331098
133,1.42217,-0.636,-1.05805e-05
134,1.29682,-0.60566,-0.000119762
135,1.26919,-0.60959,-0.000171925
136,1.19192,-0.57912,-0.000127407
137,1.17295,-0.5635,-5.06121e-05
138,1.1752,-0.54673,0.00010375
139,1.00327,-0.50061,0.000207657
140,1.01869,-0.52146,-0.000514966
141,1.01869,-0.52146,-0.000514966
142,1.01869,-0.52146,-0.000514966
143,1.03228,-0.53852,0.000231019
144,0.949134,-0.50843,0.000182399
145,0.949134,-0.50843,0.000182399
146,0.923953,-0.48906,0.000180659
147,0.989493,-0.52361,-0.00028907
148,0.992544,-0.52714,-0.00028475
149,0.94337,-0.50498,-1.27284e-05
150,0.906494,-0.48322,0.000223694
151,0.94111,-0.50692,7.86916e-05
152,0.94111,-0.50692,7.86916e-05
153,0.980746,-0.50519,5.14693e-05
154,1.01067,-0.51264,6.10655e-05
155,0.902093,-0.46273,-3.85563e-05
156,0.902093,-0.46273,-3.85563e-05
157,0.882326,-0.44415,-3.72762e-05
158,0.865943,-0.40833,0.000228926
159,0.947425,-0.43655,-7.26961e-05
160,0.947425,-0.43655,-7.26961e-05
161,0.832896,-0.37419,-9.90992e-05
162,0.906215,-0.44192,-7.84672e-05
163,0.795592,-0.38727,4.90002e-05
164,0.795592,-0.38727,4.90002e-05
165,0.76044,-0.37869,-0.000300565
166,0.696986,-0.35616,1.89388e-05
167,0.750741,-0.36869,-0.000169607
168,0.698855,-0.3579,-2.28038e-05
169,0.740129,-0.37793,-7.68074e-05
170,0.737853,-0.36946,-0.000195486
171,0.712505,-0.35953,-2.29749e-05
172,0.778538,-0.38868,0.000127598
173,0.672769,-0.34288,0.000110567
174,0.638351,-0.30048,-0.000403433
175,0.621253,-0.31153,9.27634e-05
176,0.666447,-0.33005,-0.000337235
177,0.653229,-0.32306,-0.000211493
178,0.651924,-0.31084,-0.000188257
179,0.654174,-0.29889,-9.91855e-05
180,0.703052,-0.30899,-0.000120566
181,0.703052,-0.30899,-0.000120567
182,0.669198,-0.29458,3.06872e-05
183,0.669198,-0.29458,3.06872e-05
184,0.716979,-0.29323,0.000192051
185,0.582182,-0.2429,-5.14502e-05
186,0.629251,-0.26928,6.28175e-05
187,0.591828,-0.24822,-6.22718e-05
188,0.506999,-0.22942,7.99854e-05
189,0.481284,-0.19318,0.000165089
