t,cost
10,4080
20,4185
30,2152.5
40,2152.2
50,1331.1
60,1336.5
70,1307.7
80,1372.5
90,1382.4
100,1414.5
110,1293.9
120,1298.7
130,1315.5
140,1277.4
150,1295.4
160,1305
170,1301.1
180,1293
190,1294.8
200,1304.7
210,1361.7
220,1358.1
230,1026
240,1038.9
250,1029
260,1029.9
270,1053.9
280,1048.2
290,1019.1
300,1024.8
310,1023.6
320,1024.5
330,1022.7
340,1031.7
350,1019.1
360,1012.8
370,1031.7
380,1015.8
390,1027.5
400,1029.3
410,1023.3
420,1025.7
430,1083.3
440,1109.7
450,1096.5
460,1107.6
470,1124.1
480,1111.5
490,1065.9
500,1048.8
510,1065.9
520,1062
530,1056.3
540,1062.9
550,1051.2
560,1049.4
570,1045.8
580,1042.2
590,1078.5
600,1124.1
610,1111.2
620,1044.6
630,1064.1
640,1079.1
650,1059.9
660,1063.8
670,1066.2
680,1091.4
690,1097.4
700,1101.3
710,1098.9
720,1157.4
730,1100.4
740,1057.2
750,1068.3
760,1065.3
770,1041
780,1074
790,1124.1
800,1108.8
810,1119.3
820,1107.3
830,1120.5
840,1122
850,1133.7
860,1109.1
870,1109.7
880,1109.4
890,1116.3
900,1136.1
910,1169.4
920,1165.5
930,1162.8
940,1140
950,1145.4
960,1163.4
970,1133.4
980,1117.2
990,1141.2
1000,1123.8
1010,1128.9
1020,1132.2
1030,1060.8
1040,1057.5
1050,1059.9
1060,1063.8
1070,1054.8
1080,1053.9
1090,1053.9
1100,1053
1110,1049.7
1120,1057.2
1130,1058.4
1140,1074
1150,1058.7
1160,1054.5
1170,1046.4
1180,1064.1
1190,1048.2
1200,1057.8
1210,1058.1
1220,1092
1230,1112.7
1240,1134.6
1250,1116.3
1260,1107.3
1270,1103.7
1280,1095
1290,1107
1300,1080.9
1310,1075.5
1320,1080.9
1330,1072.8
1340,1126.2
1350,1078.2
1360,1068.6
1370,1079.1
1380,1111.8
1390,1117.2
1400,1113.3
1410,1107.6
1420,1107.3
1430,1074.3
1440,1077.9
1450,1074.6
1460,1077.6
1470,1072.8
1480,1069.2
1490,1064.7
1500,1061.1
1510,1037.4
1520,1032.6
1530,1028.4
1540,1043.4
1550,1053.3
1560,1031.1
1570,1028.4
1580,1030.2
1590,1044.6
1600,1068.3
1610,1064.7
1620,1075.8
1630,1148.4
1640,1133.7
1650,1130.7
1660,1104
1670,1093.8
1680,1095.6
1690,1090.5
1700,1097.4
1710,1094.7
1720,1090.8
1730,1093.2
1740,1093.5
1750,1087.5
1760,1085.7
1770,1125.3
1780,1160.1
1790,1160.1
1800,1152.9
1810,1178.1
1820,1140.3
1830,1062.9
1840,1089.6
1850,1043.7
1860,1086.9
1870,1095.6
1880,1096.2
1890,1097.4
1900,1080.3
1910,1017.6
1920,1020.9
1930,1027.2
1940,1031.1
1950,1017.3
1960,1048.5
1970,1065.3
1980,1098.3
1990,1077.3
2000,1123.8
2010,1077.6
2020,1057.2
2030,1106.1
2040,1135.5
2050,1126.8
2060,1131.6
2070,1138.5
2080,1116.9
2090,1140
2100,1143
2110,1131.9
2120,1155.6
2130,1128.6
2140,1121.4
2150,1137
2160,1101.9
2170,1118.7
2180,1131.3
2190,1143.6
2200,1116.9
2210,1076.7
2220,1125.6
2230,1101.9
2240,1086.3
2250,1104
2260,1103.1
2270,1100.4
2280,1096.8
2290,1085.4
2300,1069.2
2310,1062.6
2320,1060.5
2330,1065.9
2340,1068.9
2350,1073.1
2360,1070.1
2370,1070.7
2380,1147.2
2390,1089.6
2400,1121.4
2410,1103.7
2420,1117.5
2430,1021.8
2440,1070.7
2450,1190.4
2460,1187.7
2470,1240.2
2480,1191.6
2490,1186.8
2500,1196.1
2510,1187.4
2520,1193.7
2530,1129.2
2540,1026
2550,1011.6
2560,1012.5
2570,1014.6
2580,1015.5
2590,1011
2600,1047.3
2610,1103.7
2620,1107
2630,1101
2640,1120.2
2650,1100.7
2660,1106.7
2670,1110.3
2680,1091.1
2690,1101.6
2700,1100.4
2710,1105.2
2720,1095.6
2730,1098
2740,1066.8
2750,1068.9
2760,1067.4
2770,1061.7
2780,1068
2790,1072.2
2800,1058.1
2810,1016.7
2820,1013.4
2830,1151.4
2840,1125.6
2850,1135.5
2860,1129.2
2870,1145.7
2880,1143
2890,1135.8
2900,1148.1
2910,1134.3
2920,1127.1
2930,1123.8
2940,1133.1
2950,1140.3
2960,1124.1
2970,1128.3
2980,1129.2
2990,1154.7
3000,1169.1
3010,1172.7
3020,1178.4
3030,1172.1
3040,1153.5
3050,1155.6
3060,1150.2
3070,1152
3080,1151.7
3090,1161.9
3100,1157.4
3110,1173
3120,1176.6
3130,1172.4
3140,1172.7
3150,1176.6
3160,1183.8
3170,1159.2
3180,1163.1
3190,1161.9
3200,1161.3
3210,1176.6
3220,1177.2
3230,1083
3240,1069.2
3250,1099.5
3260,1079.4
3270,1136.4
3280,1156.8
3290,1143.3
3300,1113.3
3310,1169.7
3320,1113.3
3330,1082.1
3340,1092
3350,1085.1
3360,1079.4
3370,1089.6
3380,1085.4
3390,1072.8
3400,1074.9
3410,1067.1
3420,1063.8
3430,1139.1
3440,1128
3450,1122.6
3460,1127.1
3470,1141.5
3480,1125.3
3490,1128.6
3500,1096.2
3510,1123.8
3520,1146.9
3530,1148.4
3540,1171.8
3550,1169.7
3560,1151.1
3570,1160.7
3580,1194
3590,1188
3600,1148.4
3610,1113.9
3620,1098
3630,1137.6
3640,1133.4
3650,1142.7
3660,1151.1
3670,1143.9
3680,1134
3690,1122.6
3700,1135.5
3710,1141.8
3720,1134.3
3730,1134.9
3740,1136.1
3750,1138.2
3760,1131
3770,1124.7
3780,1113
3790,1126.5
3800,1107.9
3810,1122
3820,1125.6
3830,1142.7
3840,1150.2
3850,1161.3
3860,1190.4
3870,1202.4
3880,1160.4
3890,1212.9
3900,1204.8
3910,1174.5
3920,1113.3
3930,1155
3940,1149.9
3950,1217.1
3960,1254.6
3970,1217.4
3980,1188
3990,1197
4000,1201.8
4010,1186.5
4020,1180.2
4030,990.6
4040,1015.8
4050,1005
4060,984
4070,998.4
4080,1012.2
4090,1029.9
4100,1081.8
4110,1063.8
4120,1069.8
4130,1048.8
4140,1066.5
4150,1088.1
4160,1083
4170,1076.7
4180,1085.1
4190,1082.1
4200,1085.4
4210,1082.7
4220,1079.1
4230,1093.8
4240,1092.3
4250,1083.3
4260,1105.8
4270,1115.4
4280,1125.3
4290,1110.9
4300,1125.9
4310,1113.9
4320,1113
4330,1112.7
4340,1122.6
4350,1113
4360,1115.1
4370,1130.7
4380,1150.5
4390,1118.4
4400,1122
4410,1128.9
4420,1148.7
4430,1158.6
4440,1150.2
4450,1139.4
4460,1145.7
4470,1164
4480,1156.8
4490,1157.4
4500,1170.3
4510,1168.5
4520,1155.6
4530,1141.8
4540,1136.1
4550,1127.4
4560,1120.2
4570,1182.6
4580,1163.1
4590,1176.9
4600,1165.2
4610,1170.9
4620,1172.1
4630,1167.9
4640,1157.4
4650,1163.1
4660,1160.1
4670,1152.6
