MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.883812,-0.500619,0.728357
2,0.892336,-0.490106,0.745694
3,0.8887,-0.476441,0.750194
4,0.884255,-0.509025,0.72305
5,0.883435,-0.483353,0.739478
6,0.878021,-0.480469,0.734895
7,0.883479,-0.492009,0.7338
8,0.879437,-0.509436,0.716858
9,0.885663,-0.489405,0.738161
10,0.880078,-0.503114,0.72209
11,0.876643,-0.536872,0.693016
12,0.881077,-0.544059,0.693035
13,0.866825,-0.544628,0.674364
14,0.873073,-0.569335,0.661901
15,0.873005,-0.589059,0.644319
16,0.874549,-0.614197,0.622572
17,0.877802,-0.597064,0.643469
18,0.879413,-0.598014,0.644784
19,0.879904,-0.604823,0.639077
20,0.875213,-0.618224,0.619514
21,0.880077,-0.62509,0.619515
22,0.883633,-0.630082,0.619519
23,0.883319,-0.606729,0.641975
24,0.884479,-0.594588,0.654804
25,0.879901,-0.613574,0.630676
26,0.881362,-0.631308,0.61502
27,0.880886,-0.60578,0.639524
28,0.880886,-0.60578,0.639524
29,0.88254,-0.567682,0.675731
30,0.881117,-0.575268,0.667409
31,0.881404,-0.60048,0.645211
32,0.881276,-0.614591,0.631605
33,0.881276,-0.614591,0.631605
34,0.879933,-0.63762,0.606401
35,0.879933,-0.63762,0.606401
36,0.883601,-0.648105,0.600591
37,0.879954,-0.656259,0.586211
38,0.883625,-0.665111,0.581739
39,0.883407,-0.667423,0.578753
40,0.883407,-0.667423,0.578753
41,0.876847,-0.656726,0.581009
42,0.873051,-0.632756,0.601529
43,0.873398,-0.627791,0.607209
44,0.869765,-0.604222,0.625625
45,0.867205,-0.582708,0.642259
46,0.877427,-0.579265,0.659038
47,0.873274,-0.573887,0.658225
48,0.875319,-0.58145,0.654293
49,0.870123,-0.587756,0.641605
50,0.868476,-0.617807,0.61038
51,0.874487,-0.616417,0.620287
52,0.872403,-0.605214,0.628334
53,0.872403,-0.605214,0.628334
54,0.875287,-0.600598,0.636718
55,0.875287,-0.600598,0.636718
56,0.87172,-0.614404,0.618387
57,0.87172,-0.614404,0.618387
58,0.87172,-0.614404,0.618387
59,0.875598,-0.632008,0.606002
60,0.876795,-0.626522,0.613384
61,0.876795,-0.626522,0.613384
62,0.8802,-0.631997,0.612642
63,0.875035,-0.611964,0.625449
64,0.879479,-0.633604,0.609943
65,0.872102,-0.643737,0.588357
66,0.872102,-0.643737,0.588357
67,0.872286,-0.653736,0.577505
68,0.881693,-0.654414,0.590867
